model,NDCG@5,NDCG@10,NDCG@20,MAP@5,MAP@10,MAP@20,Precision@5,Precision@10,Precision@20,Recall@5,Recall@10,Recall@20
S-E-CDE-VAE,0.496,0.6139,0.6789666666666667,0.5856,0.5089666666666667,0.4571,0.5016,0.3935666666666666,0.32976666666666665,0.4585333333333333,0.6598666666666667,0.7916666666666666
