model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch_rating,epoch_explanation,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,NDCG@10,NDCG@15,NDCG@20,NDCG@5,Precision@10,Precision@15,Precision@20,Precision@5,Recall@10,Recall@15,Recall@20,Recall@5
S-E-CDE-VAE,200,0.0001,0.0001,1.0,0.1,1.0,,0.0001,400,300,0.4,Adam,"[0.5087, 0.0069]","[0.4569, 0.0064]","[0.4569, 0.0064]","[0.585, 0.0078]","[0.6132, 0.0054]","[0.6784, 0.0051]","[0.6784, 0.0051]","[0.495, 0.0057]","[0.3935, 0.0064]","[0.3301, 0.0058]","[0.3301, 0.0058]","[0.5012, 0.0073]","[0.6594, 0.0063]","[0.7908, 0.0053]","[0.7908, 0.0053]","[0.4574, 0.0067]"
