model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch_rating,epoch_explanation,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,NDCG@10,NDCG@15,NDCG@20,NDCG@5,Precision@10,Precision@15,Precision@20,Precision@5,Recall@10,Recall@15,Recall@20,Recall@5
S-E-CDE-VAE,200,0.0001,0.0001,1.0,0.1,1.0,,0.0001,400,300,0.4,Adam,"[0.5091, 0.0069]","[0.4573, 0.0064]","[0.4573, 0.0064]","[0.5861, 0.0078]","[0.6144, 0.0053]","[0.6791, 0.0051]","[0.6791, 0.0051]","[0.4965, 0.0057]","[0.3939, 0.0064]","[0.3296, 0.0057]","[0.3296, 0.0057]","[0.502, 0.0073]","[0.6605, 0.0063]","[0.7916, 0.0053]","[0.7916, 0.0053]","[0.4588, 0.0066]"
