model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,200,1e-05,,0.0001,300,0.2,Adam,"[0.0395, 0.0022]","[0.0368, 0.0018]","[0.0348, 0.0016]","[0.043, 0.0029]","[0.0281, 0.001]","[0.0911, 0.0032]","[0.0337, 0.0015]","[0.0302, 0.0012]","[0.0279, 0.0011]","[0.039, 0.0022]","[0.0208, 0.0007]","[0.0389, 0.0024]","[0.0647, 0.004]","[0.0836, 0.0045]","[0.102, 0.0049]","[0.0393, 0.0032]","[0.1774, 0.0061]"
CDE-VAE,200,1e-05,,0.0005,300,0.2,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,1e-05,,0.001,300,0.2,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.0001,,0.0001,300,0.2,Adam,"[0.0385, 0.0022]","[0.0358, 0.0018]","[0.0339, 0.0016]","[0.0425, 0.0029]","[0.0274, 0.001]","[0.0896, 0.0032]","[0.0322, 0.0015]","[0.0293, 0.0012]","[0.0273, 0.001]","[0.0382, 0.0022]","[0.0203, 0.0006]","[0.0351, 0.0023]","[0.0614, 0.0039]","[0.0816, 0.0045]","[0.1008, 0.0049]","[0.0374, 0.0031]","[0.1786, 0.0062]"
CDE-VAE,200,0.0001,,0.0005,300,0.2,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.0001,,0.001,300,0.2,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.001,,0.0001,300,0.2,Adam,"[0.0377, 0.0022]","[0.0348, 0.0018]","[0.0327, 0.0015]","[0.0424, 0.003]","[0.0261, 0.001]","[0.0841, 0.003]","[0.0312, 0.0015]","[0.0279, 0.0012]","[0.0257, 0.001]","[0.0374, 0.0022]","[0.019, 0.0006]","[0.0334, 0.0022]","[0.0603, 0.0039]","[0.079, 0.0044]","[0.0945, 0.0047]","[0.0363, 0.0031]","[0.165, 0.0059]"
CDE-VAE,200,0.001,,0.0005,300,0.2,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.001,,0.001,300,0.2,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.01,,0.0001,300,0.2,Adam,"[0.0443, 0.0024]","[0.0411, 0.002]","[0.0388, 0.0018]","[0.0494, 0.0032]","[0.0315, 0.0012]","[0.0969, 0.0032]","[0.0371, 0.0017]","[0.0334, 0.0014]","[0.0312, 0.0012]","[0.043, 0.0024]","[0.0236, 0.0008]","[0.04, 0.0024]","[0.0663, 0.0041]","[0.0866, 0.0045]","[0.1055, 0.0049]","[0.0401, 0.0032]","[0.1863, 0.0061]"
CDE-VAE,200,0.01,,0.0005,300,0.2,Adam,"[0.0335, 0.002]","[0.0315, 0.0017]","[0.03, 0.0015]","[0.0363, 0.0028]","[0.0251, 0.001]","[0.0767, 0.0027]","[0.0292, 0.0015]","[0.0267, 0.0012]","[0.0247, 0.001]","[0.0329, 0.0021]","[0.0195, 0.0007]","[0.0293, 0.0019]","[0.046, 0.0032]","[0.0645, 0.0038]","[0.0798, 0.0042]","[0.0257, 0.0023]","[0.1571, 0.0058]"
CDE-VAE,200,0.01,,0.001,300,0.2,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.1,,0.0001,300,0.2,Adam,"[0.0371, 0.0021]","[0.0354, 0.0018]","[0.0342, 0.0016]","[0.0393, 0.0028]","[0.0296, 0.0011]","[0.0914, 0.003]","[0.0336, 0.0016]","[0.0314, 0.0013]","[0.0301, 0.0012]","[0.0376, 0.0022]","[0.0236, 0.0008]","[0.0341, 0.0022]","[0.0601, 0.0039]","[0.0824, 0.0045]","[0.1018, 0.0049]","[0.0358, 0.0031]","[0.1882, 0.0062]"
CDE-VAE,200,0.1,,0.0005,300,0.2,Adam,"[0.041, 0.0023]","[0.039, 0.0019]","[0.0375, 0.0017]","[0.0439, 0.003]","[0.0319, 0.0012]","[0.0983, 0.0031]","[0.0367, 0.0017]","[0.0343, 0.0014]","[0.0325, 0.0013]","[0.0406, 0.0024]","[0.025, 0.0009]","[0.0369, 0.0023]","[0.0642, 0.0039]","[0.0893, 0.0046]","[0.1103, 0.005]","[0.0373, 0.0031]","[0.2, 0.0064]"
CDE-VAE,200,0.1,,0.001,300,0.2,Adam,"[0.039, 0.0022]","[0.0372, 0.0019]","[0.0358, 0.0017]","[0.0411, 0.0029]","[0.0306, 0.0012]","[0.0942, 0.0031]","[0.0351, 0.0016]","[0.0328, 0.0014]","[0.0312, 0.0012]","[0.0385, 0.0023]","[0.0242, 0.0009]","[0.0347, 0.0022]","[0.0622, 0.0039]","[0.085, 0.0045]","[0.1058, 0.0049]","[0.0361, 0.0031]","[0.1921, 0.0063]"
CDE-VAE,200,1.0,,0.0001,300,0.2,Adam,"[0.0278, 0.0019]","[0.0265, 0.0016]","[0.0255, 0.0014]","[0.0301, 0.0025]","[0.0223, 0.001]","[0.0721, 0.0027]","[0.0248, 0.0014]","[0.023, 0.0011]","[0.0219, 0.001]","[0.0269, 0.0019]","[0.0188, 0.0007]","[0.0255, 0.0019]","[0.047, 0.0036]","[0.0624, 0.004]","[0.0764, 0.0044]","[0.0257, 0.0027]","[0.1524, 0.0057]"
CDE-VAE,200,1.0,,0.0005,300,0.2,Adam,"[0.0278, 0.0019]","[0.0265, 0.0016]","[0.0255, 0.0014]","[0.0302, 0.0025]","[0.0224, 0.001]","[0.072, 0.0027]","[0.0249, 0.0014]","[0.0232, 0.0011]","[0.0221, 0.001]","[0.0273, 0.0019]","[0.0188, 0.0007]","[0.0254, 0.0019]","[0.0469, 0.0036]","[0.0637, 0.0041]","[0.0774, 0.0044]","[0.0261, 0.0027]","[0.1524, 0.0058]"
CDE-VAE,200,1.0,,0.001,300,0.2,Adam,"[0.0277, 0.0019]","[0.0263, 0.0016]","[0.0254, 0.0014]","[0.0301, 0.0025]","[0.0223, 0.001]","[0.0716, 0.0027]","[0.0246, 0.0014]","[0.0232, 0.0011]","[0.0223, 0.001]","[0.0272, 0.0019]","[0.0188, 0.0007]","[0.0252, 0.0019]","[0.0448, 0.0035]","[0.0635, 0.0041]","[0.0778, 0.0044]","[0.0261, 0.0027]","[0.1512, 0.0057]"
CDE-VAE,200,10.0,,0.0001,300,0.2,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0714, 0.0027]","[0.024, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.045, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1508, 0.0057]"
CDE-VAE,200,10.0,,0.0005,300,0.2,Adam,"[0.0275, 0.0018]","[0.0261, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0713, 0.0027]","[0.0241, 0.0013]","[0.0225, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0462, 0.0035]","[0.0597, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1506, 0.0057]"
CDE-VAE,200,10.0,,0.001,300,0.2,Adam,"[0.0274, 0.0019]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0298, 0.0025]","[0.0219, 0.0009]","[0.071, 0.0027]","[0.024, 0.0013]","[0.0227, 0.0011]","[0.0217, 0.001]","[0.0266, 0.0019]","[0.0185, 0.0007]","[0.0255, 0.0019]","[0.0445, 0.0034]","[0.0602, 0.0039]","[0.0753, 0.0043]","[0.026, 0.0027]","[0.1498, 0.0057]"
CDE-VAE,200,100.0,,0.0001,300,0.2,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0714, 0.0027]","[0.024, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.045, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1508, 0.0057]"
CDE-VAE,200,100.0,,0.0005,300,0.2,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.0713, 0.0027]","[0.024, 0.0013]","[0.0226, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.046, 0.0035]","[0.0597, 0.0039]","[0.0754, 0.0043]","[0.0258, 0.0027]","[0.1505, 0.0057]"
CDE-VAE,200,100.0,,0.001,300,0.2,Adam,"[0.0274, 0.0019]","[0.026, 0.0016]","[0.0251, 0.0014]","[0.0298, 0.0025]","[0.0219, 0.0009]","[0.071, 0.0027]","[0.0241, 0.0013]","[0.0227, 0.0011]","[0.0217, 0.001]","[0.0266, 0.0019]","[0.0185, 0.0007]","[0.0255, 0.0019]","[0.0445, 0.0034]","[0.0601, 0.0039]","[0.0753, 0.0043]","[0.026, 0.0027]","[0.1499, 0.0057]"
CDE-VAE,200,1000.0,,0.0001,300,0.2,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0714, 0.0027]","[0.024, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.045, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1508, 0.0057]"
CDE-VAE,200,1000.0,,0.0005,300,0.2,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0713, 0.0027]","[0.024, 0.0013]","[0.0225, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.046, 0.0035]","[0.0597, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1506, 0.0057]"
CDE-VAE,200,1000.0,,0.001,300,0.2,Adam,"[0.0274, 0.0019]","[0.026, 0.0016]","[0.0251, 0.0014]","[0.0298, 0.0025]","[0.0219, 0.0009]","[0.071, 0.0027]","[0.024, 0.0013]","[0.0228, 0.0011]","[0.0217, 0.001]","[0.0266, 0.0019]","[0.0184, 0.0007]","[0.0255, 0.0019]","[0.0445, 0.0034]","[0.0602, 0.0039]","[0.0753, 0.0043]","[0.026, 0.0027]","[0.1498, 0.0057]"
CDE-VAE,200,10000.0,,0.0001,300,0.2,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0714, 0.0027]","[0.024, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.045, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1508, 0.0057]"
CDE-VAE,200,10000.0,,0.0005,300,0.2,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.0713, 0.0027]","[0.024, 0.0013]","[0.0226, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.046, 0.0035]","[0.0597, 0.0039]","[0.0754, 0.0043]","[0.0258, 0.0027]","[0.1506, 0.0057]"
CDE-VAE,200,10000.0,,0.001,300,0.2,Adam,"[0.0274, 0.0019]","[0.026, 0.0016]","[0.0251, 0.0014]","[0.0298, 0.0025]","[0.0219, 0.0009]","[0.071, 0.0027]","[0.024, 0.0013]","[0.0228, 0.0011]","[0.0217, 0.001]","[0.0266, 0.0019]","[0.0185, 0.0007]","[0.0255, 0.0019]","[0.0445, 0.0034]","[0.0602, 0.0039]","[0.0753, 0.0043]","[0.026, 0.0027]","[0.1498, 0.0057]"
