model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,200,1e-05,,0.0001,600,0.5,Adam,"[0.0378, 0.0022]","[0.0352, 0.0018]","[0.0332, 0.0016]","[0.0419, 0.0029]","[0.0268, 0.001]","[0.088, 0.0031]","[0.0319, 0.0015]","[0.0286, 0.0012]","[0.0264, 0.001]","[0.037, 0.0022]","[0.02, 0.0006]","[0.0346, 0.0022]","[0.0593, 0.0038]","[0.0794, 0.0044]","[0.0964, 0.0048]","[0.0348, 0.0029]","[0.178, 0.0062]"
CDE-VAE,200,1e-05,,0.0005,600,0.5,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,1e-05,,0.001,600,0.5,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.0001,,0.0001,600,0.5,Adam,"[0.0367, 0.0021]","[0.0345, 0.0017]","[0.0328, 0.0015]","[0.0397, 0.0028]","[0.027, 0.001]","[0.0869, 0.003]","[0.0322, 0.0015]","[0.029, 0.0012]","[0.0269, 0.001]","[0.0363, 0.0022]","[0.0205, 0.0007]","[0.0332, 0.0021]","[0.0594, 0.0038]","[0.0782, 0.0043]","[0.0957, 0.0047]","[0.0336, 0.0029]","[0.1777, 0.0061]"
CDE-VAE,200,0.0001,,0.0005,600,0.5,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.0001,,0.001,600,0.5,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.001,,0.0001,600,0.5,Adam,"[0.0371, 0.0021]","[0.0348, 0.0018]","[0.0331, 0.0016]","[0.0406, 0.0029]","[0.027, 0.001]","[0.0843, 0.0028]","[0.0322, 0.0015]","[0.0291, 0.0012]","[0.027, 0.001]","[0.0369, 0.0022]","[0.0204, 0.0007]","[0.032, 0.0019]","[0.0545, 0.0035]","[0.0756, 0.0042]","[0.0935, 0.0046]","[0.0293, 0.0025]","[0.1742, 0.0061]"
CDE-VAE,200,0.001,,0.0005,600,0.5,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.001,,0.001,600,0.5,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.01,,0.0001,600,0.5,Adam,"[0.0446, 0.0024]","[0.0414, 0.002]","[0.039, 0.0017]","[0.0497, 0.0032]","[0.0314, 0.0012]","[0.0975, 0.0033]","[0.0369, 0.0016]","[0.0337, 0.0014]","[0.0308, 0.0012]","[0.0444, 0.0025]","[0.0232, 0.0008]","[0.0422, 0.0026]","[0.0653, 0.004]","[0.0873, 0.0045]","[0.1037, 0.0049]","[0.0419, 0.0033]","[0.1848, 0.0061]"
