model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,100,1e-05,,0.0001,600,0.3,Adam,"[0.0408, 0.0023]","[0.0379, 0.0019]","[0.0358, 0.0017]","[0.0456, 0.0031]","[0.0289, 0.0011]","[0.0902, 0.0032]","[0.0341, 0.0016]","[0.0311, 0.0013]","[0.0287, 0.0011]","[0.0403, 0.0023]","[0.0215, 0.0007]","[0.0378, 0.0024]","[0.0597, 0.0038]","[0.0795, 0.0043]","[0.0967, 0.0047]","[0.0367, 0.003]","[0.1758, 0.0061]"
CDE-VAE,100,1e-05,,0.0005,600,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,100,1e-05,,0.001,600,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,100,0.0001,,0.0001,600,0.3,Adam,"[0.0406, 0.0023]","[0.0378, 0.0019]","[0.0358, 0.0017]","[0.0449, 0.003]","[0.029, 0.0011]","[0.0895, 0.0031]","[0.0345, 0.0016]","[0.0307, 0.0013]","[0.0287, 0.0011]","[0.0401, 0.0023]","[0.0215, 0.0007]","[0.0363, 0.0023]","[0.0609, 0.0038]","[0.0779, 0.0042]","[0.0957, 0.0047]","[0.0364, 0.003]","[0.1749, 0.0061]"
CDE-VAE,100,0.0001,,0.0005,600,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,100,0.0001,,0.001,600,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,100,0.001,,0.0001,600,0.3,Adam,"[0.0388, 0.0022]","[0.0364, 0.0019]","[0.0346, 0.0016]","[0.0426, 0.003]","[0.0284, 0.0011]","[0.0864, 0.003]","[0.0335, 0.0016]","[0.0304, 0.0013]","[0.0284, 0.0011]","[0.0379, 0.0022]","[0.0215, 0.0007]","[0.0344, 0.0021]","[0.0552, 0.0035]","[0.0749, 0.0041]","[0.0932, 0.0046]","[0.0327, 0.0028]","[0.1713, 0.006]"
CDE-VAE,100,0.001,,0.0005,600,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,100,0.001,,0.001,600,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,100,0.01,,0.0001,600,0.3,Adam,"[0.0447, 0.0024]","[0.0414, 0.002]","[0.0391, 0.0018]","[0.0506, 0.0032]","[0.0319, 0.0012]","[0.0983, 0.0033]","[0.0366, 0.0017]","[0.0336, 0.0014]","[0.0317, 0.0012]","[0.0441, 0.0024]","[0.024, 0.0008]","[0.0407, 0.0025]","[0.0648, 0.004]","[0.0867, 0.0045]","[0.1065, 0.0049]","[0.0412, 0.0033]","[0.1883, 0.0061]"
CDE-VAE,100,0.01,,0.0005,600,0.3,Adam,"[0.0426, 0.0023]","[0.0397, 0.002]","[0.0376, 0.0017]","[0.0476, 0.0031]","[0.0308, 0.0012]","[0.0946, 0.0032]","[0.0357, 0.0016]","[0.0327, 0.0014]","[0.0305, 0.0012]","[0.0419, 0.0024]","[0.0233, 0.0008]","[0.039, 0.0024]","[0.062, 0.0039]","[0.0838, 0.0045]","[0.1026, 0.0049]","[0.0382, 0.0031]","[0.1846, 0.0061]"
CDE-VAE,100,0.01,,0.001,600,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,100,0.1,,0.0001,600,0.3,Adam,"[0.0407, 0.0023]","[0.0388, 0.0019]","[0.0373, 0.0017]","[0.0434, 0.003]","[0.0318, 0.0012]","[0.098, 0.0031]","[0.0366, 0.0017]","[0.0341, 0.0014]","[0.0323, 0.0013]","[0.0408, 0.0024]","[0.025, 0.0009]","[0.0366, 0.0022]","[0.0655, 0.004]","[0.0891, 0.0046]","[0.1105, 0.0051]","[0.0382, 0.0032]","[0.1993, 0.0063]"
CDE-VAE,100,0.1,,0.0005,600,0.3,Adam,"[0.0397, 0.0022]","[0.0378, 0.0019]","[0.0364, 0.0017]","[0.0424, 0.003]","[0.031, 0.0012]","[0.0957, 0.0031]","[0.0354, 0.0016]","[0.0332, 0.0014]","[0.0315, 0.0012]","[0.0398, 0.0023]","[0.0244, 0.0009]","[0.0356, 0.0022]","[0.0634, 0.004]","[0.0871, 0.0046]","[0.1073, 0.005]","[0.0376, 0.0032]","[0.1943, 0.0063]"
CDE-VAE,100,0.1,,0.001,600,0.3,Adam,"[0.0389, 0.0022]","[0.0371, 0.0019]","[0.0358, 0.0017]","[0.0411, 0.0029]","[0.0306, 0.0012]","[0.0938, 0.0031]","[0.0349, 0.0016]","[0.0329, 0.0014]","[0.0311, 0.0012]","[0.0389, 0.0023]","[0.0241, 0.0009]","[0.0349, 0.0022]","[0.0611, 0.0039]","[0.0855, 0.0045]","[0.1049, 0.0049]","[0.0362, 0.0031]","[0.1911, 0.0063]"
CDE-VAE,100,1.0,,0.0001,600,0.3,Adam,"[0.0277, 0.0018]","[0.0264, 0.0016]","[0.0254, 0.0014]","[0.0298, 0.0025]","[0.0223, 0.001]","[0.072, 0.0027]","[0.0248, 0.0014]","[0.0231, 0.0011]","[0.0219, 0.001]","[0.0268, 0.0019]","[0.0188, 0.0007]","[0.0254, 0.0019]","[0.0469, 0.0036]","[0.0628, 0.004]","[0.0765, 0.0044]","[0.0257, 0.0027]","[0.1527, 0.0058]"
CDE-VAE,100,1.0,,0.0005,600,0.3,Adam,"[0.0278, 0.0019]","[0.0265, 0.0016]","[0.0254, 0.0014]","[0.0302, 0.0025]","[0.0223, 0.001]","[0.072, 0.0027]","[0.0249, 0.0014]","[0.0232, 0.0011]","[0.022, 0.001]","[0.0272, 0.0019]","[0.0188, 0.0007]","[0.0251, 0.0019]","[0.0469, 0.0036]","[0.0633, 0.0041]","[0.0771, 0.0044]","[0.0261, 0.0027]","[0.1525, 0.0057]"
CDE-VAE,100,1.0,,0.001,600,0.3,Adam,"[0.0277, 0.0019]","[0.0264, 0.0016]","[0.0255, 0.0014]","[0.0302, 0.0025]","[0.0223, 0.001]","[0.0717, 0.0027]","[0.0247, 0.0014]","[0.0232, 0.0011]","[0.0222, 0.001]","[0.0271, 0.0019]","[0.0188, 0.0007]","[0.0252, 0.0019]","[0.0452, 0.0035]","[0.0632, 0.0041]","[0.0774, 0.0044]","[0.0261, 0.0027]","[0.151, 0.0057]"
CDE-VAE,100,10.0,,0.0001,600,0.3,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0714, 0.0027]","[0.024, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.045, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1508, 0.0057]"
CDE-VAE,100,10.0,,0.0005,600,0.3,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0712, 0.0027]","[0.024, 0.0013]","[0.0226, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0185, 0.0007]","[0.0257, 0.0019]","[0.046, 0.0035]","[0.0597, 0.0039]","[0.0754, 0.0043]","[0.0258, 0.0027]","[0.1504, 0.0057]"
