model,R-Precision,NDCG,MAP@5,MAP@10,MAP@20,Precision@5,Precision@10,Precision@20,Recall@5,Recall@10,Recall@20
S-E-CDE-VAE,0.07123333333333333,0.12996666666666667,0.082,0.0716,0.05933333333333333,0.07086666666666668,0.055799999999999995,0.04156666666666667,0.08823333333333333,0.1339,0.19373333333333334
