model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch_rating,epoch_explanation,corruption,optimizer,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5
S-E-CDE-VAE,200,0.0001,0.0001,1.0,0.1,1.0,,0.0001,400,300,0.4,Adam,"[2.8337, 0.057]","[0.072, 0.0032]","[0.0646, 0.0027]","[0.0593, 0.0023]","[0.0824, 0.0043]","[0.1295, 0.0047]","[0.0558, 0.0022]","[0.0468, 0.0017]","[0.0413, 0.0015]","[0.0716, 0.0033]","[0.0713, 0.0037]","[0.1344, 0.0056]","[0.1647, 0.0061]","[0.1917, 0.0065]","[0.0888, 0.0046]"
