model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch_rating,epoch_explanation,corruption,optimizer,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5
S-E-CDE-VAE,200,0.0001,0.0001,1.0,0.1,1.0,,0.0001,400,300,0.4,Adam,"[2.7994, 0.0569]","[0.0717, 0.0032]","[0.0646, 0.0027]","[0.0595, 0.0023]","[0.0826, 0.0043]","[0.1303, 0.0047]","[0.0555, 0.0022]","[0.0475, 0.0017]","[0.0418, 0.0015]","[0.0711, 0.0033]","[0.0718, 0.0037]","[0.1328, 0.0056]","[0.1686, 0.0062]","[0.1953, 0.0065]","[0.0878, 0.0046]"
