model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
E-CDE-VAE,200,0.001,0.001,0.0001,0.01,1.0,,0.0001,300,0.5,Adam,"[2.5826, 0.0506]","[0.059, 0.0028]","[0.0556, 0.0024]","[0.0529, 0.0021]","[0.0644, 0.0037]","[0.0435, 0.0015]","[0.1175, 0.0033]","[0.0513, 0.0021]","[0.0471, 0.0017]","[0.0436, 0.0015]","[0.0578, 0.0028]","[0.0332, 0.0011]","[0.0497, 0.0024]","[0.074, 0.0039]","[0.0993, 0.0044]","[0.1199, 0.0048]","[0.0425, 0.003]","[0.2189, 0.0061]"
