model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CE-VAE,100,0.001,0.0001,0.01,0.01,1,,0.0001,300,0.4,Adam,"[2.5612, 0.0504]","[0.0601, 0.0028]","[0.0565, 0.0024]","[0.0537, 0.0021]","[0.0656, 0.0037]","[0.044, 0.0015]","[0.1197, 0.0033]","[0.0523, 0.0021]","[0.0474, 0.0017]","[0.0439, 0.0015]","[0.0589, 0.0029]","[0.0334, 0.001]","[0.051, 0.0025]","[0.0735, 0.0039]","[0.0994, 0.0045]","[0.1217, 0.0048]","[0.0435, 0.0031]","[0.2228, 0.0061]"
