model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CE-VAE,100,0.001,0.0001,0.01,0.01,1,,0.0001,300,0.4,Adam,"[2.5622, 0.0506]","[0.0606, 0.0028]","[0.057, 0.0024]","[0.0541, 0.0021]","[0.0659, 0.0037]","[0.0443, 0.0015]","[0.12, 0.0033]","[0.0529, 0.0021]","[0.0478, 0.0017]","[0.0443, 0.0015]","[0.06, 0.0029]","[0.0335, 0.001]","[0.0503, 0.0025]","[0.0764, 0.004]","[0.1017, 0.0045]","[0.1231, 0.0049]","[0.0435, 0.003]","[0.2244, 0.0062]"
