model,R-Precision,NDCG,MAP@5,MAP@10,MAP@20,Precision@5,Precision@10,Precision@20,Recall@5,Recall@10,Recall@20
E-CDE-VAE,0.049760000000000006,0.11825999999999999,0.06586,0.059840000000000004,0.05332,0.058620000000000005,0.05136,0.04368,0.04316,0.07316,0.12079999999999999
