model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,200,0.001,,0.0001,600,0.5,Adam,"[2.6809, 0.0543]","[0.0714, 0.0032]","[0.0642, 0.0027]","[0.0591, 0.0024]","[0.0823, 0.0043]","[0.0427, 0.0015]","[0.1539, 0.0048]","[0.0553, 0.0023]","[0.0469, 0.0018]","[0.0412, 0.0015]","[0.0709, 0.0033]","[0.0259, 0.0009]","[0.0716, 0.0037]","[0.1274, 0.0055]","[0.1591, 0.006]","[0.1837, 0.0064]","[0.0856, 0.0045]","[0.2702, 0.0074]"
