model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,200,0.001,,0.0001,600,0.5,Adam,"[2.4892, 0.0572]","[0.0719, 0.0032]","[0.0646, 0.0027]","[0.0592, 0.0024]","[0.0826, 0.0043]","[0.0427, 0.0015]","[0.1542, 0.0048]","[0.0552, 0.0022]","[0.0468, 0.0018]","[0.041, 0.0015]","[0.0714, 0.0033]","[0.026, 0.0009]","[0.0734, 0.0037]","[0.1282, 0.0055]","[0.1584, 0.006]","[0.1832, 0.0064]","[0.0863, 0.0045]","[0.2698, 0.0074]"
