User,Time,Energy
2732,1,45.71172332763672
2732,2,46.94162369519472
2732,3,47.787754729390144
2732,4,47.87681743502617
2732,5,48.19207522273064
2607,1,55.238594725728035
2607,2,55.17997497320175
2607,3,55.34626662731171
2607,4,55.44335862994194
2607,5,55.975510850548744
1653,1,54.21801182627678
1653,2,53.66332679986954
1653,3,53.232452258467674
1653,4,53.57662117481232
1653,5,53.98295849561691
3264,1,57.9013339728117
3264,2,57.741592556238174
3264,3,57.97857102751732
3264,4,58.05374652147293
3264,5,58.414752304553986
4931,1,44.22716607898474
4931,2,45.16514015197754
4931,3,45.29767280817032
4931,4,45.74669827520847
4931,5,45.670230224728584
4859,1,71.41755229234695
4859,2,69.8667261004448
4859,3,69.79051199555397
4859,4,70.2577939927578
4859,5,70.18767854571342
5827,1,63.27708077430725
5827,2,61.86113393306732
5827,3,61.770340621471405
5827,4,62.20591622591019
5827,5,62.60349437594414
1033,1,44.39940333366394
1033,2,45.42199371755123
1033,3,45.59078112244606
1033,4,46.203288458287716
1033,5,46.842086263000965
4373,1,44.00122344493866
4373,2,44.575522147119045
4373,3,45.175005592405796
4373,4,45.735766157507896
4373,5,45.98708405345678
5874,1,64.68243065476418
5874,2,63.47526428103447
5874,3,62.7776398062706
5874,4,62.736378848552704
5874,5,62.42416101694107
5924,1,45.06930959969759
5924,2,46.04408846795559
5924,3,46.748471185564995
5924,4,46.77523049712181
5924,5,47.35531301051378
3468,1,45.46598660945892
3468,2,45.755457147955894
3468,3,46.312259674072266
3468,4,46.854781195521355
3468,5,47.610725961625576
705,1,52.19026707112789
705,2,52.35059252381325
705,3,52.211985006928444
705,4,52.679590195417404
705,5,53.24238233268261
2599,1,44.61303549259901
2599,2,45.27942943572998
2599,3,45.910582818090916
2599,4,45.897934556007385
2599,5,46.068211048841476
2135,1,58.29859468340874
2135,2,57.6126179844141
2135,3,57.625102907419205
2135,4,57.958232432603836
2135,5,57.78120183944702
2222,1,52.71122445166111
2222,2,52.81915274262428
2222,3,53.43403893709183
2222,4,53.972220331430435
2222,5,54.67815248668194
2897,1,48.20573291182518
2897,2,48.69428896903992
2897,3,49.22328545153141
2897,4,49.80100907385349
2897,5,50.58638346195221
1701,1,43.848665080964565
1701,2,44.47130873054266
1701,3,45.26911473274231
1701,4,45.32679431885481
1701,5,45.728491209447384
537,1,45.388937786221504
537,2,46.343716248869896
537,3,46.95084980875254
537,4,47.50662152469158
537,5,48.098637476563454
2893,1,48.742815248668194
2893,2,49.00111469626427
2893,3,49.675968050956726
2893,4,49.6911493986845
2893,5,49.86467634141445
6216,1,44.49036352336407
6216,2,45.867592953145504
6216,3,46.781550228595734
6216,4,46.88560099154711
6216,5,46.95554523169994
6036,1,45.18466165661812
6036,2,46.43299862742424
6036,3,47.321434773504734
6036,4,47.426332741975784
6036,5,47.74900768697262
2163,1,45.488568373024464
2163,2,46.2622409760952
2163,3,46.33782511949539
2163,4,46.91030026972294
2163,5,47.53183948993683
5072,1,71.7796922326088
5072,2,70.22766101360321
5072,3,69.82292813062668
5072,4,70.15692120790482
5072,5,70.03374516963959
4851,1,44.483581714332104
4851,2,45.52741137892008
4851,3,46.25703616440296
4851,4,47.11280746757984
4851,5,47.62316831946373
2046,1,44.61303549259901
2046,2,44.99322683364153
2046,3,45.775535106658936
2046,4,46.37350519001484
2046,5,46.788871221244335
1871,1,45.328524112701416
1871,2,46.18890084326267
1871,3,46.31619592010975
1871,4,46.114915646612644
1871,5,46.21233532577753
2496,1,72.80701583623886
2496,2,70.46246099472046
2496,3,70.05025979876518
2496,4,69.61595889925957
2496,5,69.94267439842224
99,1,48.804196923971176
99,2,49.3338537812233
99,3,49.8583657592535
99,4,50.59951791167259
99,5,51.061503410339355
2008,1,44.393525421619415
2008,2,45.490817092359066
2008,3,46.23707688599825
2008,4,46.8485813587904
2008,5,47.26143395900726
755,1,65.93746784329414
755,2,64.68807157874107
755,3,63.91025033593178
755,4,63.8363873064518
755,5,64.12346097826958
797,1,48.11851526796818
797,2,48.16286252439022
797,3,48.602226197719574
797,4,49.15589101612568
797,5,49.91301703453064
659,1,67.17677617073059
659,2,65.79696318507195
659,3,65.52787989377975
659,4,65.87712076306343
659,5,65.78546795248985
3219,1,45.982375264167786
3219,2,46.80287283658981
3219,3,47.1909155100584
3219,4,47.084890604019165
3219,5,46.79266934841871
423,1,46.91675017029047
423,2,47.70291090756655
423,3,47.80570441484451
423,4,47.87550827115774
423,5,48.17880001664162
3337,1,45.42517901211977
3337,2,46.24676305055618
3337,3,47.15110458433628
3337,4,47.2607162296772
3337,5,47.58568812906742
2745,1,48.3717515617609
2745,2,49.010210171341896
2745,3,49.58566150069237
2745,4,50.34770227968693
2745,5,51.029403045773506
4735,1,48.85986399650574
4735,2,48.911145716905594
4735,3,49.3040766865015
4735,4,49.496086329221725
4735,5,49.31009781360626
544,1,59.02421283721924
544,2,58.748195856809616
544,3,58.67997685074806
544,4,59.12154793739319
544,5,58.98741242289543
714,1,55.9892602711916
714,2,55.2753900885582
714,3,55.52089470624924
714,4,55.909654170274734
714,5,56.19352303445339
2292,1,50.87760201096535
2292,2,51.261682108044624
2292,3,51.83026605844498
2292,4,52.603838101029396
2292,5,53.177584409713745
151,1,57.34397327899933
151,2,56.488102585077286
151,3,56.683231830596924
151,4,56.52755558490753
151,5,56.70648869872093
2723,1,60.04128900170326
2723,2,59.645894050598145
2723,3,59.65880560874939
2723,4,60.15734699368477
2723,5,60.67091891169548
3531,1,57.629333794116974
3531,2,56.745967626571655
3531,3,56.91020914912224
3531,4,56.98409952223301
3531,5,57.35825164616108
2930,1,58.370083689689636
2930,2,58.16180258989334
2930,3,58.357436656951904
2930,4,58.14606133103371
2930,5,58.40613600611687
1207,1,56.581257581710815
1207,2,56.29995121061802
1207,3,56.574074164032936
1207,4,56.71611128747463
1207,5,57.260155856609344
6172,1,56.357603281736374
6172,2,55.608310639858246
6172,3,55.83734351396561
6172,4,56.093606889247894
6172,5,55.93402719497681
802,1,44.246139489114285
802,2,45.45833578705788
802,3,46.24020168930292
802,4,47.08810988813639
802,5,47.59598135948181
2176,1,43.786034777760506
2176,2,45.003171898424625
2176,3,45.730913288891315
2176,4,46.05146975070238
2176,5,46.71936774253845
2176,1,43.786034777760506
2176,2,44.71489194780588
2176,3,45.42759884893894
2176,4,46.10834061354399
2176,5,46.924335330724716
1956,1,43.81498881429434
1956,2,45.086568139493465
1956,3,45.30980298668146
1956,4,45.97275050729513
1956,5,46.629539504647255
6021,1,54.8023836016655
6021,2,54.944592356681824
6021,3,55.31756779551506
6021,4,55.47455871105194
6021,5,56.02996942400932
3622,1,67.96290320158005
3622,2,66.71318784356117
3622,3,66.54965460300446
3622,4,66.93551868200302
3622,5,66.79482460021973
3560,1,53.16289569437504
3560,2,53.49383234977722
3560,3,53.68388468027115
3560,4,53.921691328287125
3560,5,54.27534818649292
756,1,62.92679360508919
756,2,62.099857330322266
756,3,61.50154745578766
756,4,61.58684700727463
756,5,61.854782581329346
4369,1,51.12842571735382
4369,2,51.500115513801575
4369,3,51.71556410193443
4369,4,52.16286087036133
4369,5,52.61529928445816
4484,1,47.997244231402874
4484,2,48.47241123020649
4484,3,49.01441664993763
4484,4,48.98284049332142
4484,5,49.53062489628792
1641,1,45.90037616342306
1641,2,47.0490545630455
1641,3,47.89361672103405
1641,4,48.25896317511797
1641,5,48.706395387649536
3114,1,45.79661789536476
3114,2,46.60195258259773
3114,3,47.34857787936926
3114,4,48.03767795115709
3114,5,48.05625884979963
5562,1,43.67012050002813
5562,2,44.34049583226442
5562,3,44.954460091888905
5562,4,45.58503378927708
5562,5,46.154560416936874
4984,1,53.16325859725475
4984,2,52.984741881489754
4984,3,52.69498735666275
4984,4,52.95169073343277
4984,5,53.58421002328396
4353,1,44.61303549259901
4353,2,44.98379044234753
4353,3,45.57810081541538
4353,4,45.56887216120958
4353,5,46.14225907623768
5441,1,47.814084485173225
5441,2,48.673415437340736
5441,3,49.22960430383682
5441,4,49.7295246720314
5441,5,49.958728581666946
4071,1,59.971884459257126
4071,2,59.36819779872894
4071,3,59.62702512741089
4071,4,59.420935451984406
4071,5,59.32943242788315
4009,1,61.818473130464554
4009,2,60.54400563240051
4009,3,60.292844116687775
4009,4,60.672738790512085
4009,5,61.15860718488693
2105,1,69.16363880038261
2105,2,67.21729728579521
2105,3,66.90710261464119
2105,4,67.05536580085754
2105,5,66.82444873452187
3942,1,45.08772077411413
3942,2,45.461467422544956
3942,3,45.673648327589035
3942,4,46.151746109128
3942,5,46.893309727311134
3191,1,44.39396533370018
3191,2,45.59858313202858
3191,3,46.44356666505337
3191,4,47.061807513237
3191,5,47.05916577577591
430,1,71.383121997118
430,2,69.0734216272831
430,3,68.0370734333992
430,4,68.12353873252869
430,5,68.62493696808815
4187,1,44.94286860525608
4187,2,46.10860099643469
4187,3,47.08516699820757
4187,4,47.50158052146435
4187,5,48.0366155654192
6016,1,43.6813425347209
6016,2,44.643444672226906
6016,3,45.55315039306879
6016,4,45.65315316617489
6016,5,45.86758288741112
2446,1,49.74679063260555
2446,2,50.04666545987129
2446,3,50.48222003877163
2446,4,51.20938339829445
2446,5,51.861215233802795
2659,1,56.13715434074402
2659,2,55.397560477256775
2659,3,55.14880013465881
2659,4,55.30676406621933
2659,5,55.611979350447655
1589,1,45.79695516824722
1589,2,46.84440013021231
1589,3,46.97965122759342
1589,4,47.57097505778074
1589,5,48.08771273493767
2956,1,49.87217217683792
2956,2,50.265643164515495
2956,3,50.84234695136547
2956,4,51.44128818809986
2956,5,51.44189894199371
2681,1,55.67884171009064
2681,2,55.58824363350868
2681,3,55.33989389240742
2681,4,55.748790234327316
2681,5,56.16641779243946
4180,1,52.815632700920105
4180,2,53.00297665596008
4180,3,53.38086713850498
4180,4,54.07028488814831
4180,5,54.090404972434044
2251,1,47.201146706938744
2251,2,48.13652861118317
2251,3,48.28953965008259
2251,4,48.6278568059206
2251,5,49.1357731372118
4420,1,59.33884280920029
4420,2,58.86398866772652
4420,3,58.97159752249718
4420,4,59.35507395863533
4420,5,59.97411885857582
4870,1,70.2208848297596
4870,2,68.83027663826942
4870,3,68.4762975871563
4870,4,68.18885242938995
4870,5,68.24787846207619
1071,1,43.70251985639334
1071,2,45.009515561163425
1071,3,45.771122343838215
1071,4,46.46660189330578
1071,5,47.311812341213226
4735,1,48.85986399650574
4735,2,49.68797071278095
4735,3,50.57288917899132
4735,4,51.28649814426899
4735,5,51.86238168179989
6132,1,58.16110962629318
6132,2,57.81832990050316
6132,3,58.04934710264206
