User,Time,Energy
2732,1,8.233084563165903
2732,2,8.097260689362884
2732,3,7.9254814721643925
2732,4,7.487590095959604
2732,5,7.014264821074903
2607,1,12.89640660583973
2607,2,12.425966527312994
2607,3,11.951544560492039
2607,4,11.450858563184738
2607,5,10.965826690196991
1653,1,8.875854473561049
1653,2,8.763949442654848
1653,3,8.551094014197588
1653,4,8.290225759148598
1653,5,7.9584305584430695
3264,1,9.976296194829047
3264,2,9.76653036288917
3264,3,9.499387549236417
3264,4,9.224634552374482
3264,5,8.83248877339065
4931,1,9.138096146285534
4931,2,8.894081991165876
4931,3,8.60324813425541
4931,4,8.306686718016863
4931,5,8.032860284671187
4859,1,9.26446669921279
4859,2,9.041476657614112
4859,3,8.789992144331336
4859,4,8.407602800056338
4859,5,8.061017490923405
5827,1,11.64747438300401
5827,2,11.407063066959381
5827,3,11.112384658306837
5827,4,10.833926789462566
5827,5,10.511712666600943
1033,1,11.173265820369124
1033,2,10.887260338291526
1033,3,10.59432690963149
1033,4,10.345996152609587
1033,5,10.071632612496614
4373,1,6.756971335038543
4373,2,6.710540201514959
4373,3,6.5841227769851685
4373,4,6.426648456603289
4373,5,6.015633814036846
5874,1,8.912971479818225
5874,2,8.754169913008809
5874,3,8.561438964679837
5874,4,8.10574620589614
5874,5,7.65887170471251
5924,1,10.842298965901136
5924,2,10.52102886326611
5924,3,10.154409643262625
5924,4,9.866694888100028
5924,5,9.383258176967502
3468,1,27.97826462984085
3468,2,26.612736901268363
3468,3,25.60776749579236
3468,4,24.97654066607356
3468,5,24.50723096355796
705,1,12.420760433189571
705,2,12.074068535119295
705,3,11.737570617347956
705,4,11.415938530117273
705,5,11.097747344523668
2599,1,27.508140163496137
2599,2,26.611133135855198
2599,3,25.88812778145075
2599,4,25.174210987985134
2599,5,24.33628809452057
2135,1,12.642550386488438
2135,2,12.278414238244295
2135,3,11.804340267553926
2135,4,11.30723387002945
2135,5,10.77029075846076
2222,1,15.606689400970936
2222,2,15.212523840367794
2222,3,14.84180536866188
2222,4,14.306871116161346
2222,5,13.818999215960503
2897,1,12.356620773673058
2897,2,11.995821692049503
2897,3,11.662313304841518
2897,4,11.298498064279556
2897,5,11.01134018599987
1701,1,3.332975528202951
1701,2,3.3108033258467913
1701,3,3.0260577658191323
1701,4,2.710978033952415
1701,5,2.453179103322327
537,1,6.597476813010871
537,2,6.4242816008627415
537,3,6.300388788804412
537,4,5.8708930099383
537,5,5.545291583519429
2893,1,6.107215319760144
2893,2,5.980398466810584
2893,3,5.627121451310813
2893,4,5.220427263528109
2893,5,4.871670423075557
6036,1,10.172459164634347
6036,2,9.825788524001837
6036,3,9.479547504335642
6036,4,9.059333018958569
6036,5,8.707604344934225
2163,1,7.725430805236101
2163,2,7.588824274018407
2163,3,7.485766561701894
2163,4,7.214802511036396
2163,5,6.973131112754345
5072,1,10.133106128312647
5072,2,9.741971988230944
5072,3,9.308064065873623
5072,4,8.825684987008572
5072,5,8.427072178572416
4851,1,10.1044758008793
4851,2,9.707222022116184
4851,3,9.370282656513155
4851,4,8.896242466755211
4851,5,8.367596494965255
2046,1,11.228994574397802
2046,2,11.024811442941427
2046,3,10.697385467588902
2046,4,10.460094958543777
2046,5,10.214631397277117
1871,1,17.957627499476075
1871,2,17.339112527668476
1871,3,16.745154201984406
1871,4,16.23892016336322
1871,5,15.801223125308752
2496,1,13.787657719105482
2496,2,13.359276972711086
2496,3,12.980587005615234
2496,4,12.441075582057238
2496,5,12.031998675316572
99,1,9.521095030009747
99,2,9.100027531385422
99,3,8.683146517723799
99,4,8.352974412962794
99,5,7.971982276067138
2008,1,14.047534517943859
2008,2,13.654415436089039
2008,3,13.028027828782797
2008,4,12.403177646920085
2008,5,11.88836912624538
755,1,19.7201479524374
755,2,18.948242135345936
755,3,18.387967385351658
755,4,17.929864548146725
755,5,17.454383205622435
797,1,21.889292428269982
797,2,21.03014425188303
797,3,20.149306558072567
797,4,19.574352718889713
797,5,18.858963880687952
659,1,10.36848291568458
659,2,10.12231265194714
659,3,9.813201814889908
659,4,9.39998945593834
659,5,9.102318929508328
3219,1,8.789661932736635
3219,2,8.614263505674899
3219,3,8.295726754702628
3219,4,8.02357952017337
3219,5,7.706872075796127
423,1,7.291550112888217
423,2,7.006042315624654
423,3,6.770724575035274
423,4,6.450403315015137
423,5,6.241284092888236
3337,1,13.609063185751438
