model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch_rating,epoch_explanation,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5
S-E-CDE-VAE,200,0.0001,0.0001,1.0,1.0,1.0,,0.0001,400,600,0.4,Adam,"[0.4518, 0.0066]","[0.4048, 0.006]","[0.3696, 0.0056]","[0.5245, 0.0078]","[0.6791, 0.0052]","[0.3453, 0.0057]","[0.2905, 0.0051]","[0.2484, 0.0046]","[0.4424, 0.0069]","[0.4405, 0.0066]","[0.6456, 0.0066]","[0.7799, 0.0056]","[0.8606, 0.0046]","[0.448, 0.007]"
