model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch_rating,epoch_explanation,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5
S-E-CDE-VAE,200,0.0001,0.0001,1.0,2.0,1.0,,0.0001,400,700,0.4,Adam,"[0.4376, 0.0065]","[0.3923, 0.0059]","[0.3588, 0.0055]","[0.5084, 0.0078]","[0.6603, 0.0051]","[0.3355, 0.0056]","[0.2822, 0.005]","[0.2435, 0.0045]","[0.428, 0.0068]","[0.4226, 0.0066]","[0.6289, 0.0066]","[0.7585, 0.0058]","[0.8472, 0.0047]","[0.4333, 0.007]"
