model,NDCG@5,NDCG@10,NDCG@20,MAP@5,MAP@10,MAP@20,Precision@5,Precision@10,Precision@20,Recall@5,Recall@10,Recall@20
E-CDE-VAE,0.52604,0.6460800000000001,0.74154,0.6152,0.53176,0.43314,0.5228200000000001,0.40829999999999994,0.28596,0.48606,0.6895800000000001,0.88384
