model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG@10,NDCG@15,NDCG@20,NDCG@5,NDCG@50,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
E-CDE-VAE,200,0.0001,0.01,1.0,1.0,1.0,,0.0001,600,0.4,Adam,"[0.5321, 0.0069]","[0.4759, 0.0064]","[0.4333, 0.0061]","[0.6158, 0.0077]","[0.3465, 0.0053]","[0.6463, 0.0053]","[0.7074, 0.005]","[0.7418, 0.0049]","[0.5273, 0.0057]","[0.7861, 0.0047]","[0.408, 0.0065]","[0.3377, 0.0059]","[0.2859, 0.0053]","[0.5245, 0.0073]","[0.1918, 0.004]","[0.689, 0.0061]","[0.8094, 0.0051]","[0.8834, 0.0041]","[0.4876, 0.0068]","[0.9885, 0.0013]"
