model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG@10,NDCG@15,NDCG@20,NDCG@5,NDCG@50,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CE-VAE,200,0.0001,0.01,1,1,1,,0.0001,600,0.4,Adam,"[0.5312, 0.0068]","[0.4755, 0.0064]","[0.4329, 0.0061]","[0.6144, 0.0077]","[0.3463, 0.0053]","[0.6454, 0.0052]","[0.7066, 0.005]","[0.7408, 0.0048]","[0.5252, 0.0057]","[0.7853, 0.0047]","[0.4082, 0.0065]","[0.3378, 0.0059]","[0.286, 0.0053]","[0.5223, 0.0073]","[0.1919, 0.004]","[0.6901, 0.0061]","[0.8105, 0.005]","[0.8835, 0.0041]","[0.486, 0.0067]","[0.9891, 0.0012]"
