model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5
CE-VAE,200,0.0001,0.0001,0.0001,0.0001,1,,0.0001,300,0.2,Adam,"[0.8313, 0.0049]","[0.8172, 0.0047]","[0.8033, 0.0047]","[0.8471, 0.0055]","[0.5701, 0.0028]","[0.8048, 0.0048]","[0.779, 0.0049]","[0.7473, 0.0051]","[0.835, 0.0051]","[0.4558, 0.0031]","[0.2722, 0.0027]","[0.3885, 0.0034]","[0.487, 0.0037]","[0.1444, 0.0017]"
CE-VAE,200,0.0001,0.0001,0.0001,0.0001,1,,0.0005,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
CE-VAE,200,0.0001,0.0001,0.0001,0.0001,1,,0.001,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
CE-VAE,200,0.0001,0.0001,0.0001,0.001,1,,0.0001,300,0.2,Adam,"[0.7135, 0.006]","[0.7027, 0.0056]","[0.6926, 0.0054]","[0.726, 0.007]","[0.485, 0.0024]","[0.6924, 0.0055]","[0.6728, 0.0053]","[0.6552, 0.0052]","[0.7149, 0.0063]","[0.3853, 0.0026]","[0.2243, 0.0021]","[0.3236, 0.0026]","[0.4166, 0.003]","[0.1169, 0.0014]"
CE-VAE,200,0.0001,0.0001,0.0001,0.001,1,,0.0005,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
CE-VAE,200,0.0001,0.0001,0.0001,0.001,1,,0.001,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
CE-VAE,200,0.0001,0.0001,0.0001,0.01,1,,0.0001,300,0.2,Adam,"[0.6074, 0.0065]","[0.5986, 0.006]","[0.5908, 0.0058]","[0.6196, 0.0076]","[0.4059, 0.0024]","[0.5884, 0.0059]","[0.5755, 0.0056]","[0.5626, 0.0055]","[0.6059, 0.0068]","[0.3207, 0.0022]","[0.1839, 0.0018]","[0.2671, 0.0022]","[0.3453, 0.0024]","[0.0954, 0.0013]"
CE-VAE,200,0.0001,0.0001,0.0001,0.01,1,,0.0005,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
CE-VAE,200,0.0001,0.0001,0.0001,0.01,1,,0.001,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
CE-VAE,200,0.0001,0.0001,0.0001,0.1,1,,0.0001,300,0.2,Adam,"[0.556, 0.0071]","[0.5484, 0.0067]","[0.5425, 0.0064]","[0.5668, 0.0081]","[0.3618, 0.0024]","[0.5394, 0.0065]","[0.5292, 0.0062]","[0.5216, 0.0061]","[0.5542, 0.0073]","[0.2837, 0.0019]","[0.1586, 0.0014]","[0.2321, 0.0017]","[0.3036, 0.0018]","[0.0822, 0.0011]"
