model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,600,0.4,Adam,"[0.8243, 0.005]","[0.8104, 0.0048]","[0.7968, 0.0047]","[0.841, 0.0057]","[0.5644, 0.0027]","[0.7969, 0.0049]","[0.7731, 0.0049]","[0.7424, 0.0051]","[0.8262, 0.0053]","[0.4505, 0.0031]","[0.2679, 0.0026]","[0.3844, 0.0033]","[0.4826, 0.0036]","[0.1416, 0.0017]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,600,0.4,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,600,0.4,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,600,0.4,Adam,"[0.7787, 0.0054]","[0.7671, 0.0051]","[0.755, 0.0049]","[0.7909, 0.0063]","[0.5339, 0.0026]","[0.7568, 0.0051]","[0.7346, 0.0049]","[0.7069, 0.0049]","[0.7806, 0.0057]","[0.4262, 0.003]","[0.2523, 0.0025]","[0.3635, 0.0031]","[0.4595, 0.0035]","[0.1317, 0.0016]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,600,0.4,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.001,600,0.4,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,600,0.4,Adam,"[0.6558, 0.0062]","[0.6428, 0.0058]","[0.6321, 0.0056]","[0.6735, 0.0073]","[0.4353, 0.0023]","[0.6279, 0.0058]","[0.6093, 0.0055]","[0.5946, 0.0054]","[0.6548, 0.0066]","[0.3416, 0.0022]","[0.1979, 0.0018]","[0.2854, 0.0022]","[0.3683, 0.0025]","[0.1048, 0.0013]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,600,0.4,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.001,600,0.4,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,600,0.4,Adam,"[0.4799, 0.0069]","[0.4814, 0.0065]","[0.4823, 0.0062]","[0.4763, 0.0081]","[0.3256, 0.0023]","[0.4843, 0.0063]","[0.4844, 0.0061]","[0.485, 0.0059]","[0.4809, 0.0072]","[0.2616, 0.0018]","[0.141, 0.0014]","[0.2104, 0.0016]","[0.2798, 0.0018]","[0.0707, 0.0011]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0005,600,0.4,Adam,"[0.5326, 0.0076]","[0.532, 0.0072]","[0.5311, 0.0069]","[0.5344, 0.0086]","[0.3541, 0.0025]","[0.5329, 0.0071]","[0.529, 0.0066]","[0.528, 0.0063]","[0.5282, 0.0078]","[0.2808, 0.002]","[0.1497, 0.0013]","[0.2251, 0.0015]","[0.3031, 0.0017]","[0.0736, 0.0009]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.001,600,0.4,Adam,"[0.5627, 0.0063]","[0.5546, 0.006]","[0.5426, 0.0058]","[0.5155, 0.0072]","[0.3455, 0.002]","[0.5662, 0.006]","[0.5206, 0.0057]","[0.4988, 0.0058]","[0.6507, 0.0063]","[0.2776, 0.0016]","[0.1718, 0.0014]","[0.2335, 0.0016]","[0.2916, 0.0017]","[0.1032, 0.0012]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,1.0,1.0,,0.0001,600,0.4,Adam,"[0.5268, 0.0071]","[0.5183, 0.0066]","[0.5112, 0.0063]","[0.5359, 0.0083]","[0.336, 0.0022]","[0.5106, 0.0063]","[0.4952, 0.0059]","[0.487, 0.0058]","[0.5271, 0.0074]","[0.2633, 0.0018]","[0.1486, 0.0013]","[0.2161, 0.0015]","[0.2824, 0.0017]","[0.0757, 0.001]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,1.0,1.0,,0.0005,600,0.4,Adam,"[0.5109, 0.0068]","[0.4983, 0.0064]","[0.4912, 0.0062]","[0.5502, 0.0078]","[0.3254, 0.0024]","[0.4746, 0.0062]","[0.4716, 0.0061]","[0.4695, 0.0061]","[0.465, 0.007]","[0.2498, 0.0017]","[0.1367, 0.0012]","[0.2015, 0.0015]","[0.2646, 0.0016]","[0.0655, 0.0009]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,1.0,1.0,,0.001,600,0.4,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.001,0.0001,1.0,,0.0001,600,0.4,Adam,"[0.8703, 0.0045]","[0.8508, 0.0045]","[0.8332, 0.0045]","[0.8941, 0.0048]","[0.587, 0.0026]","[0.8308, 0.0048]","[0.7983, 0.0051]","[0.7651, 0.0053]","[0.8738, 0.0048]","[0.4653, 0.003]","[0.2807, 0.0027]","[0.3956, 0.0033]","[0.4947, 0.0035]","[0.152, 0.0018]"
E-CDE-VAE,100,0.0001,0.0001,0.001,0.0001,1.0,,0.0005,600,0.4,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.001,0.0001,1.0,,0.001,600,0.4,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.001,0.001,1.0,,0.0001,600,0.4,Adam,"[0.8122, 0.0053]","[0.8018, 0.005]","[0.7903, 0.0049]","[0.8229, 0.006]","[0.56, 0.0026]","[0.7937, 0.005]","[0.7722, 0.0049]","[0.7424, 0.0051]","[0.8142, 0.0055]","[0.4492, 0.0031]","[0.2653, 0.0025]","[0.383, 0.0033]","[0.4825, 0.0036]","[0.1378, 0.0016]"
E-CDE-VAE,100,0.0001,0.0001,0.001,0.001,1.0,,0.0005,600,0.4,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.001,0.001,1.0,,0.001,600,0.4,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.001,0.01,1.0,,0.0001,600,0.4,Adam,"[0.7801, 0.0053]","[0.7662, 0.005]","[0.7526, 0.0049]","[0.7973, 0.0061]","[0.5314, 0.0026]","[0.7534, 0.0051]","[0.7289, 0.0049]","[0.7003, 0.0049]","[0.7798, 0.0057]","[0.4222, 0.0029]","[0.2517, 0.0025]","[0.3609, 0.0032]","[0.4549, 0.0035]","[0.1316, 0.0016]"
E-CDE-VAE,100,0.0001,0.0001,0.001,0.01,1.0,,0.0005,600,0.4,Adam,"[0.4073, 0.0066]","[0.428, 0.0061]","[0.4403, 0.0059]","[0.3714, 0.0076]","[0.3086, 0.0022]","[0.4586, 0.0059]","[0.4731, 0.0056]","[0.4794, 0.0054]","[0.4192, 0.0068]","[0.2621, 0.0019]","[0.1355, 0.0015]","[0.2112, 0.0018]","[0.2844, 0.002]","[0.0599, 0.001]"
E-CDE-VAE,100,0.0001,0.0001,0.001,0.01,1.0,,0.001,600,0.4,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.001,0.1,1.0,,0.0001,600,0.4,Adam,"[0.6795, 0.0059]","[0.6624, 0.0055]","[0.6483, 0.0053]","[0.7001, 0.0069]","[0.4472, 0.0024]","[0.6452, 0.0054]","[0.6179, 0.0052]","[0.5988, 0.0052]","[0.6828, 0.0062]","[0.35, 0.0023]","[0.2092, 0.0021]","[0.2952, 0.0025]","[0.376, 0.0027]","[0.1133, 0.0015]"
