model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,300,0.2,Adam,"[0.8313, 0.0049]","[0.8172, 0.0047]","[0.8033, 0.0047]","[0.8471, 0.0055]","[0.5701, 0.0028]","[0.8048, 0.0048]","[0.779, 0.0049]","[0.7473, 0.0051]","[0.835, 0.0051]","[0.4558, 0.0031]","[0.2722, 0.0027]","[0.3885, 0.0034]","[0.487, 0.0037]","[0.1444, 0.0017]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,300,0.2,Adam,"[0.7135, 0.006]","[0.7027, 0.0056]","[0.6926, 0.0054]","[0.726, 0.007]","[0.485, 0.0024]","[0.6924, 0.0055]","[0.6728, 0.0053]","[0.6552, 0.0052]","[0.7149, 0.0063]","[0.3853, 0.0026]","[0.2243, 0.0021]","[0.3236, 0.0026]","[0.4166, 0.003]","[0.1169, 0.0014]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.001,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,300,0.2,Adam,"[0.6074, 0.0065]","[0.5986, 0.006]","[0.5908, 0.0058]","[0.6196, 0.0076]","[0.4059, 0.0024]","[0.5884, 0.0059]","[0.5755, 0.0056]","[0.5626, 0.0055]","[0.6059, 0.0068]","[0.3207, 0.0022]","[0.1839, 0.0018]","[0.2671, 0.0022]","[0.3453, 0.0024]","[0.0954, 0.0013]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.001,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,300,0.2,Adam,"[0.556, 0.0071]","[0.5484, 0.0067]","[0.5425, 0.0064]","[0.5668, 0.0081]","[0.3618, 0.0024]","[0.5394, 0.0065]","[0.5292, 0.0062]","[0.5216, 0.0061]","[0.5542, 0.0073]","[0.2837, 0.0019]","[0.1586, 0.0014]","[0.2321, 0.0017]","[0.3036, 0.0018]","[0.0822, 0.0011]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.0005,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.001,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,1.0,1.0,,0.0001,300,0.2,Adam,"[0.4045, 0.007]","[0.4045, 0.0066]","[0.4057, 0.0064]","[0.4077, 0.0081]","[0.2664, 0.0025]","[0.4029, 0.0064]","[0.4067, 0.0062]","[0.4114, 0.006]","[0.4038, 0.0072]","[0.2114, 0.0018]","[0.1101, 0.0013]","[0.1668, 0.0015]","[0.2251, 0.0017]","[0.0552, 0.0009]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,1.0,1.0,,0.0005,300,0.2,Adam,"[0.4987, 0.0069]","[0.4892, 0.0066]","[0.4829, 0.0064]","[0.5135, 0.0079]","[0.3125, 0.0024]","[0.4764, 0.0065]","[0.467, 0.0063]","[0.463, 0.0061]","[0.5115, 0.0067]","[0.2447, 0.0018]","[0.1353, 0.0013]","[0.1972, 0.0015]","[0.2602, 0.0017]","[0.0761, 0.001]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,1.0,1.0,,0.001,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.001,0.0001,1.0,,0.0001,300,0.2,Adam,"[0.8703, 0.0044]","[0.8499, 0.0044]","[0.8322, 0.0045]","[0.8959, 0.0047]","[0.5876, 0.0027]","[0.8288, 0.0048]","[0.7963, 0.005]","[0.7636, 0.0053]","[0.8715, 0.0048]","[0.4644, 0.0031]","[0.2806, 0.0027]","[0.3949, 0.0033]","[0.4944, 0.0036]","[0.1517, 0.0018]"
E-CDE-VAE,200,0.0001,0.0001,0.001,0.0001,1.0,,0.0005,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.001,0.0001,1.0,,0.001,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.001,0.001,1.0,,0.0001,300,0.2,Adam,"[0.8298, 0.005]","[0.8163, 0.0048]","[0.803, 0.0047]","[0.8453, 0.0056]","[0.5695, 0.0027]","[0.8037, 0.0049]","[0.7795, 0.0049]","[0.7497, 0.0051]","[0.8318, 0.0052]","[0.4561, 0.0031]","[0.271, 0.0027]","[0.3876, 0.0033]","[0.4872, 0.0036]","[0.1431, 0.0017]"
E-CDE-VAE,200,0.0001,0.0001,0.001,0.001,1.0,,0.0005,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.001,0.001,1.0,,0.001,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.001,0.01,1.0,,0.0001,300,0.2,Adam,"[0.7465, 0.0057]","[0.7334, 0.0053]","[0.7206, 0.0051]","[0.7616, 0.0066]","[0.5057, 0.0025]","[0.721, 0.0053]","[0.6972, 0.0051]","[0.6721, 0.005]","[0.7476, 0.006]","[0.4012, 0.0027]","[0.2381, 0.0023]","[0.3415, 0.0029]","[0.4325, 0.0032]","[0.1244, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.001,0.01,1.0,,0.0005,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.001,0.01,1.0,,0.001,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.001,0.1,1.0,,0.0001,300,0.2,Adam,"[0.6394, 0.0064]","[0.6271, 0.006]","[0.6171, 0.0057]","[0.6564, 0.0075]","[0.4232, 0.0023]","[0.6145, 0.0059]","[0.5958, 0.0056]","[0.5811, 0.0055]","[0.6396, 0.0067]","[0.3326, 0.0021]","[0.1931, 0.0018]","[0.2776, 0.0022]","[0.3575, 0.0024]","[0.102, 0.0013]"
E-CDE-VAE,200,0.0001,0.0001,0.001,0.1,1.0,,0.0005,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.001,0.1,1.0,,0.001,300,0.2,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.001,1.0,1.0,,0.0001,300,0.2,Adam,"[0.5927, 0.0068]","[0.5839, 0.0064]","[0.576, 0.0062]","[0.6024, 0.0079]","[0.3873, 0.0022]","[0.5751, 0.0063]","[0.5608, 0.006]","[0.547, 0.0059]","[0.5944, 0.0071]","[0.3041, 0.0019]","[0.1738, 0.0016]","[0.2525, 0.0019]","[0.3258, 0.002]","[0.0911, 0.0012]"
