model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,600,0.3,Adam,"[0.8144, 0.0051]","[0.802, 0.0049]","[0.7893, 0.0048]","[0.8287, 0.0059]","[0.5594, 0.0027]","[0.7907, 0.0049]","[0.7682, 0.0049]","[0.7381, 0.005]","[0.8161, 0.0054]","[0.4484, 0.0031]","[0.2656, 0.0026]","[0.3818, 0.0033]","[0.4799, 0.0036]","[0.1392, 0.0017]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,600,0.3,Adam,"[0.5443, 0.0066]","[0.5394, 0.0061]","[0.5351, 0.0057]","[0.5472, 0.0079]","[0.3747, 0.0028]","[0.5364, 0.0058]","[0.5259, 0.0054]","[0.5203, 0.0052]","[0.5491, 0.0068]","[0.3012, 0.0025]","[0.1716, 0.002]","[0.2501, 0.0025]","[0.3263, 0.0029]","[0.0886, 0.0014]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,600,0.3,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,600,0.3,Adam,"[0.7726, 0.0055]","[0.7594, 0.0051]","[0.7469, 0.005]","[0.7886, 0.0063]","[0.5277, 0.0026]","[0.7461, 0.0051]","[0.7237, 0.005]","[0.6987, 0.005]","[0.7729, 0.0058]","[0.4208, 0.0029]","[0.2486, 0.0025]","[0.3568, 0.0031]","[0.4532, 0.0035]","[0.13, 0.0016]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,600,0.3,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.001,600,0.3,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,600,0.3,Adam,"[0.6345, 0.0065]","[0.6274, 0.006]","[0.6205, 0.0058]","[0.6421, 0.0075]","[0.4284, 0.0022]","[0.622, 0.0058]","[0.6078, 0.0056]","[0.5938, 0.0054]","[0.6351, 0.0068]","[0.3404, 0.0022]","[0.1949, 0.0018]","[0.2842, 0.0022]","[0.3683, 0.0026]","[0.0995, 0.0012]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,600,0.3,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.001,600,0.3,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,600,0.3,Adam,"[0.5375, 0.0068]","[0.5324, 0.0063]","[0.5287, 0.0061]","[0.5455, 0.0079]","[0.3582, 0.0023]","[0.5248, 0.0062]","[0.5202, 0.0059]","[0.5152, 0.0058]","[0.5373, 0.007]","[0.284, 0.002]","[0.1567, 0.0015]","[0.2315, 0.0018]","[0.304, 0.0019]","[0.0814, 0.0011]"
