model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,300,0.4,Adam,"[0.8394, 0.0048]","[0.8239, 0.0046]","[0.8095, 0.0046]","[0.858, 0.0054]","[0.5742, 0.0028]","[0.8089, 0.0048]","[0.783, 0.0049]","[0.7515, 0.0051]","[0.8414, 0.005]","[0.4577, 0.0031]","[0.2742, 0.0027]","[0.3905, 0.0034]","[0.4892, 0.0036]","[0.1461, 0.0018]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,300,0.4,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,300,0.4,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,300,0.4,Adam,"[0.7679, 0.0055]","[0.7543, 0.0051]","[0.7408, 0.005]","[0.7829, 0.0064]","[0.5213, 0.0026]","[0.7427, 0.0051]","[0.7163, 0.0049]","[0.6887, 0.005]","[0.7691, 0.0058]","[0.4151, 0.0029]","[0.2481, 0.0025]","[0.3536, 0.0031]","[0.4464, 0.0034]","[0.1298, 0.0016]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,300,0.4,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.001,300,0.4,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,300,0.4,Adam,"[0.6114, 0.0066]","[0.602, 0.0062]","[0.5945, 0.0059]","[0.6245, 0.0076]","[0.4063, 0.0023]","[0.5917, 0.0061]","[0.5775, 0.0058]","[0.5681, 0.0057]","[0.6083, 0.0069]","[0.3202, 0.0021]","[0.1811, 0.0017]","[0.2633, 0.0019]","[0.3437, 0.0022]","[0.0941, 0.0012]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,300,0.4,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.001,300,0.4,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,300,0.4,Adam,"[0.5386, 0.0072]","[0.5325, 0.0068]","[0.5278, 0.0065]","[0.5468, 0.0083]","[0.3507, 0.0024]","[0.5259, 0.0066]","[0.5175, 0.0063]","[0.5114, 0.0061]","[0.539, 0.0075]","[0.2762, 0.0018]","[0.1529, 0.0014]","[0.2246, 0.0016]","[0.295, 0.0018]","[0.0786, 0.001]"
