User,Time,Energy
2732,1,42.34320257604122
2732,2,41.86134534329176
2732,3,39.31389431655407
2732,4,40.15838051587343
2732,5,40.82321497797966
2607,1,61.11885154247284
2607,2,60.065795719623566
2607,3,59.11247670650482
2607,4,58.181926384568214
2607,5,57.04097765684128
1653,1,54.89615999162197
1653,2,55.14771310985088
1653,3,53.41430704295635
1653,4,54.28464263677597
1653,5,54.83769200742245
3264,1,63.27393960952759
3264,2,62.98655045032501
3264,3,63.14864985644817
3264,4,62.423554211854935
3264,5,61.39466850459576
4931,1,45.21529848873615
4931,2,43.72564351558685
4931,3,41.55040693283081
4931,4,42.62594331800938
4931,5,45.211400747299194
4859,1,67.22768352925777
4859,2,67.84053084254265
4859,3,69.15700221061707
4859,4,69.77669487893581
4859,5,67.61955864727497
5827,1,63.25026684999466
5827,2,63.169835820794106
5827,3,64.9962669312954
5827,4,65.93517962098122
5827,5,63.391490906476974
1033,1,41.74791094660759
1033,2,40.023545287549496
1033,3,41.79221794754267
1033,4,45.81180211901665
1033,5,49.11470042169094
4373,1,41.736805990338326
4373,2,39.09668479859829
4373,3,39.62001436948776
4373,4,38.75626377016306
4373,5,36.99697782099247
5874,1,65.59765927493572
5874,2,64.6915440261364
5874,3,64.51574391126633
5874,4,64.86868667602539
5874,5,63.14340728521347
5924,1,40.97068592905998
5924,2,40.14841020107269
5924,3,40.41016864776611
5924,4,39.57837464660406
5924,5,40.358619183301926
3468,1,50.98900531977415
3468,2,47.8946947902441
3468,3,42.10694596171379
3468,4,44.63851319998503
3468,5,44.29667156934738
705,1,61.98298843204975
705,2,60.628197222948074
705,3,56.75915163755417
705,4,56.535047337412834
705,5,61.59878706932068
2599,1,30.520342953503132
2599,2,32.21669398248196
2599,3,32.815302670001984
2599,4,34.37337772548199
2599,5,29.718606010079384
2135,1,64.02310082316399
2135,2,63.915776044130325
2135,3,63.399100974202156
2135,4,60.93815989792347
2135,5,59.734143905341625
2222,1,62.44585910439491
2222,2,60.74200281500816
2222,3,62.01899462938309
2222,4,63.26675866544247
2222,5,60.63596825301647
2897,1,47.296064369380474
2897,2,45.62877390533686
2897,3,42.98626068234444
2897,4,46.7155275195837
2897,5,46.93156911432743
1701,1,34.300360552966595
1701,2,32.405315175652504
1701,3,33.66411742568016
1701,4,37.68183068186045
1701,5,37.9568834528327
537,1,55.084223330020905
537,2,52.033211305737495
537,3,51.53585833311081
537,4,52.08295226097107
537,5,47.45479345321655
2893,1,40.37798176705837
2893,2,45.17346368730068
2893,3,44.52436851710081
2893,4,44.223819985985756
2893,5,42.88340713083744
6216,1,39.51140147447586
6216,2,36.440145045518875
6216,3,37.30773840844631
6216,4,39.08692425489426
6216,5,38.60842999815941
6036,1,37.61217238008976
6036,2,37.37073069065809
6036,3,36.464454375207424
6036,4,34.84060201048851
6036,5,34.42423330247402
2163,1,49.317677833139896
2163,2,48.48444922268391
2163,3,47.81605638563633
2163,4,45.706207156181335
2163,5,41.809211537241936
5072,1,66.09752456843853
5072,2,67.75907695293427
5072,3,67.83400513231754
5072,4,67.28054162859917
5072,5,66.96590539813042
4851,1,37.74516707658768
4851,2,37.20145192742348
4851,3,34.43258111178875
4851,4,35.985689893364906
4851,5,38.54468251764774
2046,1,55.38144374638796
2046,2,54.98981253802776
2046,3,50.290968619287014
2046,4,52.106316059827805
2046,5,50.68763092160225
1871,1,50.13096793740988
1871,2,43.24798423051834
1871,3,45.26775923371315
1871,4,46.63987608253956
1871,5,47.91745938360691
2496,1,70.18828052282333
2496,2,71.77400231361389
2496,3,72.03386369347572
2496,4,71.94956442713737
2496,5,73.7064163684845
99,1,43.77459815144539
99,2,38.672647431492805
99,3,40.490783646702766
99,4,42.2048345208168
99,5,46.95175288617611
2008,1,43.10880671441555
2008,2,42.19934129714966
2008,3,37.994385696947575
2008,4,39.73837897926569
2008,5,40.25754128396511
755,1,65.53394183516502
755,2,67.22116716206074
755,3,68.51140914857388
755,4,67.35652182996273
755,5,66.4143355935812
797,1,45.89370211958885
797,2,47.52232040464878
797,3,44.59590223431587
797,4,37.62395566701889
797,5,37.79115445911884
659,1,65.14739592373371
659,2,63.65835501253605
659,3,62.753094270825386
659,4,58.952754855155945
659,5,58.29036918282509
3219,1,41.12450401484966
3219,2,39.45049937069416
3219,3,39.67872802913189
3219,4,40.37842321395874
