model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,200,1e-05,,0.0001,600,0.4,Adam,"[0.0374, 0.0022]","[0.0346, 0.0018]","[0.0325, 0.0016]","[0.0418, 0.0029]","[0.0262, 0.001]","[0.0864, 0.0031]","[0.0311, 0.0015]","[0.0276, 0.0012]","[0.0256, 0.001]","[0.0365, 0.0022]","[0.0196, 0.0006]","[0.0348, 0.0023]","[0.0589, 0.0038]","[0.0778, 0.0044]","[0.0937, 0.0047]","[0.0355, 0.003]","[0.1732, 0.0061]"
CDE-VAE,200,1e-05,,0.0005,600,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,1e-05,,0.001,600,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.0001,,0.0001,600,0.4,Adam,"[0.0383, 0.0022]","[0.0354, 0.0018]","[0.0333, 0.0016]","[0.0424, 0.0029]","[0.0267, 0.001]","[0.0865, 0.0031]","[0.0319, 0.0015]","[0.0285, 0.0012]","[0.0262, 0.001]","[0.0372, 0.0022]","[0.0195, 0.0006]","[0.0348, 0.0023]","[0.0578, 0.0037]","[0.0771, 0.0043]","[0.0942, 0.0047]","[0.0349, 0.0029]","[0.173, 0.0061]"
CDE-VAE,200,0.0001,,0.0005,600,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.0001,,0.001,600,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.001,,0.0001,600,0.4,Adam,"[0.035, 0.0021]","[0.0329, 0.0017]","[0.0313, 0.0015]","[0.0382, 0.0028]","[0.0257, 0.001]","[0.0809, 0.0028]","[0.0304, 0.0015]","[0.0277, 0.0012]","[0.0259, 0.001]","[0.0345, 0.0021]","[0.0194, 0.0006]","[0.0306, 0.0019]","[0.0519, 0.0034]","[0.0727, 0.0041]","[0.0905, 0.0046]","[0.03, 0.0026]","[0.1649, 0.0059]"
CDE-VAE,200,0.001,,0.0005,600,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.001,,0.001,600,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.01,,0.0001,600,0.4,Adam,"[0.0424, 0.0023]","[0.0394, 0.0019]","[0.0372, 0.0017]","[0.0471, 0.0031]","[0.03, 0.0011]","[0.0937, 0.0032]","[0.0358, 0.0016]","[0.0321, 0.0013]","[0.0296, 0.0011]","[0.0422, 0.0024]","[0.0225, 0.0008]","[0.0395, 0.0024]","[0.0644, 0.004]","[0.0842, 0.0045]","[0.1023, 0.0048]","[0.0386, 0.0031]","[0.18, 0.006]"
CDE-VAE,200,0.01,,0.0005,600,0.4,Adam,"[0.0373, 0.0022]","[0.035, 0.0018]","[0.0333, 0.0016]","[0.0411, 0.0029]","[0.0274, 0.001]","[0.0851, 0.003]","[0.032, 0.0015]","[0.0292, 0.0012]","[0.0276, 0.0011]","[0.0361, 0.0022]","[0.0209, 0.0007]","[0.0332, 0.0022]","[0.0555, 0.0036]","[0.0752, 0.0041]","[0.0923, 0.0045]","[0.0298, 0.0026]","[0.1709, 0.006]"
CDE-VAE,200,0.01,,0.001,600,0.4,Adam,"[0.0421, 0.0023]","[0.0392, 0.0019]","[0.037, 0.0017]","[0.0469, 0.0031]","[0.0297, 0.0011]","[0.0922, 0.0032]","[0.0356, 0.0016]","[0.0322, 0.0013]","[0.0296, 0.0011]","[0.0412, 0.0023]","[0.0218, 0.0007]","[0.0383, 0.0025]","[0.0635, 0.0039]","[0.0826, 0.0044]","[0.1002, 0.0047]","[0.0386, 0.0032]","[0.1772, 0.006]"
