model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,100,1e-05,,0.0001,300,0.4,Adam,"[0.0431, 0.0023]","[0.0402, 0.002]","[0.038, 0.0017]","[0.0475, 0.0031]","[0.0309, 0.0011]","[0.0983, 0.0032]","[0.0367, 0.0017]","[0.0331, 0.0013]","[0.0307, 0.0012]","[0.0429, 0.0024]","[0.0231, 0.0007]","[0.0399, 0.0024]","[0.0671, 0.0041]","[0.0886, 0.0046]","[0.1079, 0.005]","[0.0403, 0.0032]","[0.1946, 0.0063]"
CDE-VAE,100,1e-05,,0.0005,300,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,100,1e-05,,0.001,300,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,100,0.0001,,0.0001,300,0.4,Adam,"[0.0433, 0.0024]","[0.0403, 0.002]","[0.0381, 0.0017]","[0.0484, 0.0032]","[0.0309, 0.0011]","[0.0979, 0.0032]","[0.0363, 0.0016]","[0.0331, 0.0014]","[0.0306, 0.0012]","[0.0423, 0.0024]","[0.0232, 0.0007]","[0.0389, 0.0024]","[0.0668, 0.0041]","[0.0876, 0.0046]","[0.106, 0.005]","[0.0402, 0.0032]","[0.1944, 0.0064]"
CDE-VAE,100,0.0001,,0.0005,300,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,100,0.0001,,0.001,300,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,100,0.001,,0.0001,300,0.4,Adam,"[0.0428, 0.0023]","[0.0397, 0.0019]","[0.0375, 0.0017]","[0.0471, 0.0031]","[0.0305, 0.0011]","[0.0967, 0.0033]","[0.0362, 0.0016]","[0.0322, 0.0013]","[0.03, 0.0011]","[0.0414, 0.0023]","[0.023, 0.0008]","[0.0388, 0.0025]","[0.0653, 0.004]","[0.0844, 0.0044]","[0.1025, 0.0048]","[0.0399, 0.0033]","[0.1887, 0.0062]"
CDE-VAE,100,0.001,,0.0005,300,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,100,0.001,,0.001,300,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,100,0.01,,0.0001,300,0.4,Adam,"[0.0476, 0.0025]","[0.0444, 0.0021]","[0.0421, 0.0018]","[0.0528, 0.0033]","[0.0343, 0.0013]","[0.105, 0.0033]","[0.0402, 0.0018]","[0.037, 0.0015]","[0.034, 0.0013]","[0.0457, 0.0025]","[0.0257, 0.0009]","[0.0431, 0.0025]","[0.0709, 0.0042]","[0.0953, 0.0047]","[0.113, 0.005]","[0.0417, 0.0033]","[0.2037, 0.0063]"
CDE-VAE,100,0.01,,0.0005,300,0.4,Adam,"[0.042, 0.0023]","[0.0392, 0.002]","[0.0373, 0.0017]","[0.0466, 0.0031]","[0.0307, 0.0012]","[0.0934, 0.0031]","[0.0353, 0.0017]","[0.0325, 0.0014]","[0.0304, 0.0012]","[0.0409, 0.0024]","[0.0235, 0.0008]","[0.0368, 0.0022]","[0.0596, 0.0038]","[0.0808, 0.0043]","[0.0992, 0.0047]","[0.0347, 0.0029]","[0.1853, 0.0061]"
CDE-VAE,100,0.01,,0.001,300,0.4,Adam,"[0.0444, 0.0024]","[0.0416, 0.002]","[0.0395, 0.0018]","[0.0489, 0.0032]","[0.0324, 0.0012]","[0.0984, 0.0032]","[0.038, 0.0017]","[0.0345, 0.0014]","[0.0323, 0.0013]","[0.0439, 0.0025]","[0.0243, 0.0008]","[0.0406, 0.0024]","[0.0659, 0.004]","[0.0886, 0.0046]","[0.1084, 0.005]","[0.0395, 0.0032]","[0.1916, 0.0062]"
CDE-VAE,100,0.1,,0.0001,300,0.4,Adam,"[0.0367, 0.0021]","[0.0351, 0.0018]","[0.0339, 0.0016]","[0.0389, 0.0028]","[0.0294, 0.0011]","[0.0912, 0.003]","[0.0331, 0.0016]","[0.0314, 0.0014]","[0.03, 0.0012]","[0.037, 0.0023]","[0.0235, 0.0008]","[0.0341, 0.0022]","[0.0592, 0.0039]","[0.0817, 0.0045]","[0.1006, 0.0048]","[0.0349, 0.0031]","[0.1879, 0.0062]"
CDE-VAE,100,0.1,,0.0005,300,0.4,Adam,"[0.0375, 0.0022]","[0.0358, 0.0018]","[0.0345, 0.0016]","[0.0397, 0.0029]","[0.0298, 0.0012]","[0.0927, 0.003]","[0.0336, 0.0016]","[0.0314, 0.0014]","[0.0301, 0.0012]","[0.0375, 0.0023]","[0.0238, 0.0008]","[0.0342, 0.0022]","[0.0599, 0.0038]","[0.0812, 0.0044]","[0.1021, 0.0049]","[0.0357, 0.0031]","[0.191, 0.0063]"
CDE-VAE,100,0.1,,0.001,300,0.4,Adam,"[0.039, 0.0022]","[0.0373, 0.0019]","[0.036, 0.0017]","[0.0411, 0.0029]","[0.0307, 0.0012]","[0.094, 0.0031]","[0.0354, 0.0016]","[0.0332, 0.0014]","[0.0312, 0.0012]","[0.0391, 0.0023]","[0.0241, 0.0009]","[0.0348, 0.0022]","[0.0618, 0.0039]","[0.0858, 0.0045]","[0.1053, 0.0049]","[0.0364, 0.0031]","[0.1916, 0.0063]"
CDE-VAE,100,1.0,,0.0001,300,0.4,Adam,"[0.0278, 0.0019]","[0.0265, 0.0016]","[0.0255, 0.0014]","[0.03, 0.0025]","[0.0223, 0.001]","[0.0721, 0.0027]","[0.0248, 0.0014]","[0.023, 0.0011]","[0.0219, 0.001]","[0.027, 0.0019]","[0.0188, 0.0007]","[0.0255, 0.0019]","[0.0473, 0.0036]","[0.0625, 0.004]","[0.0763, 0.0044]","[0.0258, 0.0027]","[0.1523, 0.0057]"
CDE-VAE,100,1.0,,0.0005,300,0.4,Adam,"[0.028, 0.0019]","[0.0266, 0.0016]","[0.0256, 0.0014]","[0.0303, 0.0025]","[0.0224, 0.001]","[0.0723, 0.0027]","[0.0249, 0.0014]","[0.0232, 0.0011]","[0.0221, 0.001]","[0.027, 0.0019]","[0.0188, 0.0007]","[0.0255, 0.0019]","[0.0469, 0.0036]","[0.0634, 0.0041]","[0.0772, 0.0044]","[0.0257, 0.0027]","[0.1532, 0.0058]"
CDE-VAE,100,1.0,,0.001,300,0.4,Adam,"[0.0278, 0.0019]","[0.0264, 0.0016]","[0.0255, 0.0014]","[0.0304, 0.0025]","[0.0223, 0.001]","[0.0717, 0.0027]","[0.0246, 0.0014]","[0.0232, 0.0011]","[0.0223, 0.001]","[0.0272, 0.0019]","[0.0188, 0.0007]","[0.0252, 0.0019]","[0.0449, 0.0035]","[0.0634, 0.0041]","[0.0779, 0.0044]","[0.0261, 0.0027]","[0.1514, 0.0057]"
