model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,200,1e-05,,0.0001,300,0.3,Adam,"[0.0408, 0.0022]","[0.0377, 0.0018]","[0.0354, 0.0016]","[0.0457, 0.003]","[0.0284, 0.001]","[0.0928, 0.0032]","[0.0338, 0.0015]","[0.0301, 0.0012]","[0.0278, 0.0011]","[0.0404, 0.0023]","[0.0207, 0.0007]","[0.0363, 0.0024]","[0.065, 0.0041]","[0.0857, 0.0046]","[0.1024, 0.0049]","[0.0405, 0.0033]","[0.1822, 0.0062]"
CDE-VAE,200,1e-05,,0.0005,300,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,1e-05,,0.001,300,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.0001,,0.0001,300,0.3,Adam,"[0.0391, 0.0022]","[0.0361, 0.0018]","[0.034, 0.0016]","[0.0437, 0.003]","[0.0275, 0.001]","[0.0898, 0.0032]","[0.0325, 0.0015]","[0.0291, 0.0012]","[0.027, 0.001]","[0.0392, 0.0022]","[0.0203, 0.0006]","[0.0366, 0.0024]","[0.0637, 0.0041]","[0.0824, 0.0045]","[0.0994, 0.0048]","[0.0408, 0.0033]","[0.1742, 0.006]"
CDE-VAE,200,0.0001,,0.0005,300,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.0001,,0.001,300,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.001,,0.0001,300,0.3,Adam,"[0.0388, 0.0022]","[0.0359, 0.0018]","[0.0338, 0.0016]","[0.0433, 0.003]","[0.0272, 0.001]","[0.088, 0.0031]","[0.0322, 0.0015]","[0.0292, 0.0012]","[0.0266, 0.001]","[0.0375, 0.0022]","[0.02, 0.0007]","[0.0361, 0.0023]","[0.0609, 0.0039]","[0.0808, 0.0044]","[0.0964, 0.0048]","[0.037, 0.0031]","[0.1711, 0.006]"
CDE-VAE,200,0.001,,0.0005,300,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.001,,0.001,300,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CDE-VAE,200,0.01,,0.0001,300,0.3,Adam,"[0.0458, 0.0024]","[0.0424, 0.002]","[0.0401, 0.0018]","[0.051, 0.0032]","[0.0326, 0.0012]","[0.1017, 0.0033]","[0.0381, 0.0017]","[0.0342, 0.0014]","[0.0322, 0.0012]","[0.0452, 0.0025]","[0.0245, 0.0008]","[0.0414, 0.0025]","[0.0679, 0.0041]","[0.0898, 0.0046]","[0.1108, 0.005]","[0.0435, 0.0034]","[0.1976, 0.0063]"
