model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG@10,NDCG@15,NDCG@20,NDCG@5,NDCG@50,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CE-VAE,100,1,0.001,1,1,1,,0.0005,600,0.4,Adam,"[0.9048, 0.0039]","[0.8867, 0.004]","[0.8708, 0.0041]","[0.928, 0.004]","[0.8176, 0.0045]","[0.407, 0.0023]","[0.5064, 0.0024]","[0.5853, 0.0025]","[0.2766, 0.0019]","[0.739, 0.002]","[0.868, 0.0043]","[0.8392, 0.0046]","[0.8072, 0.0049]","[0.9079, 0.0042]","[0.7002, 0.0056]","[0.2686, 0.0025]","[0.3821, 0.0031]","[0.4812, 0.0034]","[0.1438, 0.0016]","[0.6929, 0.0029]"
