model,NDCG@5,NDCG@10,NDCG@20,MAP@5,MAP@10,MAP@20,Precision@5,Precision@10,Precision@20,Recall@5,Recall@10,Recall@20
CE-VAE,0.27656,0.40704,0.58544,0.92764,0.90508,0.87102,0.908,0.86812,0.80744,0.1438,0.26858,0.4813
