model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG@10,NDCG@15,NDCG@20,NDCG@5,NDCG@50,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CE-VAE,100,1,0.001,1,1,1,,0.0005,600,0.4,Adam,"[0.9053, 0.0038]","[0.8871, 0.0039]","[0.8711, 0.0041]","[0.9279, 0.004]","[0.8178, 0.0045]","[0.4071, 0.0023]","[0.5065, 0.0024]","[0.5854, 0.0025]","[0.2766, 0.0019]","[0.7392, 0.002]","[0.868, 0.0043]","[0.8393, 0.0047]","[0.8072, 0.0049]","[0.908, 0.0042]","[0.7003, 0.0056]","[0.2686, 0.0025]","[0.3822, 0.0031]","[0.4812, 0.0034]","[0.1438, 0.0016]","[0.693, 0.0029]"
