model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,200,0.01,,0.0005,600,0.4,Adam,"[0.0505, 0.0026]","[0.046, 0.0022]","[0.0427, 0.0019]","[0.0571, 0.0035]","[0.0317, 0.0012]","[0.1302, 0.0043]","[0.0407, 0.0018]","[0.0352, 0.0015]","[0.0311, 0.0012]","[0.0504, 0.0027]","[0.0203, 0.0007]","[0.0512, 0.0033]","[0.1132, 0.0055]","[0.1442, 0.0061]","[0.1672, 0.0065]","[0.0715, 0.0044]","[0.2613, 0.0077]"
CDE-VAE,200,0.01,,0.001,600,0.4,Adam,"[0.0519, 0.0027]","[0.047, 0.0022]","[0.0434, 0.002]","[0.0594, 0.0036]","[0.0319, 0.0012]","[0.1324, 0.0044]","[0.0409, 0.0018]","[0.0352, 0.0015]","[0.0311, 0.0012]","[0.0511, 0.0027]","[0.0202, 0.0007]","[0.0522, 0.0033]","[0.1133, 0.0055]","[0.1445, 0.0061]","[0.17, 0.0066]","[0.0722, 0.0044]","[0.2641, 0.0078]"
CDE-VAE,200,0.1,,0.0001,600,0.4,Adam,"[0.0096, 0.0011]","[0.0096, 0.0009]","[0.0093, 0.0008]","[0.0095, 0.0014]","[0.0082, 0.0006]","[0.0339, 0.0019]","[0.0096, 0.0009]","[0.0091, 0.0007]","[0.0083, 0.0006]","[0.0101, 0.0012]","[0.0067, 0.0004]","[0.0085, 0.0011]","[0.0239, 0.0025]","[0.0348, 0.003]","[0.0417, 0.0033]","[0.0126, 0.0018]","[0.0832, 0.0046]"
CDE-VAE,200,0.1,,0.0005,600,0.4,Adam,"[0.0163, 0.0015]","[0.015, 0.0013]","[0.014, 0.0011]","[0.0182, 0.002]","[0.0114, 0.0007]","[0.0471, 0.0025]","[0.0134, 0.0011]","[0.0117, 0.0008]","[0.0109, 0.0007]","[0.0168, 0.0016]","[0.0088, 0.0005]","[0.0158, 0.0017]","[0.0338, 0.003]","[0.0434, 0.0034]","[0.0537, 0.0038]","[0.0217, 0.0024]","[0.1057, 0.0052]"
CDE-VAE,200,0.1,,0.001,600,0.4,Adam,"[0.0173, 0.0015]","[0.0159, 0.0013]","[0.015, 0.0011]","[0.019, 0.002]","[0.0122, 0.0008]","[0.0496, 0.0025]","[0.0143, 0.0011]","[0.0126, 0.0009]","[0.0119, 0.0008]","[0.0184, 0.0016]","[0.0093, 0.0005]","[0.0169, 0.0017]","[0.0343, 0.003]","[0.0452, 0.0034]","[0.0575, 0.0039]","[0.0234, 0.0025]","[0.112, 0.0053]"
CDE-VAE,200,1.0,,0.0001,600,0.4,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.007, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0055, 0.0003]","[0.0065, 0.0009]","[0.0187, 0.0022]","[0.0262, 0.0027]","[0.033, 0.003]","[0.0081, 0.0014]","[0.0681, 0.0042]"
CDE-VAE,200,1.0,,0.0005,600,0.4,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0073, 0.0012]","[0.0064, 0.0005]","[0.0269, 0.0017]","[0.0075, 0.0007]","[0.0073, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.007, 0.001]","[0.0181, 0.0022]","[0.0276, 0.0027]","[0.0331, 0.003]","[0.0082, 0.0014]","[0.0677, 0.0042]"
CDE-VAE,200,1.0,,0.001,600,0.4,Adam,"[0.0073, 0.0009]","[0.0073, 0.0008]","[0.0072, 0.0007]","[0.0071, 0.0012]","[0.0064, 0.0005]","[0.0268, 0.0017]","[0.0074, 0.0007]","[0.0072, 0.0006]","[0.0068, 0.0005]","[0.0081, 0.001]","[0.0053, 0.0003]","[0.0067, 0.001]","[0.0178, 0.0021]","[0.0276, 0.0027]","[0.0346, 0.003]","[0.0094, 0.0015]","[0.0672, 0.0042]"
CDE-VAE,200,10.0,,0.0001,600,0.4,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.007, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0262, 0.0027]","[0.033, 0.003]","[0.0081, 0.0014]","[0.0678, 0.0042]"
CDE-VAE,200,10.0,,0.0005,600,0.4,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0011]","[0.0064, 0.0005]","[0.0266, 0.0016]","[0.0075, 0.0007]","[0.0073, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0063, 0.0009]","[0.018, 0.0022]","[0.0278, 0.0027]","[0.0331, 0.003]","[0.0082, 0.0014]","[0.0674, 0.0042]"
CDE-VAE,200,10.0,,0.001,600,0.4,Adam,"[0.0073, 0.0009]","[0.0073, 0.0008]","[0.0072, 0.0007]","[0.0071, 0.0012]","[0.0064, 0.0005]","[0.0268, 0.0017]","[0.0074, 0.0007]","[0.0072, 0.0006]","[0.0067, 0.0005]","[0.0081, 0.001]","[0.0053, 0.0003]","[0.0066, 0.001]","[0.0178, 0.0021]","[0.0276, 0.0027]","[0.0342, 0.003]","[0.0094, 0.0015]","[0.0671, 0.0042]"
CDE-VAE,200,100.0,,0.0001,600,0.4,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.0072, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0272, 0.0027]","[0.033, 0.003]","[0.0081, 0.0014]","[0.0679, 0.0042]"
CDE-VAE,200,100.0,,0.0005,600,0.4,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0072, 0.0012]","[0.0064, 0.0005]","[0.0269, 0.0017]","[0.0075, 0.0007]","[0.0074, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0069, 0.001]","[0.018, 0.0022]","[0.0282, 0.0028]","[0.0333, 0.003]","[0.0082, 0.0014]","[0.0673, 0.0042]"
CDE-VAE,200,100.0,,0.001,600,0.4,Adam,"[0.0073, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0071, 0.0012]","[0.0064, 0.0005]","[0.0268, 0.0017]","[0.0075, 0.0007]","[0.0072, 0.0006]","[0.0065, 0.0005]","[0.0081, 0.001]","[0.0053, 0.0003]","[0.0067, 0.001]","[0.0178, 0.0021]","[0.0276, 0.0027]","[0.0331, 0.003]","[0.0094, 0.0015]","[0.0672, 0.0042]"
CDE-VAE,200,1000.0,,0.0001,600,0.4,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.0072, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0272, 0.0027]","[0.033, 0.003]","[0.0081, 0.0014]","[0.0679, 0.0042]"
CDE-VAE,200,1000.0,,0.0005,600,0.4,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0073, 0.0012]","[0.0064, 0.0005]","[0.0272, 0.0017]","[0.0075, 0.0007]","[0.0072, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0055, 0.0003]","[0.007, 0.001]","[0.018, 0.0022]","[0.0272, 0.0027]","[0.0333, 0.003]","[0.0081, 0.0014]","[0.0685, 0.0042]"
CDE-VAE,200,1000.0,,0.001,600,0.4,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0072, 0.0012]","[0.0064, 0.0005]","[0.0268, 0.0017]","[0.0074, 0.0007]","[0.0072, 0.0006]","[0.0068, 0.0005]","[0.0074, 0.001]","[0.0053, 0.0003]","[0.0068, 0.001]","[0.0178, 0.0021]","[0.0276, 0.0027]","[0.0347, 0.003]","[0.0081, 0.0014]","[0.0672, 0.0042]"
CDE-VAE,200,10000.0,,0.0001,600,0.4,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.0072, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0272, 0.0027]","[0.033, 0.003]","[0.0081, 0.0014]","[0.0679, 0.0042]"
CDE-VAE,200,10000.0,,0.0005,600,0.4,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0073, 0.0012]","[0.0064, 0.0005]","[0.0271, 0.0017]","[0.0075, 0.0007]","[0.0072, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0055, 0.0003]","[0.007, 0.001]","[0.018, 0.0022]","[0.0272, 0.0027]","[0.0332, 0.003]","[0.0081, 0.0014]","[0.0684, 0.0042]"
CDE-VAE,200,10000.0,,0.001,600,0.4,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0072, 0.0012]","[0.0064, 0.0005]","[0.0268, 0.0017]","[0.0075, 0.0007]","[0.0074, 0.0006]","[0.0066, 0.0005]","[0.0074, 0.001]","[0.0053, 0.0003]","[0.0068, 0.001]","[0.0178, 0.0021]","[0.0282, 0.0028]","[0.0333, 0.003]","[0.0081, 0.0014]","[0.0671, 0.0042]"
