model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,200,0.01,,0.001,600,0.5,Adam,"[0.0525, 0.0027]","[0.0474, 0.0023]","[0.0437, 0.002]","[0.06, 0.0036]","[0.0321, 0.0013]","[0.1332, 0.0044]","[0.0411, 0.0018]","[0.035, 0.0015]","[0.0309, 0.0012]","[0.052, 0.0028]","[0.0204, 0.0007]","[0.0531, 0.0033]","[0.1135, 0.0055]","[0.142, 0.006]","[0.1654, 0.0064]","[0.0734, 0.0044]","[0.266, 0.0078]"
CDE-VAE,200,0.1,,0.0001,600,0.5,Adam,"[0.0095, 0.0011]","[0.0095, 0.0009]","[0.0093, 0.0008]","[0.0094, 0.0014]","[0.0081, 0.0006]","[0.0337, 0.0019]","[0.0096, 0.0009]","[0.0091, 0.0007]","[0.0083, 0.0006]","[0.0101, 0.0012]","[0.0067, 0.0004]","[0.0082, 0.0011]","[0.0243, 0.0025]","[0.0348, 0.003]","[0.0415, 0.0033]","[0.0126, 0.0018]","[0.0826, 0.0046]"
CDE-VAE,200,0.1,,0.0005,600,0.5,Adam,"[0.0161, 0.0015]","[0.0148, 0.0012]","[0.0139, 0.0011]","[0.0176, 0.0019]","[0.0113, 0.0007]","[0.0468, 0.0024]","[0.0135, 0.0011]","[0.0118, 0.0009]","[0.0109, 0.0007]","[0.0168, 0.0016]","[0.0088, 0.0005]","[0.0154, 0.0017]","[0.034, 0.003]","[0.0433, 0.0034]","[0.0542, 0.0038]","[0.0218, 0.0024]","[0.1059, 0.0052]"
CDE-VAE,200,0.1,,0.001,600,0.5,Adam,"[0.0159, 0.0014]","[0.0146, 0.0012]","[0.0137, 0.0011]","[0.0174, 0.0019]","[0.0113, 0.0007]","[0.0463, 0.0024]","[0.0131, 0.001]","[0.0116, 0.0008]","[0.0109, 0.0007]","[0.0171, 0.0016]","[0.0088, 0.0005]","[0.0151, 0.0016]","[0.0324, 0.0029]","[0.0421, 0.0033]","[0.0528, 0.0037]","[0.0219, 0.0024]","[0.1059, 0.0052]"
CDE-VAE,200,1.0,,0.0001,600,0.5,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0265, 0.0016]","[0.0077, 0.0008]","[0.0072, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0272, 0.0027]","[0.0327, 0.003]","[0.0081, 0.0014]","[0.0671, 0.0042]"
CDE-VAE,200,1.0,,0.0005,600,0.5,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0072, 0.0012]","[0.0064, 0.0005]","[0.0271, 0.0017]","[0.0075, 0.0007]","[0.0074, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0055, 0.0003]","[0.0069, 0.001]","[0.0181, 0.0022]","[0.0282, 0.0028]","[0.0331, 0.003]","[0.0082, 0.0014]","[0.0683, 0.0042]"
CDE-VAE,200,1.0,,0.001,600,0.5,Adam,"[0.0073, 0.0009]","[0.0073, 0.0008]","[0.0072, 0.0007]","[0.0071, 0.0012]","[0.0064, 0.0005]","[0.0268, 0.0017]","[0.0074, 0.0007]","[0.0072, 0.0006]","[0.0067, 0.0005]","[0.0081, 0.001]","[0.0053, 0.0003]","[0.0066, 0.001]","[0.0178, 0.0021]","[0.0276, 0.0027]","[0.0341, 0.003]","[0.0094, 0.0015]","[0.0671, 0.0042]"
CDE-VAE,200,10.0,,0.0001,600,0.5,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.0072, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0272, 0.0027]","[0.0327, 0.003]","[0.0081, 0.0014]","[0.0681, 0.0042]"
CDE-VAE,200,10.0,,0.0005,600,0.5,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0072, 0.0012]","[0.0064, 0.0005]","[0.027, 0.0017]","[0.0075, 0.0007]","[0.0074, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0055, 0.0003]","[0.0068, 0.001]","[0.018, 0.0022]","[0.0282, 0.0028]","[0.0331, 0.003]","[0.0082, 0.0014]","[0.0678, 0.0042]"
CDE-VAE,200,10.0,,0.001,600,0.5,Adam,"[0.0073, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0072, 0.0012]","[0.0064, 0.0005]","[0.0269, 0.0017]","[0.0075, 0.0007]","[0.0073, 0.0006]","[0.0065, 0.0005]","[0.0081, 0.001]","[0.0054, 0.0003]","[0.0066, 0.001]","[0.0175, 0.0021]","[0.0282, 0.0028]","[0.0329, 0.003]","[0.0094, 0.0015]","[0.0677, 0.0042]"
CDE-VAE,200,100.0,,0.0001,600,0.5,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.0072, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0272, 0.0027]","[0.033, 0.003]","[0.0081, 0.0014]","[0.0679, 0.0042]"
CDE-VAE,200,100.0,,0.0005,600,0.5,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0072, 0.0012]","[0.0064, 0.0005]","[0.027, 0.0017]","[0.0075, 0.0007]","[0.0072, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0055, 0.0003]","[0.0069, 0.001]","[0.018, 0.0022]","[0.0272, 0.0027]","[0.0333, 0.003]","[0.0082, 0.0014]","[0.068, 0.0042]"
CDE-VAE,200,100.0,,0.001,600,0.5,Adam,"[0.0073, 0.0009]","[0.0073, 0.0008]","[0.0072, 0.0007]","[0.0071, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0017]","[0.0074, 0.0007]","[0.0072, 0.0006]","[0.0068, 0.0005]","[0.0081, 0.001]","[0.0053, 0.0003]","[0.0066, 0.001]","[0.0178, 0.0021]","[0.0276, 0.0027]","[0.0347, 0.003]","[0.0094, 0.0015]","[0.067, 0.0042]"
CDE-VAE,200,1000.0,,0.0001,600,0.5,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.0072, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0272, 0.0027]","[0.033, 0.003]","[0.0081, 0.0014]","[0.0679, 0.0042]"
CDE-VAE,200,1000.0,,0.0005,600,0.5,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0073, 0.0012]","[0.0064, 0.0005]","[0.0271, 0.0017]","[0.0075, 0.0007]","[0.0072, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0055, 0.0003]","[0.007, 0.001]","[0.018, 0.0022]","[0.0272, 0.0027]","[0.0333, 0.003]","[0.0081, 0.0014]","[0.0684, 0.0042]"
CDE-VAE,200,1000.0,,0.001,600,0.5,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0072, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0017]","[0.0074, 0.0007]","[0.0072, 0.0006]","[0.0068, 0.0005]","[0.0074, 0.001]","[0.0053, 0.0003]","[0.0068, 0.001]","[0.0178, 0.0021]","[0.0276, 0.0027]","[0.0347, 0.003]","[0.0081, 0.0014]","[0.0669, 0.0042]"
CDE-VAE,200,10000.0,,0.0001,600,0.5,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.0072, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0272, 0.0027]","[0.033, 0.003]","[0.0081, 0.0014]","[0.0679, 0.0042]"
CDE-VAE,200,10000.0,,0.0005,600,0.5,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0073, 0.0012]","[0.0064, 0.0005]","[0.027, 0.0017]","[0.0075, 0.0007]","[0.0072, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0055, 0.0003]","[0.007, 0.001]","[0.018, 0.0022]","[0.0272, 0.0027]","[0.0333, 0.003]","[0.0081, 0.0014]","[0.068, 0.0042]"
CDE-VAE,200,10000.0,,0.001,600,0.5,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0072, 0.0012]","[0.0064, 0.0005]","[0.0268, 0.0017]","[0.0074, 0.0007]","[0.0072, 0.0006]","[0.0068, 0.0005]","[0.0074, 0.001]","[0.0053, 0.0003]","[0.0068, 0.001]","[0.0178, 0.0021]","[0.0276, 0.0027]","[0.0347, 0.003]","[0.0081, 0.0014]","[0.0674, 0.0042]"
