model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,100,1e-05,,0.0001,600,0.2,Adam,"[0.0536, 0.0027]","[0.0482, 0.0023]","[0.0443, 0.002]","[0.0618, 0.0037]","[0.0321, 0.0012]","[0.1313, 0.0045]","[0.0417, 0.0018]","[0.035, 0.0014]","[0.031, 0.0012]","[0.0531, 0.0028]","[0.0195, 0.0007]","[0.0558, 0.0034]","[0.1166, 0.0056]","[0.144, 0.0061]","[0.1676, 0.0065]","[0.0758, 0.0045]","[0.251, 0.0076]"
CDE-VAE,100,1e-05,,0.0005,600,0.2,Adam,"[0.0165, 0.0015]","[0.0145, 0.0012]","[0.0132, 0.0011]","[0.0196, 0.0021]","[0.0097, 0.0006]","[0.0404, 0.0025]","[0.0118, 0.001]","[0.0101, 0.0007]","[0.009, 0.0006]","[0.0165, 0.0015]","[0.0066, 0.0004]","[0.0164, 0.0018]","[0.0292, 0.0028]","[0.0384, 0.0032]","[0.0459, 0.0035]","[0.0213, 0.0024]","[0.0826, 0.0046]"
CDE-VAE,100,1e-05,,0.001,600,0.2,Adam,"[0.0071, 0.0009]","[0.0066, 0.0008]","[0.0064, 0.0007]","[0.008, 0.0013]","[0.0055, 0.0004]","[0.0252, 0.0018]","[0.0058, 0.0006]","[0.0057, 0.0005]","[0.0054, 0.0004]","[0.007, 0.001]","[0.0046, 0.0003]","[0.0071, 0.0012]","[0.0154, 0.002]","[0.0232, 0.0025]","[0.0292, 0.0028]","[0.0096, 0.0016]","[0.0601, 0.004]"
CDE-VAE,100,0.0001,,0.0001,600,0.2,Adam,"[0.0556, 0.0028]","[0.0498, 0.0023]","[0.0456, 0.002]","[0.0645, 0.0038]","[0.0327, 0.0013]","[0.1337, 0.0046]","[0.0424, 0.0019]","[0.0357, 0.0015]","[0.0315, 0.0012]","[0.0547, 0.0028]","[0.0197, 0.0007]","[0.0562, 0.0034]","[0.1181, 0.0056]","[0.1456, 0.0061]","[0.1681, 0.0065]","[0.0781, 0.0046]","[0.2529, 0.0077]"
CDE-VAE,100,0.0001,,0.0005,600,0.2,Adam,"[0.0534, 0.0027]","[0.0478, 0.0023]","[0.0439, 0.002]","[0.0616, 0.0037]","[0.0317, 0.0012]","[0.1324, 0.0045]","[0.0407, 0.0018]","[0.0345, 0.0014]","[0.0306, 0.0012]","[0.0528, 0.0028]","[0.0196, 0.0007]","[0.0549, 0.0034]","[0.1128, 0.0055]","[0.1417, 0.0061]","[0.1653, 0.0065]","[0.0752, 0.0045]","[0.2588, 0.0077]"
CDE-VAE,100,0.0001,,0.001,600,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,100,0.001,,0.0001,600,0.2,Adam,"[0.0561, 0.0028]","[0.0504, 0.0023]","[0.0462, 0.002]","[0.0649, 0.0038]","[0.0333, 0.0013]","[0.1362, 0.0046]","[0.0432, 0.0019]","[0.0365, 0.0015]","[0.0319, 0.0013]","[0.0553, 0.0028]","[0.0203, 0.0007]","[0.0572, 0.0035]","[0.121, 0.0057]","[0.1498, 0.0062]","[0.1724, 0.0066]","[0.0794, 0.0046]","[0.259, 0.0077]"
CDE-VAE,100,0.001,,0.0005,600,0.2,Adam,"[0.0088, 0.0011]","[0.0083, 0.0009]","[0.008, 0.0008]","[0.0098, 0.0015]","[0.0069, 0.0005]","[0.0302, 0.0019]","[0.0073, 0.0007]","[0.0073, 0.0006]","[0.0069, 0.0005]","[0.0088, 0.0011]","[0.0055, 0.0003]","[0.009, 0.0013]","[0.018, 0.0022]","[0.0275, 0.0027]","[0.0356, 0.003]","[0.0114, 0.0018]","[0.0721, 0.0043]"
CDE-VAE,100,0.001,,0.001,600,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,100,0.01,,0.0001,600,0.2,Adam,"[0.039, 0.0023]","[0.0356, 0.0019]","[0.0333, 0.0017]","[0.044, 0.0031]","[0.0255, 0.0011]","[0.1056, 0.0038]","[0.0311, 0.0016]","[0.0276, 0.0013]","[0.0253, 0.0011]","[0.0386, 0.0024]","[0.0172, 0.0007]","[0.0389, 0.0028]","[0.0845, 0.0047]","[0.1093, 0.0053]","[0.1331, 0.0058]","[0.0532, 0.0037]","[0.2211, 0.0072]"
