model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,200,1e-05,,0.0001,300,0.4,Adam,"[0.0584, 0.0028]","[0.0523, 0.0023]","[0.048, 0.002]","[0.0675, 0.0038]","[0.0346, 0.0013]","[0.145, 0.0047]","[0.0448, 0.0019]","[0.0378, 0.0015]","[0.0332, 0.0012]","[0.0578, 0.0029]","[0.021, 0.0007]","[0.0602, 0.0036]","[0.128, 0.0058]","[0.1597, 0.0064]","[0.1838, 0.0068]","[0.085, 0.0048]","[0.2802, 0.0079]"
CDE-VAE,200,1e-05,,0.0005,300,0.4,Adam,"[0.0523, 0.0027]","[0.0467, 0.0022]","[0.0426, 0.0019]","[0.0607, 0.0036]","[0.0306, 0.0012]","[0.1288, 0.0045]","[0.0395, 0.0018]","[0.0331, 0.0014]","[0.0291, 0.0011]","[0.0525, 0.0027]","[0.0186, 0.0006]","[0.0538, 0.0034]","[0.1109, 0.0055]","[0.1363, 0.006]","[0.1581, 0.0064]","[0.0766, 0.0045]","[0.2498, 0.0077]"
CDE-VAE,200,1e-05,,0.001,300,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,200,0.0001,,0.0001,300,0.4,Adam,"[0.0598, 0.0028]","[0.0537, 0.0024]","[0.0492, 0.0021]","[0.0687, 0.0038]","[0.0352, 0.0013]","[0.1471, 0.0047]","[0.0462, 0.0019]","[0.0388, 0.0015]","[0.0337, 0.0012]","[0.0596, 0.0029]","[0.0213, 0.0007]","[0.0609, 0.0036]","[0.1311, 0.0059]","[0.163, 0.0064]","[0.1853, 0.0068]","[0.0885, 0.0049]","[0.2823, 0.0079]"
CDE-VAE,200,0.0001,,0.0005,300,0.4,Adam,"[0.0531, 0.0027]","[0.0475, 0.0023]","[0.0434, 0.002]","[0.0619, 0.0037]","[0.0311, 0.0012]","[0.1311, 0.0046]","[0.0402, 0.0018]","[0.034, 0.0014]","[0.0296, 0.0012]","[0.0523, 0.0027]","[0.0189, 0.0006]","[0.0557, 0.0034]","[0.1126, 0.0055]","[0.1393, 0.0061]","[0.1597, 0.0065]","[0.0766, 0.0045]","[0.2526, 0.0077]"
CDE-VAE,200,0.0001,,0.001,300,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,200,0.001,,0.0001,300,0.4,Adam,"[0.0602, 0.0029]","[0.054, 0.0024]","[0.0495, 0.0021]","[0.0695, 0.0039]","[0.0357, 0.0013]","[0.1471, 0.0047]","[0.0462, 0.0019]","[0.0391, 0.0015]","[0.0342, 0.0013]","[0.0599, 0.0029]","[0.0218, 0.0008]","[0.061, 0.0036]","[0.1292, 0.0058]","[0.1603, 0.0064]","[0.1845, 0.0068]","[0.0872, 0.0048]","[0.2808, 0.0079]"
CDE-VAE,200,0.001,,0.0005,300,0.4,Adam,"[0.0562, 0.0028]","[0.0501, 0.0023]","[0.0458, 0.002]","[0.0655, 0.0038]","[0.033, 0.0012]","[0.1391, 0.0046]","[0.0423, 0.0019]","[0.0354, 0.0014]","[0.0312, 0.0012]","[0.0557, 0.0028]","[0.0202, 0.0007]","[0.0585, 0.0035]","[0.1185, 0.0056]","[0.1451, 0.0061]","[0.1696, 0.0066]","[0.0801, 0.0046]","[0.271, 0.0078]"
CDE-VAE,200,0.001,,0.001,300,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,200,0.01,,0.0001,300,0.4,Adam,"[0.0361, 0.0023]","[0.0332, 0.0019]","[0.031, 0.0017]","[0.0402, 0.003]","[0.0241, 0.0011]","[0.0997, 0.0037]","[0.0299, 0.0016]","[0.0261, 0.0013]","[0.0237, 0.0011]","[0.0361, 0.0023]","[0.0166, 0.0007]","[0.0356, 0.0027]","[0.0792, 0.0046]","[0.1021, 0.0051]","[0.1219, 0.0055]","[0.049, 0.0036]","[0.2126, 0.007]"
