model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,100,1e-05,,0.0001,300,0.3,Adam,"[0.0531, 0.0027]","[0.048, 0.0022]","[0.0443, 0.0019]","[0.0603, 0.0036]","[0.0325, 0.0012]","[0.1349, 0.0045]","[0.0421, 0.0018]","[0.0357, 0.0014]","[0.0314, 0.0012]","[0.053, 0.0027]","[0.0203, 0.0007]","[0.0543, 0.0034]","[0.1177, 0.0056]","[0.1473, 0.0061]","[0.1707, 0.0065]","[0.0768, 0.0045]","[0.266, 0.0078]"
CDE-VAE,100,1e-05,,0.0005,300,0.3,Adam,"[0.0247, 0.0019]","[0.0213, 0.0016]","[0.0191, 0.0013]","[0.0305, 0.0027]","[0.0133, 0.0008]","[0.0532, 0.0031]","[0.0166, 0.0012]","[0.0136, 0.0009]","[0.0119, 0.0007]","[0.0233, 0.0018]","[0.0081, 0.0004]","[0.0252, 0.0024]","[0.0411, 0.0033]","[0.049, 0.0036]","[0.0564, 0.0038]","[0.0298, 0.0028]","[0.0961, 0.0049]"
CDE-VAE,100,1e-05,,0.001,300,0.3,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,100,0.0001,,0.0001,300,0.3,Adam,"[0.0546, 0.0027]","[0.0494, 0.0023]","[0.0455, 0.002]","[0.0619, 0.0037]","[0.0333, 0.0013]","[0.1382, 0.0045]","[0.0433, 0.0019]","[0.0366, 0.0015]","[0.032, 0.0012]","[0.0544, 0.0028]","[0.0208, 0.0007]","[0.0553, 0.0034]","[0.122, 0.0057]","[0.1517, 0.0062]","[0.1742, 0.0066]","[0.0789, 0.0046]","[0.2715, 0.0078]"
CDE-VAE,100,0.0001,,0.0005,300,0.3,Adam,"[0.0154, 0.0015]","[0.0136, 0.0012]","[0.0124, 0.001]","[0.0187, 0.0021]","[0.0092, 0.0006]","[0.0398, 0.0025]","[0.0109, 0.0009]","[0.0094, 0.0007]","[0.0085, 0.0006]","[0.0149, 0.0014]","[0.0063, 0.0003]","[0.017, 0.0019]","[0.0287, 0.0027]","[0.037, 0.0031]","[0.0437, 0.0034]","[0.0211, 0.0024]","[0.0791, 0.0045]"
CDE-VAE,100,0.0001,,0.001,300,0.3,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,100,0.001,,0.0001,300,0.3,Adam,"[0.0552, 0.0028]","[0.0499, 0.0023]","[0.0458, 0.002]","[0.0632, 0.0037]","[0.0335, 0.0013]","[0.137, 0.0045]","[0.0434, 0.0019]","[0.0367, 0.0015]","[0.0321, 0.0013]","[0.0555, 0.0028]","[0.0209, 0.0008]","[0.0562, 0.0034]","[0.1206, 0.0056]","[0.1502, 0.0062]","[0.1726, 0.0066]","[0.0795, 0.0046]","[0.2667, 0.0078]"
CDE-VAE,100,0.001,,0.0005,300,0.3,Adam,"[0.0511, 0.0027]","[0.046, 0.0023]","[0.0423, 0.002]","[0.0591, 0.0036]","[0.0309, 0.0012]","[0.1272, 0.0044]","[0.0394, 0.0018]","[0.0336, 0.0015]","[0.0297, 0.0012]","[0.0502, 0.0027]","[0.0195, 0.0007]","[0.0515, 0.0033]","[0.1057, 0.0053]","[0.1321, 0.0059]","[0.155, 0.0063]","[0.0698, 0.0043]","[0.252, 0.0077]"
CDE-VAE,100,0.001,,0.001,300,0.3,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,100,0.01,,0.0001,300,0.3,Adam,"[0.0354, 0.0022]","[0.0325, 0.0019]","[0.0305, 0.0016]","[0.0398, 0.003]","[0.0236, 0.0011]","[0.0977, 0.0037]","[0.0288, 0.0015]","[0.0258, 0.0013]","[0.0233, 0.0011]","[0.0356, 0.0023]","[0.0163, 0.0007]","[0.0342, 0.0026]","[0.0763, 0.0045]","[0.1009, 0.0051]","[0.1198, 0.0055]","[0.0486, 0.0036]","[0.2077, 0.007]"
CDE-VAE,100,0.01,,0.0005,300,0.3,Adam,"[0.041, 0.0024]","[0.0374, 0.002]","[0.0347, 0.0017]","[0.0467, 0.0032]","[0.0262, 0.0011]","[0.1068, 0.0039]","[0.0328, 0.0016]","[0.0287, 0.0013]","[0.0257, 0.0011]","[0.0404, 0.0024]","[0.0173, 0.0007]","[0.0421, 0.0029]","[0.0882, 0.0048]","[0.1136, 0.0054]","[0.1344, 0.0058]","[0.0554, 0.0038]","[0.2166, 0.0071]"
CDE-VAE,100,0.01,,0.001,300,0.3,Adam,"[0.0427, 0.0024]","[0.0391, 0.002]","[0.0364, 0.0018]","[0.0481, 0.0033]","[0.0274, 0.0012]","[0.1126, 0.004]","[0.0347, 0.0017]","[0.0302, 0.0014]","[0.027, 0.0011]","[0.0427, 0.0025]","[0.018, 0.0007]","[0.0427, 0.003]","[0.0954, 0.005]","[0.123, 0.0057]","[0.1447, 0.0061]","[0.0588, 0.004]","[0.232, 0.0073]"
CDE-VAE,100,0.1,,0.0001,300,0.3,Adam,"[0.0087, 0.001]","[0.0088, 0.0009]","[0.0087, 0.0008]","[0.0086, 0.0013]","[0.0077, 0.0005]","[0.0317, 0.0018]","[0.009, 0.0008]","[0.0088, 0.0007]","[0.0079, 0.0006]","[0.0091, 0.0011]","[0.0064, 0.0004]","[0.0077, 0.001]","[0.023, 0.0025]","[0.0331, 0.003]","[0.0393, 0.0032]","[0.0107, 0.0016]","[0.0788, 0.0045]"
CDE-VAE,100,0.1,,0.0005,300,0.3,Adam,"[0.0099, 0.0011]","[0.0099, 0.0009]","[0.0096, 0.0008]","[0.0098, 0.0014]","[0.0083, 0.0006]","[0.0346, 0.0019]","[0.01, 0.0009]","[0.0094, 0.0007]","[0.0086, 0.0006]","[0.0104, 0.0012]","[0.0068, 0.0004]","[0.0089, 0.0012]","[0.0248, 0.0025]","[0.0357, 0.0031]","[0.0431, 0.0034]","[0.0132, 0.0018]","[0.0847, 0.0046]"
CDE-VAE,100,0.1,,0.001,300,0.3,Adam,"[0.0109, 0.0011]","[0.0106, 0.001]","[0.0102, 0.0009]","[0.0108, 0.0014]","[0.0088, 0.0006]","[0.0366, 0.002]","[0.0108, 0.0009]","[0.0094, 0.0007]","[0.0087, 0.0006]","[0.0118, 0.0013]","[0.0072, 0.0004]","[0.0103, 0.0013]","[0.0278, 0.0027]","[0.0354, 0.003]","[0.043, 0.0034]","[0.0148, 0.0019]","[0.0887, 0.0047]"
CDE-VAE,100,1.0,,0.0001,300,0.3,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.007, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0263, 0.0027]","[0.0327, 0.003]","[0.0081, 0.0014]","[0.0678, 0.0042]"
CDE-VAE,100,1.0,,0.0005,300,0.3,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0072, 0.0012]","[0.0064, 0.0005]","[0.027, 0.0017]","[0.0075, 0.0007]","[0.0073, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0069, 0.001]","[0.018, 0.0022]","[0.0277, 0.0027]","[0.0331, 0.003]","[0.0082, 0.0014]","[0.0677, 0.0042]"
CDE-VAE,100,1.0,,0.001,300,0.3,Adam,"[0.0073, 0.0009]","[0.0073, 0.0008]","[0.0072, 0.0007]","[0.0071, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0017]","[0.0074, 0.0007]","[0.0072, 0.0006]","[0.0065, 0.0005]","[0.0081, 0.001]","[0.0053, 0.0003]","[0.0066, 0.001]","[0.0178, 0.0022]","[0.0276, 0.0027]","[0.0333, 0.003]","[0.0094, 0.0015]","[0.067, 0.0042]"
CDE-VAE,100,10.0,,0.0001,300,0.3,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.0072, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0272, 0.0027]","[0.033, 0.003]","[0.0081, 0.0014]","[0.0679, 0.0042]"
CDE-VAE,100,10.0,,0.0005,300,0.3,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0072, 0.0012]","[0.0064, 0.0005]","[0.027, 0.0017]","[0.0075, 0.0007]","[0.0073, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0069, 0.001]","[0.018, 0.0022]","[0.0277, 0.0027]","[0.0332, 0.003]","[0.0082, 0.0014]","[0.0675, 0.0042]"
CDE-VAE,100,10.0,,0.001,300,0.3,Adam,"[0.0073, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0071, 0.0012]","[0.0064, 0.0005]","[0.0268, 0.0017]","[0.0075, 0.0007]","[0.0073, 0.0006]","[0.0068, 0.0005]","[0.0081, 0.001]","[0.0053, 0.0003]","[0.0067, 0.001]","[0.0178, 0.0021]","[0.0282, 0.0028]","[0.0346, 0.003]","[0.0094, 0.0015]","[0.0671, 0.0042]"
CDE-VAE,100,100.0,,0.0001,300,0.3,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.0072, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0272, 0.0027]","[0.033, 0.003]","[0.0081, 0.0014]","[0.0679, 0.0042]"
CDE-VAE,100,100.0,,0.0005,300,0.3,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0072, 0.0012]","[0.0064, 0.0005]","[0.027, 0.0017]","[0.0075, 0.0007]","[0.0072, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0055, 0.0003]","[0.0069, 0.001]","[0.018, 0.0022]","[0.0272, 0.0027]","[0.0333, 0.003]","[0.0082, 0.0014]","[0.0678, 0.0042]"
CDE-VAE,100,100.0,,0.001,300,0.3,Adam,"[0.0073, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0071, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0017]","[0.0075, 0.0007]","[0.0072, 0.0006]","[0.0066, 0.0005]","[0.0081, 0.001]","[0.0053, 0.0003]","[0.0067, 0.001]","[0.0178, 0.0021]","[0.0276, 0.0027]","[0.0333, 0.003]","[0.0094, 0.0015]","[0.067, 0.0042]"
CDE-VAE,100,1000.0,,0.0001,300,0.3,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.0072, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0272, 0.0027]","[0.033, 0.003]","[0.0081, 0.0014]","[0.0679, 0.0042]"
CDE-VAE,100,1000.0,,0.0005,300,0.3,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0072, 0.0012]","[0.0064, 0.0005]","[0.0269, 0.0017]","[0.0075, 0.0007]","[0.0073, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0069, 0.001]","[0.018, 0.0022]","[0.0278, 0.0027]","[0.0333, 0.003]","[0.0082, 0.0014]","[0.0675, 0.0042]"
CDE-VAE,100,1000.0,,0.001,300,0.3,Adam,"[0.0073, 0.0009]","[0.0073, 0.0008]","[0.0072, 0.0007]","[0.0071, 0.0012]","[0.0064, 0.0005]","[0.0268, 0.0017]","[0.0074, 0.0007]","[0.0072, 0.0006]","[0.0068, 0.0005]","[0.0081, 0.001]","[0.0053, 0.0003]","[0.0067, 0.001]","[0.0178, 0.0021]","[0.0276, 0.0027]","[0.0347, 0.003]","[0.0094, 0.0015]","[0.0673, 0.0042]"
CDE-VAE,100,10000.0,,0.0001,300,0.3,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.0072, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0272, 0.0027]","[0.033, 0.003]","[0.0081, 0.0014]","[0.0679, 0.0042]"
CDE-VAE,100,10000.0,,0.0005,300,0.3,Adam,"[0.0073, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0073, 0.0012]","[0.0064, 0.0005]","[0.0271, 0.0017]","[0.0075, 0.0007]","[0.0073, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0055, 0.0003]","[0.007, 0.001]","[0.018, 0.0022]","[0.0278, 0.0027]","[0.0333, 0.003]","[0.0081, 0.0014]","[0.0681, 0.0042]"
CDE-VAE,100,10000.0,,0.001,300,0.3,Adam,"[0.0073, 0.0009]","[0.0073, 0.0008]","[0.0072, 0.0007]","[0.0071, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0017]","[0.0074, 0.0007]","[0.0072, 0.0006]","[0.0068, 0.0005]","[0.0081, 0.001]","[0.0053, 0.0003]","[0.0066, 0.001]","[0.0178, 0.0021]","[0.0276, 0.0027]","[0.0347, 0.003]","[0.0094, 0.0015]","[0.0671, 0.0042]"
