model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,200,1e-05,,0.0001,300,0.5,Adam,"[0.0575, 0.0028]","[0.0517, 0.0023]","[0.0474, 0.002]","[0.0658, 0.0038]","[0.0341, 0.0013]","[0.1418, 0.0046]","[0.0446, 0.0019]","[0.0376, 0.0015]","[0.0327, 0.0012]","[0.0574, 0.0028]","[0.0207, 0.0007]","[0.0587, 0.0035]","[0.1269, 0.0058]","[0.1568, 0.0064]","[0.1804, 0.0068]","[0.0846, 0.0048]","[0.272, 0.0078]"
CDE-VAE,200,1e-05,,0.0005,300,0.5,Adam,"[0.0498, 0.0026]","[0.0446, 0.0022]","[0.0408, 0.0019]","[0.0575, 0.0036]","[0.0293, 0.0012]","[0.1226, 0.0044]","[0.0381, 0.0018]","[0.0321, 0.0014]","[0.0279, 0.0011]","[0.0492, 0.0027]","[0.018, 0.0006]","[0.0506, 0.0033]","[0.1048, 0.0053]","[0.1311, 0.0059]","[0.1497, 0.0063]","[0.07, 0.0044]","[0.2377, 0.0075]"
CDE-VAE,200,1e-05,,0.001,300,0.5,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,200,0.0001,,0.0001,300,0.5,Adam,"[0.0595, 0.0029]","[0.0534, 0.0024]","[0.0489, 0.0021]","[0.0685, 0.0039]","[0.0352, 0.0013]","[0.1466, 0.0047]","[0.0461, 0.0019]","[0.0384, 0.0015]","[0.0337, 0.0013]","[0.0583, 0.0029]","[0.0215, 0.0007]","[0.0609, 0.0035]","[0.1308, 0.0058]","[0.1612, 0.0064]","[0.1859, 0.0069]","[0.0858, 0.0048]","[0.2815, 0.0079]"
CDE-VAE,200,0.0001,,0.0005,300,0.5,Adam,"[0.0523, 0.0027]","[0.0467, 0.0022]","[0.0427, 0.0019]","[0.061, 0.0037]","[0.0306, 0.0012]","[0.1286, 0.0045]","[0.0399, 0.0018]","[0.0332, 0.0014]","[0.0291, 0.0012]","[0.0515, 0.0027]","[0.0186, 0.0006]","[0.0538, 0.0034]","[0.11, 0.0054]","[0.1353, 0.006]","[0.1564, 0.0064]","[0.074, 0.0045]","[0.249, 0.0077]"
CDE-VAE,200,0.0001,,0.001,300,0.5,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,200,0.001,,0.0001,300,0.5,Adam,"[0.0591, 0.0029]","[0.0531, 0.0024]","[0.0488, 0.0021]","[0.0678, 0.0039]","[0.0353, 0.0013]","[0.1442, 0.0047]","[0.0456, 0.0019]","[0.0386, 0.0015]","[0.0339, 0.0013]","[0.0595, 0.0029]","[0.0217, 0.0008]","[0.0603, 0.0036]","[0.1267, 0.0058]","[0.1577, 0.0064]","[0.182, 0.0068]","[0.086, 0.0048]","[0.2765, 0.0079]"
CDE-VAE,200,0.001,,0.0005,300,0.5,Adam,"[0.0551, 0.0028]","[0.0491, 0.0023]","[0.0449, 0.002]","[0.0643, 0.0038]","[0.0325, 0.0012]","[0.1384, 0.0046]","[0.0414, 0.0018]","[0.0349, 0.0014]","[0.0307, 0.0012]","[0.054, 0.0028]","[0.0201, 0.0007]","[0.0559, 0.0034]","[0.1155, 0.0056]","[0.1419, 0.0061]","[0.1663, 0.0065]","[0.0785, 0.0046]","[0.2723, 0.0078]"
CDE-VAE,200,0.001,,0.001,300,0.5,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,200,0.01,,0.0001,300,0.5,Adam,"[0.0355, 0.0022]","[0.0327, 0.0019]","[0.0307, 0.0016]","[0.0395, 0.003]","[0.0238, 0.0011]","[0.0984, 0.0037]","[0.0293, 0.0016]","[0.026, 0.0013]","[0.0235, 0.0011]","[0.0355, 0.0023]","[0.0165, 0.0007]","[0.034, 0.0026]","[0.0774, 0.0045]","[0.101, 0.0051]","[0.1207, 0.0055]","[0.0484, 0.0036]","[0.2104, 0.007]"
