model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,100,1e-05,,0.0001,600,0.3,Adam,"[0.0542, 0.0027]","[0.0487, 0.0023]","[0.0446, 0.002]","[0.0627, 0.0037]","[0.0321, 0.0013]","[0.1312, 0.0045]","[0.042, 0.0019]","[0.0351, 0.0015]","[0.031, 0.0012]","[0.0539, 0.0028]","[0.0196, 0.0007]","[0.0548, 0.0034]","[0.1155, 0.0055]","[0.1425, 0.0061]","[0.1656, 0.0065]","[0.0774, 0.0046]","[0.2502, 0.0076]"
CDE-VAE,100,1e-05,,0.0005,600,0.3,Adam,"[0.0136, 0.0014]","[0.0123, 0.0011]","[0.0114, 0.001]","[0.0156, 0.0019]","[0.0087, 0.0006]","[0.0361, 0.0022]","[0.0106, 0.0009]","[0.009, 0.0007]","[0.0082, 0.0006]","[0.0135, 0.0014]","[0.0062, 0.0003]","[0.013, 0.0016]","[0.0265, 0.0026]","[0.0339, 0.003]","[0.041, 0.0032]","[0.0166, 0.0021]","[0.0779, 0.0044]"
CDE-VAE,100,1e-05,,0.001,600,0.3,Adam,"[0.0063, 0.0009]","[0.006, 0.0007]","[0.0059, 0.0007]","[0.0069, 0.0012]","[0.0057, 0.0004]","[0.0245, 0.0016]","[0.0054, 0.0006]","[0.0055, 0.0005]","[0.0056, 0.0005]","[0.0061, 0.0009]","[0.0049, 0.0003]","[0.0052, 0.0009]","[0.0138, 0.0019]","[0.0202, 0.0023]","[0.0273, 0.0026]","[0.0069, 0.0013]","[0.0631, 0.0041]"
CDE-VAE,100,0.0001,,0.0001,600,0.3,Adam,"[0.0546, 0.0028]","[0.049, 0.0023]","[0.0449, 0.002]","[0.0634, 0.0037]","[0.0321, 0.0013]","[0.1303, 0.0046]","[0.0414, 0.0018]","[0.0354, 0.0015]","[0.0309, 0.0012]","[0.0538, 0.0028]","[0.0192, 0.0007]","[0.0557, 0.0034]","[0.1142, 0.0055]","[0.143, 0.0061]","[0.164, 0.0065]","[0.0776, 0.0046]","[0.2431, 0.0075]"
CDE-VAE,100,0.0001,,0.0005,600,0.3,Adam,"[0.0156, 0.0015]","[0.0139, 0.0012]","[0.0128, 0.001]","[0.0187, 0.0021]","[0.0102, 0.0007]","[0.0441, 0.0026]","[0.0117, 0.0009]","[0.0099, 0.0007]","[0.0092, 0.0006]","[0.0146, 0.0014]","[0.0079, 0.0004]","[0.0153, 0.0018]","[0.0296, 0.0028]","[0.0378, 0.0032]","[0.0456, 0.0035]","[0.0188, 0.0022]","[0.0964, 0.005]"
CDE-VAE,100,0.0001,,0.001,600,0.3,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,100,0.001,,0.0001,600,0.3,Adam,"[0.0561, 0.0028]","[0.0504, 0.0023]","[0.0462, 0.002]","[0.0648, 0.0038]","[0.0333, 0.0013]","[0.1361, 0.0046]","[0.0433, 0.0019]","[0.0365, 0.0015]","[0.0316, 0.0013]","[0.0554, 0.0028]","[0.0204, 0.0007]","[0.0563, 0.0034]","[0.1209, 0.0057]","[0.1488, 0.0062]","[0.1703, 0.0066]","[0.0793, 0.0046]","[0.2594, 0.0077]"
CDE-VAE,100,0.001,,0.0005,600,0.3,Adam,"[0.0525, 0.0027]","[0.0475, 0.0022]","[0.0438, 0.002]","[0.0597, 0.0036]","[0.0322, 0.0012]","[0.1342, 0.0045]","[0.0415, 0.0019]","[0.0351, 0.0015]","[0.0313, 0.0012]","[0.0517, 0.0027]","[0.0203, 0.0007]","[0.054, 0.0034]","[0.115, 0.0055]","[0.1443, 0.0061]","[0.1695, 0.0065]","[0.074, 0.0045]","[0.2675, 0.0078]"
CDE-VAE,100,0.001,,0.001,600,0.3,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,100,0.01,,0.0001,600,0.3,Adam,"[0.0411, 0.0024]","[0.0376, 0.002]","[0.035, 0.0017]","[0.0466, 0.0032]","[0.0266, 0.0011]","[0.1103, 0.004]","[0.033, 0.0016]","[0.0291, 0.0013]","[0.0261, 0.0011]","[0.0407, 0.0024]","[0.0177, 0.0007]","[0.0425, 0.003]","[0.0893, 0.0048]","[0.1172, 0.0055]","[0.1391, 0.0059]","[0.0566, 0.0039]","[0.2281, 0.0073]"
CDE-VAE,100,0.01,,0.0005,600,0.3,Adam,"[0.0411, 0.0024]","[0.0375, 0.002]","[0.035, 0.0017]","[0.0467, 0.0032]","[0.0267, 0.0011]","[0.1106, 0.004]","[0.0329, 0.0016]","[0.0288, 0.0013]","[0.0263, 0.0011]","[0.0407, 0.0024]","[0.0178, 0.0007]","[0.0415, 0.0029]","[0.0896, 0.0049]","[0.1167, 0.0055]","[0.1406, 0.0059]","[0.0559, 0.0038]","[0.2292, 0.0073]"
