model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,600,0.2,Adam,"[0.4628, 0.0066]","[0.4148, 0.006]","[0.3786, 0.0056]","[0.5337, 0.0077]","[0.6943, 0.0051]","[0.3557, 0.0059]","[0.297, 0.0052]","[0.2535, 0.0048]","[0.4562, 0.0069]","[0.4568, 0.0068]","[0.6646, 0.0065]","[0.7958, 0.0054]","[0.8731, 0.0044]","[0.4673, 0.0071]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,600,0.2,Adam,"[0.4714, 0.0067]","[0.4219, 0.0062]","[0.3846, 0.0058]","[0.5445, 0.0078]","[0.7011, 0.0051]","[0.3607, 0.006]","[0.3008, 0.0053]","[0.2561, 0.0049]","[0.4662, 0.0071]","[0.463, 0.0068]","[0.6694, 0.0065]","[0.8008, 0.0054]","[0.8793, 0.0043]","[0.4751, 0.007]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,600,0.2,Adam,"[0.1064, 0.0038]","[0.1031, 0.0034]","[0.1024, 0.0032]","[0.1102, 0.0047]","[0.1918, 0.0042]","[0.0932, 0.0032]","[0.1029, 0.0032]","[0.1078, 0.0032]","[0.1254, 0.0043]","[0.1063, 0.0037]","[0.1274, 0.0042]","[0.2092, 0.0051]","[0.2997, 0.0061]","[0.0913, 0.0037]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,600,0.2,Adam,"[0.4183, 0.0062]","[0.3766, 0.0056]","[0.3453, 0.0053]","[0.4822, 0.0076]","[0.6427, 0.0052]","[0.3247, 0.0054]","[0.2742, 0.0048]","[0.2378, 0.0044]","[0.4094, 0.0065]","[0.4119, 0.0066]","[0.6175, 0.0068]","[0.7434, 0.006]","[0.8293, 0.005]","[0.4226, 0.0071]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,600,0.2,Adam,"[0.4607, 0.0066]","[0.4122, 0.006]","[0.376, 0.0056]","[0.5338, 0.0077]","[0.6898, 0.0051]","[0.3512, 0.0058]","[0.2938, 0.0052]","[0.2515, 0.0047]","[0.4526, 0.0069]","[0.45, 0.0068]","[0.6548, 0.0066]","[0.7886, 0.0055]","[0.8697, 0.0044]","[0.4614, 0.007]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.001,600,0.2,Adam,"[0.1064, 0.0038]","[0.1031, 0.0034]","[0.1024, 0.0032]","[0.1102, 0.0047]","[0.1918, 0.0042]","[0.0932, 0.0032]","[0.1029, 0.0032]","[0.1078, 0.0032]","[0.1254, 0.0043]","[0.1063, 0.0037]","[0.1274, 0.0042]","[0.2092, 0.0051]","[0.2997, 0.0061]","[0.0913, 0.0037]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,600,0.2,Adam,"[0.3367, 0.006]","[0.3098, 0.0053]","[0.2891, 0.0049]","[0.3743, 0.0075]","[0.5444, 0.0052]","[0.2782, 0.0049]","[0.2429, 0.0044]","[0.2175, 0.0041]","[0.3358, 0.0062]","[0.3246, 0.0062]","[0.5219, 0.0069]","[0.6607, 0.0064]","[0.7641, 0.0056]","[0.3342, 0.0068]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,600,0.2,Adam,"[0.4506, 0.0066]","[0.4024, 0.006]","[0.3668, 0.0056]","[0.522, 0.0078]","[0.6715, 0.0051]","[0.3442, 0.0058]","[0.2841, 0.0051]","[0.2453, 0.0045]","[0.4416, 0.0069]","[0.4334, 0.0066]","[0.6392, 0.0065]","[0.7595, 0.0057]","[0.8519, 0.0047]","[0.4479, 0.0069]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.001,600,0.2,Adam,"[0.1064, 0.0038]","[0.1031, 0.0034]","[0.1024, 0.0032]","[0.1102, 0.0047]","[0.1918, 0.0042]","[0.0932, 0.0032]","[0.1029, 0.0032]","[0.1078, 0.0032]","[0.1254, 0.0043]","[0.1063, 0.0037]","[0.1274, 0.0042]","[0.2092, 0.0051]","[0.2997, 0.0061]","[0.0913, 0.0037]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,600,0.2,Adam,"[0.1737, 0.0047]","[0.1719, 0.0042]","[0.1705, 0.004]","[0.1751, 0.0058]","[0.3393, 0.0046]","[0.1704, 0.004]","[0.167, 0.0037]","[0.1657, 0.0035]","[0.1753, 0.005]","[0.168, 0.0047]","[0.2957, 0.0065]","[0.4297, 0.0069]","[0.5643, 0.0068]","[0.1541, 0.0052]"
