model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch_rating,epoch_explanation,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5
S-E-CDE-VAE,200,0.0001,0.0001,1.0,0.01,1.0,,0.0001,400,500,0.4,Adam,"[0.4737, 0.0068]","[0.4239, 0.0062]","[0.3863, 0.0058]","[0.5485, 0.0079]","[0.7024, 0.0051]","[0.3621, 0.0061]","[0.3018, 0.0054]","[0.2566, 0.0049]","[0.4671, 0.0072]","[0.463, 0.0069]","[0.6685, 0.0065]","[0.8012, 0.0053]","[0.88, 0.0043]","[0.472, 0.007]"
