model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch_rating,epoch_explanation,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5
S-E-CDE-VAE,200,0.0001,0.0001,1.0,0.01,1.0,,0.0001,400,800,0.4,Adam,"[0.4732, 0.0068]","[0.4235, 0.0062]","[0.386, 0.0058]","[0.5474, 0.0078]","[0.702, 0.0051]","[0.3621, 0.0061]","[0.3011, 0.0054]","[0.2567, 0.0049]","[0.4656, 0.0071]","[0.4618, 0.0068]","[0.6696, 0.0065]","[0.7988, 0.0054]","[0.8795, 0.0042]","[0.472, 0.007]"
