model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,600,0.5,Adam,"[0.4576, 0.0066]","[0.4101, 0.006]","[0.3743, 0.0056]","[0.5296, 0.0077]","[0.6871, 0.0052]","[0.351, 0.0058]","[0.2937, 0.0052]","[0.251, 0.0047]","[0.4482, 0.0069]","[0.4487, 0.0067]","[0.6548, 0.0066]","[0.787, 0.0055]","[0.8662, 0.0045]","[0.4565, 0.007]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,600,0.5,Adam,"[0.4682, 0.0068]","[0.4192, 0.0062]","[0.3825, 0.0058]","[0.5415, 0.0078]","[0.6967, 0.0052]","[0.3574, 0.006]","[0.2996, 0.0054]","[0.2556, 0.0049]","[0.4584, 0.0071]","[0.4544, 0.0068]","[0.6592, 0.0065]","[0.7947, 0.0054]","[0.8749, 0.0044]","[0.463, 0.007]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,600,0.5,Adam,"[0.3828, 0.0058]","[0.3267, 0.005]","[0.2934, 0.0046]","[0.4935, 0.0074]","[0.558, 0.0054]","[0.2382, 0.0043]","[0.2037, 0.0039]","[0.191, 0.0037]","[0.3664, 0.0058]","[0.3516, 0.006]","[0.4579, 0.0068]","[0.5567, 0.0067]","[0.6727, 0.0063]","[0.3819, 0.0069]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,600,0.5,Adam,"[0.4081, 0.0061]","[0.3668, 0.0055]","[0.3364, 0.0051]","[0.4744, 0.0075]","[0.6304, 0.0052]","[0.3139, 0.0052]","[0.2664, 0.0046]","[0.2328, 0.0043]","[0.3963, 0.0064]","[0.3971, 0.0065]","[0.5994, 0.0068]","[0.727, 0.0061]","[0.8167, 0.0052]","[0.4091, 0.007]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,600,0.5,Adam,"[0.4549, 0.0066]","[0.4073, 0.0061]","[0.3717, 0.0057]","[0.5266, 0.0078]","[0.6794, 0.0052]","[0.3475, 0.0059]","[0.2912, 0.0051]","[0.249, 0.0047]","[0.445, 0.007]","[0.4403, 0.0067]","[0.6441, 0.0066]","[0.7779, 0.0057]","[0.859, 0.0047]","[0.4468, 0.0069]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.001,600,0.5,Adam,"[0.1064, 0.0038]","[0.1031, 0.0034]","[0.1024, 0.0032]","[0.1102, 0.0047]","[0.1918, 0.0042]","[0.0932, 0.0032]","[0.1029, 0.0032]","[0.1078, 0.0032]","[0.1254, 0.0043]","[0.1063, 0.0037]","[0.1274, 0.0042]","[0.2092, 0.0051]","[0.2997, 0.0061]","[0.0913, 0.0037]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,600,0.5,Adam,"[0.2997, 0.0056]","[0.2766, 0.005]","[0.2597, 0.0046]","[0.3368, 0.0071]","[0.4978, 0.0053]","[0.2467, 0.0046]","[0.2206, 0.0042]","[0.202, 0.0039]","[0.2943, 0.0057]","[0.2908, 0.0059]","[0.4613, 0.007]","[0.5924, 0.0068]","[0.705, 0.0062]","[0.2954, 0.0066]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,600,0.5,Adam,"[0.4299, 0.0064]","[0.3849, 0.0058]","[0.3516, 0.0054]","[0.4988, 0.0077]","[0.6495, 0.0052]","[0.3299, 0.0055]","[0.2752, 0.0048]","[0.2378, 0.0044]","[0.4184, 0.0067]","[0.4161, 0.0066]","[0.6198, 0.0067]","[0.7427, 0.006]","[0.83, 0.005]","[0.4244, 0.007]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.001,600,0.5,Adam,"[0.294, 0.0052]","[0.2657, 0.0046]","[0.2473, 0.0043]","[0.3654, 0.0065]","[0.4943, 0.0056]","[0.2157, 0.0043]","[0.201, 0.004]","[0.1863, 0.0037]","[0.2417, 0.0051]","[0.2712, 0.0058]","[0.4003, 0.0068]","[0.5413, 0.007]","[0.6495, 0.0065]","[0.2348, 0.0059]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,600,0.5,Adam,"[0.1607, 0.0048]","[0.1576, 0.0043]","[0.156, 0.004]","[0.1664, 0.0058]","[0.3046, 0.0048]","[0.152, 0.004]","[0.1514, 0.0037]","[0.1519, 0.0036]","[0.1608, 0.0049]","[0.1555, 0.0047]","[0.2488, 0.0061]","[0.3706, 0.0068]","[0.4961, 0.007]","[0.1343, 0.0049]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0005,600,0.5,Adam,"[0.2758, 0.0054]","[0.2562, 0.0048]","[0.2441, 0.0045]","[0.3087, 0.0068]","[0.4768, 0.0051]","[0.2273, 0.0045]","[0.2133, 0.0042]","[0.2023, 0.004]","[0.2752, 0.0055]","[0.2693, 0.0057]","[0.4167, 0.0069]","[0.5682, 0.0068]","[0.7006, 0.0061]","[0.2767, 0.0065]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.001,600,0.5,Adam,"[0.1842, 0.0048]","[0.1923, 0.0046]","[0.1916, 0.0044]","[0.1402, 0.0053]","[0.3545, 0.0043]","[0.222, 0.0047]","[0.203, 0.0043]","[0.1793, 0.0038]","[0.1826, 0.0052]","[0.1791, 0.005]","[0.3984, 0.0068]","[0.5253, 0.0069]","[0.6061, 0.0066]","[0.153, 0.005]"
