model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,300,0.2,Adam,"[0.4746, 0.0068]","[0.4243, 0.0062]","[0.3867, 0.0058]","[0.5487, 0.0078]","[0.7038, 0.0051]","[0.3627, 0.0061]","[0.301, 0.0054]","[0.2567, 0.0049]","[0.4666, 0.0071]","[0.4643, 0.0069]","[0.6704, 0.0064]","[0.798, 0.0054]","[0.8802, 0.0043]","[0.4736, 0.007]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,300,0.2,Adam,"[0.4712, 0.0067]","[0.4215, 0.0061]","[0.3842, 0.0057]","[0.545, 0.0078]","[0.702, 0.0051]","[0.3601, 0.006]","[0.2999, 0.0053]","[0.2556, 0.0048]","[0.463, 0.007]","[0.464, 0.0068]","[0.6705, 0.0065]","[0.7997, 0.0054]","[0.8779, 0.0043]","[0.4737, 0.0071]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,300,0.2,Adam,"[0.1064, 0.0038]","[0.1031, 0.0034]","[0.1024, 0.0032]","[0.1102, 0.0047]","[0.1918, 0.0042]","[0.0932, 0.0032]","[0.1029, 0.0032]","[0.1078, 0.0032]","[0.1254, 0.0043]","[0.1063, 0.0037]","[0.1274, 0.0042]","[0.2092, 0.0051]","[0.2997, 0.0061]","[0.0913, 0.0037]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,300,0.2,Adam,"[0.425, 0.0063]","[0.3811, 0.0057]","[0.3487, 0.0053]","[0.4931, 0.0076]","[0.6481, 0.0053]","[0.3262, 0.0054]","[0.274, 0.0048]","[0.2379, 0.0044]","[0.4149, 0.0066]","[0.4187, 0.0066]","[0.6177, 0.0068]","[0.7416, 0.0059]","[0.8295, 0.005]","[0.4234, 0.0071]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,300,0.2,Adam,"[0.4541, 0.0066]","[0.4064, 0.006]","[0.3707, 0.0056]","[0.527, 0.0078]","[0.6798, 0.0051]","[0.3473, 0.0058]","[0.2896, 0.0051]","[0.2482, 0.0046]","[0.4454, 0.0069]","[0.4434, 0.0067]","[0.6502, 0.0065]","[0.7771, 0.0056]","[0.8614, 0.0045]","[0.4519, 0.007]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.001,300,0.2,Adam,"[0.1064, 0.0038]","[0.1031, 0.0034]","[0.1024, 0.0032]","[0.1102, 0.0047]","[0.1918, 0.0042]","[0.0932, 0.0032]","[0.1029, 0.0032]","[0.1078, 0.0032]","[0.1254, 0.0043]","[0.1063, 0.0037]","[0.1274, 0.0042]","[0.2092, 0.0051]","[0.2997, 0.0061]","[0.0913, 0.0037]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,300,0.2,Adam,"[0.2968, 0.0056]","[0.2761, 0.005]","[0.2603, 0.0046]","[0.3258, 0.007]","[0.5008, 0.0051]","[0.2521, 0.0047]","[0.2252, 0.0042]","[0.2057, 0.004]","[0.2964, 0.0058]","[0.2912, 0.006]","[0.4775, 0.0071]","[0.6142, 0.0067]","[0.724, 0.006]","[0.2994, 0.0068]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,300,0.2,Adam,"[0.4198, 0.0064]","[0.3761, 0.0057]","[0.3443, 0.0053]","[0.4878, 0.0077]","[0.6324, 0.0052]","[0.3201, 0.0054]","[0.2709, 0.0048]","[0.2355, 0.0044]","[0.414, 0.0066]","[0.3993, 0.0064]","[0.6031, 0.0067]","[0.729, 0.006]","[0.8157, 0.0052]","[0.4222, 0.007]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.001,300,0.2,Adam,"[0.1064, 0.0038]","[0.1031, 0.0034]","[0.1024, 0.0032]","[0.1102, 0.0047]","[0.1918, 0.0042]","[0.0932, 0.0032]","[0.1029, 0.0032]","[0.1078, 0.0032]","[0.1254, 0.0043]","[0.1063, 0.0037]","[0.1274, 0.0042]","[0.2092, 0.0051]","[0.2997, 0.0061]","[0.0913, 0.0037]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,300,0.2,Adam,"[0.2129, 0.0054]","[0.2073, 0.0049]","[0.2026, 0.0046]","[0.2218, 0.0066]","[0.3883, 0.0051]","[0.1999, 0.0046]","[0.1933, 0.0042]","[0.1852, 0.0039]","[0.2112, 0.0056]","[0.2008, 0.0053]","[0.3377, 0.0065]","[0.4866, 0.0069]","[0.6169, 0.0067]","[0.1822, 0.0054]"
