model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,300,0.4,Adam,"[0.4695, 0.0067]","[0.4199, 0.0062]","[0.3826, 0.0058]","[0.5428, 0.0078]","[0.697, 0.0051]","[0.358, 0.006]","[0.2984, 0.0053]","[0.254, 0.0048]","[0.4609, 0.0071]","[0.4585, 0.0068]","[0.6616, 0.0065]","[0.793, 0.0054]","[0.8738, 0.0043]","[0.4677, 0.007]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,300,0.4,Adam,"[0.4652, 0.0067]","[0.4163, 0.0061]","[0.3797, 0.0057]","[0.538, 0.0078]","[0.6935, 0.0052]","[0.3554, 0.006]","[0.2966, 0.0053]","[0.2533, 0.0048]","[0.4556, 0.007]","[0.4523, 0.0068]","[0.659, 0.0065]","[0.7901, 0.0055]","[0.8707, 0.0045]","[0.4631, 0.007]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,300,0.4,Adam,"[0.1064, 0.0038]","[0.1031, 0.0034]","[0.1024, 0.0032]","[0.1102, 0.0047]","[0.1918, 0.0042]","[0.0932, 0.0032]","[0.1029, 0.0032]","[0.1078, 0.0032]","[0.1254, 0.0043]","[0.1063, 0.0037]","[0.1274, 0.0042]","[0.2092, 0.0051]","[0.2997, 0.0061]","[0.0913, 0.0037]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,300,0.4,Adam,"[0.4143, 0.0063]","[0.3721, 0.0056]","[0.3411, 0.0052]","[0.4798, 0.0076]","[0.6366, 0.0053]","[0.3186, 0.0053]","[0.2692, 0.0047]","[0.2353, 0.0043]","[0.4061, 0.0065]","[0.4071, 0.0066]","[0.6041, 0.0068]","[0.7282, 0.006]","[0.8236, 0.005]","[0.4169, 0.0071]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,300,0.4,Adam,"[0.4448, 0.0065]","[0.3985, 0.0059]","[0.364, 0.0055]","[0.5157, 0.0077]","[0.671, 0.0051]","[0.341, 0.0057]","[0.2853, 0.005]","[0.2456, 0.0045]","[0.4316, 0.0068]","[0.4309, 0.0066]","[0.6372, 0.0066]","[0.7638, 0.0058]","[0.8529, 0.0047]","[0.4373, 0.007]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.001,300,0.4,Adam,"[0.4272, 0.0064]","[0.381, 0.0058]","[0.3475, 0.0054]","[0.5027, 0.0077]","[0.6383, 0.0055]","[0.3227, 0.0055]","[0.2692, 0.0049]","[0.2341, 0.0045]","[0.4088, 0.0066]","[0.4084, 0.0065]","[0.6, 0.0067]","[0.7138, 0.0061]","[0.8012, 0.0054]","[0.4099, 0.0068]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,300,0.4,Adam,"[0.2982, 0.0058]","[0.2778, 0.0051]","[0.262, 0.0048]","[0.3296, 0.0071]","[0.4999, 0.0052]","[0.2528, 0.0048]","[0.2272, 0.0043]","[0.2072, 0.004]","[0.2928, 0.006]","[0.2841, 0.0059]","[0.4674, 0.007]","[0.6098, 0.0067]","[0.7265, 0.006]","[0.2821, 0.0065]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,300,0.4,Adam,"[0.392, 0.0062]","[0.3531, 0.0055]","[0.3249, 0.0051]","[0.4526, 0.0076]","[0.6078, 0.0052]","[0.3035, 0.0051]","[0.2593, 0.0046]","[0.2288, 0.0042]","[0.3852, 0.0064]","[0.3796, 0.0063]","[0.5719, 0.0068]","[0.7043, 0.0062]","[0.8046, 0.0052]","[0.3906, 0.0069]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.001,300,0.4,Adam,"[0.1064, 0.0038]","[0.1031, 0.0034]","[0.1024, 0.0032]","[0.1102, 0.0047]","[0.1918, 0.0042]","[0.0932, 0.0032]","[0.1029, 0.0032]","[0.1078, 0.0032]","[0.1254, 0.0043]","[0.1063, 0.0037]","[0.1274, 0.0042]","[0.2092, 0.0051]","[0.2997, 0.0061]","[0.0913, 0.0037]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,300,0.4,Adam,"[0.1352, 0.0043]","[0.1395, 0.004]","[0.1428, 0.0038]","[0.1282, 0.0051]","[0.2907, 0.0044]","[0.1449, 0.004]","[0.15, 0.0037]","[0.1548, 0.0036]","[0.1366, 0.0047]","[0.1381, 0.0044]","[0.2321, 0.0059]","[0.3673, 0.0068]","[0.5111, 0.0071]","[0.1082, 0.0043]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0005,300,0.4,Adam,"[0.179, 0.0046]","[0.1748, 0.0042]","[0.1717, 0.004]","[0.1815, 0.0057]","[0.332, 0.0049]","[0.1721, 0.0041]","[0.1635, 0.0038]","[0.1612, 0.0037]","[0.1811, 0.0049]","[0.1817, 0.0049]","[0.288, 0.0061]","[0.3971, 0.0065]","[0.5196, 0.0068]","[0.1621, 0.0052]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.001,300,0.4,Adam,"[0.1064, 0.0038]","[0.1031, 0.0034]","[0.1024, 0.0032]","[0.1102, 0.0047]","[0.1918, 0.0042]","[0.0932, 0.0032]","[0.1029, 0.0032]","[0.1078, 0.0032]","[0.1254, 0.0043]","[0.1063, 0.0037]","[0.1274, 0.0042]","[0.2092, 0.0051]","[0.2997, 0.0061]","[0.0913, 0.0037]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,1.0,1.0,,0.0001,300,0.4,Adam,"[0.1692, 0.005]","[0.1701, 0.0045]","[0.1696, 0.0043]","[0.1665, 0.0059]","[0.3269, 0.0049]","[0.1728, 0.0043]","[0.1707, 0.004]","[0.1668, 0.0038]","[0.1706, 0.0052]","[0.1643, 0.0048]","[0.2793, 0.0062]","[0.4187, 0.0071]","[0.5455, 0.0072]","[0.1366, 0.0047]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,1.0,1.0,,0.0005,300,0.4,Adam,"[0.1271, 0.0043]","[0.1316, 0.004]","[0.1347, 0.0038]","[0.1198, 0.005]","[0.2628, 0.0043]","[0.1372, 0.0039]","[0.142, 0.0037]","[0.1446, 0.0035]","[0.1289, 0.0046]","[0.1262, 0.0042]","[0.2117, 0.0055]","[0.3323, 0.0064]","[0.4552, 0.0068]","[0.0945, 0.0039]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,1.0,1.0,,0.001,300,0.4,Adam,"[0.2081, 0.0047]","[0.2005, 0.0043]","[0.1937, 0.004]","[0.2021, 0.0056]","[0.3654, 0.0044]","[0.1975, 0.0041]","[0.1792, 0.0038]","[0.1706, 0.0036]","[0.2541, 0.0051]","[0.2075, 0.0049]","[0.3653, 0.0068]","[0.4765, 0.0069]","[0.5852, 0.0066]","[0.2581, 0.0064]"
E-CDE-VAE,100,0.0001,0.0001,0.001,0.0001,1.0,,0.0001,300,0.4,Adam,"[0.4777, 0.0069]","[0.4273, 0.0063]","[0.3893, 0.006]","[0.5514, 0.0079]","[0.7054, 0.0051]","[0.3644, 0.0062]","[0.3041, 0.0055]","[0.2586, 0.005]","[0.4712, 0.0072]","[0.463, 0.0069]","[0.6697, 0.0064]","[0.8027, 0.0053]","[0.8823, 0.0043]","[0.4777, 0.007]"
E-CDE-VAE,100,0.0001,0.0001,0.001,0.0001,1.0,,0.0005,300,0.4,Adam,"[0.478, 0.0068]","[0.4276, 0.0062]","[0.3894, 0.0059]","[0.5521, 0.0078]","[0.707, 0.0051]","[0.366, 0.0061]","[0.3033, 0.0055]","[0.2579, 0.0049]","[0.4727, 0.0071]","[0.4667, 0.0069]","[0.6784, 0.0064]","[0.8044, 0.0053]","[0.8832, 0.0042]","[0.4845, 0.0071]"
E-CDE-VAE,100,0.0001,0.0001,0.001,0.0001,1.0,,0.001,300,0.4,Adam,"[0.1064, 0.0038]","[0.1031, 0.0034]","[0.1024, 0.0032]","[0.1102, 0.0047]","[0.1918, 0.0042]","[0.0932, 0.0032]","[0.1029, 0.0032]","[0.1078, 0.0032]","[0.1254, 0.0043]","[0.1063, 0.0037]","[0.1274, 0.0042]","[0.2092, 0.0051]","[0.2997, 0.0061]","[0.0913, 0.0037]"
