model,F-MAP@5,F-MAP@10,F-MAP@20
E-CDE-VAE,0.0,-0.010000000000000009,-0.016192092221503862
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.014285714285714235,0.0071428571428573395
E-CDE-VAE,0.0,0.0,0.00323371588851451
E-CDE-VAE,0.0,-0.012499999999999956,-0.024292582417582365
E-CDE-VAE,-0.06666666666666671,-0.033333333333333326,0.015203857460049597
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.15666666666666662,0.16968253968253977,0.12767934980396267
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.03329262541723821
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,-0.09000000000000008,-0.1574603174603174,-0.12469849079369189
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,-0.09000000000000008,-0.1127380952380953,-0.1004135855974091
E-CDE-VAE,0.0,-0.033611111111111036,-0.03293525918525919
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.023611111111111027,-0.0024477554179567207
E-CDE-VAE,-0.040000000000000036,-0.08456349206349223,-0.0668741623443635
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,-0.033611111111111036,-0.02936383061383052
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.010000000000000009,0.013712121212121176
E-CDE-VAE,0.040000000000000036,0.05111111111111111,0.021743166963755334
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.03361111111111115,0.006232800137598804
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.20000000000000007,0.08999999999999997,0.0016438474236462053
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,-0.010000000000000009,0.00477910462430553
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,-0.011111111111111072,0.011261536665948424
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,-0.007909356725146366
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.011111111111111072,0.03826040982581236
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,-0.06666666666666665,-0.012222222222222134,-0.00953494819593892
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,-0.0026315789473685403
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,-0.033611111111111036,-0.02936383061383052
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,-0.01666666666666683,-0.008432950778151982
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.043611111111111045,0.023851010101009873
E-CDE-VAE,0.0,-0.02111111111111119,-0.04905240077260209
