model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CE-VAE,100,0.0001,0.0001,0.0001,0.0001,1,,0.0001,600,0.3,Adam,"[0.0402, 0.0022]","[0.0374, 0.0019]","[0.0353, 0.0016]","[0.0452, 0.003]","[0.0287, 0.0011]","[0.091, 0.0032]","[0.0333, 0.0016]","[0.0305, 0.0013]","[0.0284, 0.0011]","[0.0392, 0.0023]","[0.0215, 0.0007]","[0.0368, 0.0023]","[0.0619, 0.0039]","[0.0828, 0.0045]","[0.1004, 0.0049]","[0.039, 0.0032]","[0.1756, 0.006]"
CE-VAE,100,0.0001,0.0001,0.0001,0.0001,1,,0.0005,600,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CE-VAE,100,0.0001,0.0001,0.0001,0.0001,1,,0.001,600,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CE-VAE,100,0.0001,0.0001,0.0001,0.001,1,,0.0001,600,0.3,Adam,"[0.0405, 0.0023]","[0.0378, 0.0019]","[0.0358, 0.0017]","[0.0452, 0.0031]","[0.029, 0.0011]","[0.0917, 0.0032]","[0.034, 0.0016]","[0.0311, 0.0013]","[0.029, 0.0011]","[0.0392, 0.0023]","[0.0217, 0.0007]","[0.0382, 0.0025]","[0.0618, 0.0039]","[0.0811, 0.0044]","[0.0989, 0.0048]","[0.0372, 0.0031]","[0.1783, 0.0061]"
CE-VAE,100,0.0001,0.0001,0.0001,0.001,1,,0.0005,600,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CE-VAE,100,0.0001,0.0001,0.0001,0.001,1,,0.001,600,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CE-VAE,100,0.0001,0.0001,0.0001,0.01,1,,0.0001,600,0.3,Adam,"[0.0405, 0.0022]","[0.0377, 0.0019]","[0.0356, 0.0016]","[0.0446, 0.003]","[0.0289, 0.0011]","[0.0908, 0.0031]","[0.0343, 0.0016]","[0.031, 0.0013]","[0.0285, 0.0011]","[0.0402, 0.0023]","[0.0216, 0.0007]","[0.0367, 0.0023]","[0.0629, 0.004]","[0.0835, 0.0045]","[0.0999, 0.0049]","[0.0389, 0.0032]","[0.1784, 0.0061]"
CE-VAE,100,0.0001,0.0001,0.0001,0.01,1,,0.0005,600,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CE-VAE,100,0.0001,0.0001,0.0001,0.01,1,,0.001,600,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
CE-VAE,100,0.0001,0.0001,0.0001,0.1,1,,0.0001,600,0.3,Adam,"[0.0405, 0.0023]","[0.0377, 0.0019]","[0.0357, 0.0017]","[0.045, 0.003]","[0.0292, 0.0011]","[0.0909, 0.0031]","[0.0338, 0.0016]","[0.0311, 0.0013]","[0.0289, 0.0011]","[0.0403, 0.0023]","[0.0219, 0.0007]","[0.0356, 0.0023]","[0.0609, 0.0039]","[0.0826, 0.0045]","[0.1009, 0.0048]","[0.0369, 0.0031]","[0.1784, 0.0061]"
