model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,600,0.2,Adam,"[0.0396, 0.0022]","[0.0368, 0.0018]","[0.0349, 0.0016]","[0.0439, 0.003]","[0.0284, 0.0011]","[0.089, 0.0032]","[0.0337, 0.0016]","[0.0303, 0.0013]","[0.0282, 0.0011]","[0.0381, 0.0022]","[0.0211, 0.0007]","[0.0366, 0.0023]","[0.0625, 0.004]","[0.0813, 0.0044]","[0.0971, 0.0048]","[0.037, 0.0031]","[0.1719, 0.006]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,600,0.2,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,600,0.2,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,600,0.2,Adam,"[0.0384, 0.0022]","[0.0359, 0.0018]","[0.0341, 0.0016]","[0.0426, 0.003]","[0.0279, 0.0011]","[0.0875, 0.0031]","[0.0329, 0.0016]","[0.03, 0.0013]","[0.0276, 0.0011]","[0.0376, 0.0022]","[0.021, 0.0007]","[0.0354, 0.0023]","[0.0581, 0.0038]","[0.0785, 0.0044]","[0.0942, 0.0047]","[0.0352, 0.003]","[0.172, 0.006]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,600,0.2,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.001,600,0.2,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,600,0.2,Adam,"[0.0396, 0.0022]","[0.037, 0.0019]","[0.0351, 0.0016]","[0.0439, 0.003]","[0.0284, 0.0011]","[0.0891, 0.0032]","[0.0334, 0.0016]","[0.0306, 0.0013]","[0.0285, 0.0011]","[0.0385, 0.0023]","[0.0211, 0.0007]","[0.0359, 0.0023]","[0.0601, 0.0039]","[0.0799, 0.0044]","[0.097, 0.0047]","[0.0369, 0.0031]","[0.1729, 0.006]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,600,0.2,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.001,600,0.2,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,600,0.2,Adam,"[0.039, 0.0022]","[0.0365, 0.0018]","[0.0346, 0.0016]","[0.0431, 0.003]","[0.0284, 0.0011]","[0.0894, 0.0031]","[0.0333, 0.0016]","[0.0302, 0.0013]","[0.0282, 0.0011]","[0.0386, 0.0022]","[0.0216, 0.0007]","[0.0349, 0.0022]","[0.0608, 0.0039]","[0.0796, 0.0044]","[0.0983, 0.0048]","[0.037, 0.0031]","[0.1753, 0.006]"
