model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,600,0.4,Adam,"[0.0376, 0.0021]","[0.0347, 0.0018]","[0.0326, 0.0015]","[0.0424, 0.0029]","[0.0261, 0.001]","[0.0855, 0.0031]","[0.0308, 0.0015]","[0.0276, 0.0012]","[0.0255, 0.001]","[0.0367, 0.0022]","[0.0193, 0.0006]","[0.0346, 0.0023]","[0.059, 0.0039]","[0.0767, 0.0043]","[0.0937, 0.0047]","[0.037, 0.0032]","[0.168, 0.006]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,600,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,600,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,600,0.4,Adam,"[0.0371, 0.0021]","[0.0345, 0.0018]","[0.0325, 0.0015]","[0.0409, 0.0029]","[0.0262, 0.001]","[0.084, 0.0031]","[0.0316, 0.0015]","[0.0279, 0.0012]","[0.0258, 0.001]","[0.0369, 0.0022]","[0.0192, 0.0006]","[0.0341, 0.0023]","[0.0599, 0.0039]","[0.0782, 0.0044]","[0.0943, 0.0047]","[0.0368, 0.0031]","[0.1631, 0.0059]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,600,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.001,600,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,600,0.4,Adam,"[0.0359, 0.0021]","[0.0336, 0.0017]","[0.0318, 0.0015]","[0.0393, 0.0028]","[0.0258, 0.001]","[0.0833, 0.003]","[0.0307, 0.0015]","[0.0278, 0.0012]","[0.0258, 0.001]","[0.0365, 0.0022]","[0.0194, 0.0006]","[0.0332, 0.0022]","[0.0588, 0.0038]","[0.0776, 0.0044]","[0.0937, 0.0047]","[0.0357, 0.003]","[0.1657, 0.0059]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,600,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.001,600,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,600,0.4,Adam,"[0.0381, 0.0022]","[0.0353, 0.0018]","[0.0334, 0.0016]","[0.0423, 0.003]","[0.0269, 0.001]","[0.0864, 0.0031]","[0.0314, 0.0015]","[0.0287, 0.0012]","[0.0267, 0.0011]","[0.0379, 0.0022]","[0.0201, 0.0007]","[0.0358, 0.0024]","[0.0586, 0.0038]","[0.0767, 0.0042]","[0.0932, 0.0046]","[0.0369, 0.0031]","[0.1677, 0.0059]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.0005,600,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.001,600,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,1.0,1.0,,0.0001,600,0.4,Adam,"[0.0388, 0.0022]","[0.0365, 0.0018]","[0.0346, 0.0016]","[0.0417, 0.0029]","[0.0284, 0.0011]","[0.089, 0.003]","[0.0341, 0.0016]","[0.0306, 0.0013]","[0.0282, 0.0011]","[0.039, 0.0023]","[0.0215, 0.0007]","[0.035, 0.0022]","[0.0633, 0.004]","[0.0822, 0.0045]","[0.0992, 0.0048]","[0.0377, 0.0032]","[0.1772, 0.006]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,1.0,1.0,,0.0005,600,0.4,Adam,"[0.0106, 0.0011]","[0.0102, 0.0009]","[0.0099, 0.0008]","[0.0114, 0.0015]","[0.0091, 0.0006]","[0.0265, 0.0016]","[0.0095, 0.0008]","[0.0094, 0.0007]","[0.0092, 0.0006]","[0.0106, 0.0012]","[0.008, 0.0004]","[0.0101, 0.0011]","[0.0133, 0.0017]","[0.0199, 0.0021]","[0.0263, 0.0025]","[0.0078, 0.0013]","[0.0545, 0.0034]"
