model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,300,0.4,Adam,"[0.0404, 0.0023]","[0.0372, 0.0019]","[0.035, 0.0016]","[0.0452, 0.0031]","[0.0278, 0.001]","[0.0899, 0.0033]","[0.0331, 0.0015]","[0.0297, 0.0012]","[0.0272, 0.0011]","[0.0395, 0.0023]","[0.0205, 0.0007]","[0.0378, 0.0025]","[0.0628, 0.004]","[0.0821, 0.0045]","[0.0968, 0.0048]","[0.0385, 0.0032]","[0.1731, 0.006]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,300,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,300,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,300,0.4,Adam,"[0.0385, 0.0022]","[0.0358, 0.0018]","[0.0338, 0.0016]","[0.0428, 0.003]","[0.0273, 0.001]","[0.0875, 0.0031]","[0.0323, 0.0015]","[0.0293, 0.0012]","[0.0271, 0.0011]","[0.0376, 0.0022]","[0.0203, 0.0007]","[0.0347, 0.0023]","[0.0606, 0.0039]","[0.0811, 0.0045]","[0.0973, 0.0048]","[0.0364, 0.0031]","[0.1721, 0.006]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,300,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.001,300,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,300,0.4,Adam,"[0.0403, 0.0022]","[0.0372, 0.0019]","[0.035, 0.0016]","[0.045, 0.003]","[0.0279, 0.001]","[0.0887, 0.0032]","[0.0335, 0.0015]","[0.0297, 0.0012]","[0.0275, 0.0011]","[0.0399, 0.0023]","[0.0204, 0.0007]","[0.0376, 0.0024]","[0.0623, 0.0039]","[0.0821, 0.0045]","[0.0992, 0.0048]","[0.0392, 0.0032]","[0.1709, 0.006]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,300,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.001,300,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,300,0.4,Adam,"[0.0434, 0.0023]","[0.0403, 0.0019]","[0.0379, 0.0017]","[0.0481, 0.0031]","[0.0303, 0.0011]","[0.0949, 0.0033]","[0.0363, 0.0016]","[0.0327, 0.0013]","[0.0298, 0.0011]","[0.0428, 0.0024]","[0.0224, 0.0007]","[0.0385, 0.0024]","[0.0667, 0.0041]","[0.0871, 0.0046]","[0.1029, 0.0049]","[0.0401, 0.0033]","[0.1832, 0.0062]"
