model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,100,1e-05,,0.0001,600,0.5,Adam,"[0.0537, 0.0027]","[0.0482, 0.0023]","[0.0442, 0.002]","[0.0622, 0.0037]","[0.032, 0.0013]","[0.1303, 0.0045]","[0.0414, 0.0018]","[0.0349, 0.0015]","[0.0307, 0.0012]","[0.0528, 0.0027]","[0.0196, 0.0007]","[0.0547, 0.0034]","[0.114, 0.0055]","[0.1415, 0.006]","[0.1633, 0.0064]","[0.0751, 0.0045]","[0.2482, 0.0076]"
CDE-VAE,100,1e-05,,0.0005,600,0.5,Adam,"[0.052, 0.0027]","[0.0471, 0.0022]","[0.0435, 0.0019]","[0.0594, 0.0036]","[0.0318, 0.0012]","[0.1341, 0.0045]","[0.041, 0.0018]","[0.0353, 0.0014]","[0.0308, 0.0012]","[0.0516, 0.0028]","[0.0198, 0.0007]","[0.0528, 0.0033]","[0.116, 0.0056]","[0.1475, 0.0062]","[0.1706, 0.0066]","[0.0739, 0.0045]","[0.2695, 0.0079]"
CDE-VAE,100,1e-05,,0.001,600,0.5,Adam,"[0.0054, 0.0008]","[0.0057, 0.0007]","[0.0058, 0.0006]","[0.0053, 0.0011]","[0.0057, 0.0004]","[0.0247, 0.0015]","[0.0063, 0.0007]","[0.0062, 0.0005]","[0.0061, 0.0005]","[0.0049, 0.0008]","[0.0051, 0.0003]","[0.0042, 0.0007]","[0.0152, 0.002]","[0.0234, 0.0025]","[0.0304, 0.0028]","[0.0057, 0.0012]","[0.0649, 0.0041]"
CDE-VAE,100,0.0001,,0.0001,600,0.5,Adam,"[0.054, 0.0027]","[0.0486, 0.0023]","[0.0447, 0.002]","[0.0621, 0.0037]","[0.0323, 0.0013]","[0.1303, 0.0045]","[0.0419, 0.0018]","[0.0356, 0.0015]","[0.0311, 0.0013]","[0.0537, 0.0028]","[0.0197, 0.0007]","[0.0552, 0.0034]","[0.1154, 0.0055]","[0.1439, 0.0061]","[0.1637, 0.0064]","[0.0755, 0.0045]","[0.2466, 0.0075]"
CDE-VAE,100,0.0001,,0.0005,600,0.5,Adam,"[0.0533, 0.0027]","[0.0479, 0.0023]","[0.0441, 0.002]","[0.0614, 0.0037]","[0.0321, 0.0012]","[0.1342, 0.0045]","[0.0409, 0.0018]","[0.035, 0.0014]","[0.031, 0.0012]","[0.053, 0.0028]","[0.0199, 0.0007]","[0.0535, 0.0033]","[0.1136, 0.0055]","[0.1443, 0.0061]","[0.1693, 0.0066]","[0.0752, 0.0045]","[0.2665, 0.0078]"
CDE-VAE,100,0.0001,,0.001,600,0.5,Adam,"[0.0052, 0.0007]","[0.0053, 0.0006]","[0.0054, 0.0006]","[0.005, 0.001]","[0.0054, 0.0004]","[0.024, 0.0015]","[0.0053, 0.0006]","[0.0058, 0.0005]","[0.0057, 0.0005]","[0.0053, 0.0008]","[0.0049, 0.0003]","[0.0052, 0.0009]","[0.0128, 0.0018]","[0.021, 0.0023]","[0.0284, 0.0027]","[0.0067, 0.0013]","[0.0635, 0.0041]"
CDE-VAE,100,0.001,,0.0001,600,0.5,Adam,"[0.0567, 0.0028]","[0.051, 0.0024]","[0.0468, 0.0021]","[0.0651, 0.0038]","[0.0338, 0.0013]","[0.1377, 0.0046]","[0.0441, 0.0019]","[0.0372, 0.0015]","[0.0324, 0.0013]","[0.0561, 0.0029]","[0.0207, 0.0007]","[0.0568, 0.0035]","[0.1223, 0.0057]","[0.1517, 0.0063]","[0.1731, 0.0066]","[0.0801, 0.0047]","[0.2631, 0.0078]"
CDE-VAE,100,0.001,,0.0005,600,0.5,Adam,"[0.0525, 0.0027]","[0.0475, 0.0022]","[0.0439, 0.002]","[0.06, 0.0036]","[0.0321, 0.0012]","[0.134, 0.0045]","[0.0415, 0.0018]","[0.0354, 0.0014]","[0.0312, 0.0012]","[0.0517, 0.0027]","[0.0202, 0.0007]","[0.0527, 0.0033]","[0.1167, 0.0056]","[0.1456, 0.0062]","[0.1704, 0.0066]","[0.0739, 0.0045]","[0.2672, 0.0078]"
CDE-VAE,100,0.001,,0.001,600,0.5,Adam,"[0.005, 0.0008]","[0.005, 0.0007]","[0.0049, 0.0006]","[0.0052, 0.0011]","[0.0043, 0.0004]","[0.0177, 0.0015]","[0.0047, 0.0006]","[0.0049, 0.0005]","[0.0049, 0.0004]","[0.0047, 0.0008]","[0.0033, 0.0002]","[0.0048, 0.0009]","[0.0126, 0.0019]","[0.019, 0.0022]","[0.0247, 0.0025]","[0.0066, 0.0013]","[0.0402, 0.0031]"
CDE-VAE,100,0.01,,0.0001,600,0.5,Adam,"[0.0371, 0.0023]","[0.0341, 0.0019]","[0.0319, 0.0017]","[0.0416, 0.0031]","[0.0247, 0.0011]","[0.103, 0.0038]","[0.0305, 0.0016]","[0.0267, 0.0013]","[0.0244, 0.0011]","[0.0372, 0.0023]","[0.017, 0.0007]","[0.038, 0.0028]","[0.0815, 0.0046]","[0.1063, 0.0052]","[0.1288, 0.0057]","[0.0509, 0.0037]","[0.2181, 0.0071]"
