model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,100,1e-05,,0.0001,600,0.4,Adam,"[0.0547, 0.0028]","[0.0489, 0.0023]","[0.0447, 0.002]","[0.0635, 0.0037]","[0.0321, 0.0012]","[0.1308, 0.0045]","[0.0417, 0.0018]","[0.035, 0.0014]","[0.0306, 0.0012]","[0.0543, 0.0028]","[0.0194, 0.0007]","[0.0559, 0.0034]","[0.1159, 0.0055]","[0.1418, 0.006]","[0.1631, 0.0064]","[0.0786, 0.0046]","[0.2459, 0.0076]"
CDE-VAE,100,1e-05,,0.0005,600,0.4,Adam,"[0.0536, 0.0027]","[0.0483, 0.0023]","[0.0444, 0.002]","[0.0615, 0.0037]","[0.0323, 0.0012]","[0.1353, 0.0045]","[0.0415, 0.0018]","[0.0354, 0.0014]","[0.0312, 0.0012]","[0.0521, 0.0027]","[0.02, 0.0007]","[0.0526, 0.0033]","[0.1178, 0.0057]","[0.1486, 0.0062]","[0.1727, 0.0066]","[0.0744, 0.0045]","[0.2689, 0.0078]"
CDE-VAE,100,1e-05,,0.001,600,0.4,Adam,"[0.0042, 0.0007]","[0.0045, 0.0006]","[0.0048, 0.0005]","[0.0037, 0.0008]","[0.0051, 0.0004]","[0.0228, 0.0014]","[0.0048, 0.0006]","[0.0052, 0.0005]","[0.0054, 0.0005]","[0.0044, 0.0008]","[0.0048, 0.0003]","[0.0039, 0.0007]","[0.0112, 0.0016]","[0.0194, 0.0022]","[0.0269, 0.0026]","[0.0049, 0.0011]","[0.0631, 0.0041]"
CDE-VAE,100,0.0001,,0.0001,600,0.4,Adam,"[0.0546, 0.0027]","[0.0491, 0.0023]","[0.0451, 0.002]","[0.0627, 0.0037]","[0.0325, 0.0013]","[0.1336, 0.0045]","[0.0422, 0.0018]","[0.0358, 0.0014]","[0.0315, 0.0012]","[0.0544, 0.0028]","[0.0198, 0.0007]","[0.0556, 0.0034]","[0.118, 0.0056]","[0.1479, 0.0062]","[0.1701, 0.0065]","[0.0779, 0.0046]","[0.2558, 0.0077]"
CDE-VAE,100,0.0001,,0.0005,600,0.4,Adam,"[0.0538, 0.0027]","[0.0484, 0.0023]","[0.0445, 0.002]","[0.0618, 0.0037]","[0.0324, 0.0012]","[0.1357, 0.0045]","[0.0419, 0.0018]","[0.0352, 0.0014]","[0.0311, 0.0012]","[0.0536, 0.0028]","[0.0202, 0.0007]","[0.0537, 0.0033]","[0.1182, 0.0056]","[0.1462, 0.0062]","[0.1702, 0.0066]","[0.0768, 0.0045]","[0.2695, 0.0079]"
CDE-VAE,100,0.0001,,0.001,600,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,100,0.001,,0.0001,600,0.4,Adam,"[0.0569, 0.0028]","[0.0511, 0.0024]","[0.0468, 0.0021]","[0.0656, 0.0038]","[0.0337, 0.0013]","[0.1368, 0.0046]","[0.0441, 0.0019]","[0.0366, 0.0015]","[0.0321, 0.0013]","[0.0562, 0.0029]","[0.0204, 0.0007]","[0.0584, 0.0035]","[0.1227, 0.0057]","[0.1502, 0.0063]","[0.1734, 0.0066]","[0.08, 0.0046]","[0.2604, 0.0077]"
CDE-VAE,100,0.001,,0.0005,600,0.4,Adam,"[0.0534, 0.0027]","[0.0481, 0.0023]","[0.0443, 0.002]","[0.0613, 0.0037]","[0.0324, 0.0012]","[0.1355, 0.0045]","[0.0415, 0.0018]","[0.0353, 0.0014]","[0.0313, 0.0012]","[0.0528, 0.0027]","[0.0203, 0.0007]","[0.0533, 0.0033]","[0.1153, 0.0055]","[0.1454, 0.0062]","[0.1712, 0.0066]","[0.0756, 0.0045]","[0.2702, 0.0078]"
CDE-VAE,100,0.001,,0.001,600,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,100,0.01,,0.0001,600,0.4,Adam,"[0.0401, 0.0024]","[0.0368, 0.002]","[0.0344, 0.0017]","[0.0453, 0.0032]","[0.0264, 0.0011]","[0.1093, 0.0039]","[0.0324, 0.0016]","[0.0287, 0.0013]","[0.0261, 0.0011]","[0.0401, 0.0024]","[0.0177, 0.0007]","[0.0412, 0.0029]","[0.0869, 0.0048]","[0.1149, 0.0054]","[0.1376, 0.0059]","[0.0559, 0.0039]","[0.2276, 0.0073]"
CDE-VAE,100,0.01,,0.0005,600,0.4,Adam,"[0.0404, 0.0024]","[0.0371, 0.002]","[0.0346, 0.0017]","[0.0457, 0.0032]","[0.0264, 0.0011]","[0.1089, 0.0039]","[0.0325, 0.0016]","[0.0288, 0.0013]","[0.0261, 0.0011]","[0.04, 0.0024]","[0.0177, 0.0007]","[0.0411, 0.0029]","[0.0869, 0.0047]","[0.1155, 0.0054]","[0.1367, 0.0059]","[0.0546, 0.0038]","[0.2281, 0.0073]"
CDE-VAE,100,0.01,,0.001,600,0.4,Adam,"[0.0431, 0.0025]","[0.0394, 0.002]","[0.0367, 0.0018]","[0.0486, 0.0033]","[0.0277, 0.0012]","[0.1146, 0.004]","[0.0348, 0.0017]","[0.0305, 0.0014]","[0.0272, 0.0012]","[0.0423, 0.0025]","[0.0182, 0.0007]","[0.0428, 0.003]","[0.0955, 0.005]","[0.1236, 0.0056]","[0.145, 0.006]","[0.0589, 0.004]","[0.2355, 0.0074]"
CDE-VAE,100,0.1,,0.0001,600,0.4,Adam,"[0.0094, 0.0011]","[0.0094, 0.0009]","[0.0092, 0.0008]","[0.0092, 0.0013]","[0.008, 0.0006]","[0.0332, 0.0019]","[0.0094, 0.0009]","[0.0091, 0.0007]","[0.0082, 0.0006]","[0.0101, 0.0012]","[0.0066, 0.0004]","[0.0081, 0.0011]","[0.0236, 0.0025]","[0.0345, 0.003]","[0.0406, 0.0033]","[0.0126, 0.0018]","[0.0817, 0.0046]"
CDE-VAE,100,0.1,,0.0005,600,0.4,Adam,"[0.01, 0.0011]","[0.0099, 0.0009]","[0.0096, 0.0008]","[0.0099, 0.0014]","[0.0084, 0.0006]","[0.0348, 0.0019]","[0.01, 0.0009]","[0.0093, 0.0007]","[0.0086, 0.0006]","[0.0106, 0.0012]","[0.0069, 0.0004]","[0.0092, 0.0012]","[0.025, 0.0025]","[0.0352, 0.003]","[0.0429, 0.0034]","[0.0133, 0.0018]","[0.0853, 0.0046]"
CDE-VAE,100,0.1,,0.001,600,0.4,Adam,"[0.0112, 0.0011]","[0.0108, 0.001]","[0.0104, 0.0009]","[0.0113, 0.0015]","[0.0089, 0.0006]","[0.0372, 0.002]","[0.0107, 0.0009]","[0.0096, 0.0007]","[0.0088, 0.0006]","[0.0119, 0.0013]","[0.0072, 0.0004]","[0.0108, 0.0013]","[0.0267, 0.0026]","[0.0361, 0.0031]","[0.0429, 0.0033]","[0.0151, 0.002]","[0.0896, 0.0048]"
CDE-VAE,100,1.0,,0.0001,600,0.4,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.0072, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0272, 0.0027]","[0.0331, 0.003]","[0.0081, 0.0014]","[0.0681, 0.0042]"
CDE-VAE,100,1.0,,0.0005,600,0.4,Adam,"[0.0073, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0073, 0.0012]","[0.0064, 0.0005]","[0.027, 0.0017]","[0.0075, 0.0007]","[0.0073, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.007, 0.001]","[0.018, 0.0022]","[0.0282, 0.0028]","[0.0331, 0.003]","[0.0081, 0.0014]","[0.0677, 0.0042]"
CDE-VAE,100,1.0,,0.001,600,0.4,Adam,"[0.0073, 0.0009]","[0.0073, 0.0008]","[0.0072, 0.0007]","[0.0071, 0.0012]","[0.0064, 0.0005]","[0.0268, 0.0017]","[0.0074, 0.0007]","[0.0072, 0.0006]","[0.0068, 0.0005]","[0.0081, 0.001]","[0.0053, 0.0003]","[0.0067, 0.001]","[0.0178, 0.0021]","[0.0276, 0.0027]","[0.0347, 0.003]","[0.0094, 0.0015]","[0.0672, 0.0042]"
CDE-VAE,100,10.0,,0.0001,600,0.4,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.0072, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0272, 0.0027]","[0.033, 0.003]","[0.0081, 0.0014]","[0.0678, 0.0042]"
CDE-VAE,100,10.0,,0.0005,600,0.4,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0075, 0.0007]","[0.0074, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.018, 0.0022]","[0.0282, 0.0028]","[0.0328, 0.003]","[0.0082, 0.0014]","[0.0676, 0.0042]"
CDE-VAE,100,10.0,,0.001,600,0.4,Adam,"[0.0073, 0.0009]","[0.0073, 0.0008]","[0.0072, 0.0007]","[0.0071, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0017]","[0.0076, 0.0007]","[0.0072, 0.0006]","[0.0067, 0.0005]","[0.0081, 0.001]","[0.0053, 0.0003]","[0.0066, 0.001]","[0.0182, 0.0021]","[0.0276, 0.0027]","[0.0345, 0.003]","[0.0094, 0.0015]","[0.0669, 0.0042]"
