model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,100,0.01,,0.0001,300,0.5,Adam,"[2.4148, 0.0539]","[0.0576, 0.0027]","[0.054, 0.0023]","[0.0513, 0.0021]","[0.0629, 0.0036]","[0.042, 0.0015]","[0.1127, 0.0032]","[0.05, 0.002]","[0.0453, 0.0017]","[0.0418, 0.0015]","[0.0562, 0.0028]","[0.0318, 0.001]","[0.0484, 0.0024]","[0.0707, 0.0038]","[0.0939, 0.0043]","[0.1137, 0.0047]","[0.0407, 0.0029]","[0.2095, 0.006]"
