model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,100,0.01,,0.0001,300,0.5,Adam,"[2.3916, 0.0537]","[0.0571, 0.0027]","[0.0538, 0.0023]","[0.0511, 0.0021]","[0.0621, 0.0036]","[0.0422, 0.0015]","[0.1132, 0.0032]","[0.0498, 0.0021]","[0.0455, 0.0017]","[0.0421, 0.0015]","[0.0561, 0.0028]","[0.032, 0.001]","[0.0483, 0.0024]","[0.07, 0.0037]","[0.0946, 0.0043]","[0.1157, 0.0047]","[0.0412, 0.003]","[0.2113, 0.006]"
