model,R-Precision,NDCG,MAP@5,MAP@10,MAP@20,Precision@5,Precision@10,Precision@20,Recall@5,Recall@10,Recall@20
CDE-VAE,0.04832,0.11263999999999999,0.06182,0.05691999999999999,0.05094,0.0561,0.049740000000000006,0.04194,0.041400000000000006,0.07078,0.11502000000000001
