model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch_rating,epoch_explanation,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
S-E-CDE-VAE,200,0,0.0001,1.0,1.0,1.0,,0.0001,300,0,0.4,Adam,"[0.0616, 0.0029]","[0.0552, 0.0024]","[0.0506, 0.0021]","[0.0711, 0.0039]","[0.0365, 0.0013]","[0.1541, 0.0048]","[0.0472, 0.0019]","[0.04, 0.0015]","[0.0351, 0.0013]","[0.0621, 0.003]","[0.0222, 0.0007]","[0.0618, 0.0036]","[0.1354, 0.006]","[0.1692, 0.0066]","[0.1964, 0.007]","[0.0912, 0.005]","[0.3012, 0.0081]"
S-E-CDE-VAE,200,0,0.0001,1.0,1.0,1.0,,0.0005,300,0,0.4,Adam,"[0.0573, 0.0028]","[0.0513, 0.0023]","[0.0469, 0.002]","[0.0664, 0.0037]","[0.0335, 0.0012]","[0.1453, 0.0047]","[0.0438, 0.0018]","[0.0366, 0.0014]","[0.0322, 0.0012]","[0.0579, 0.0028]","[0.02, 0.0006]","[0.0601, 0.0036]","[0.1296, 0.0059]","[0.1615, 0.0065]","[0.1864, 0.0069]","[0.0878, 0.0049]","[0.2825, 0.008]"
S-E-CDE-VAE,200,0,0.001,1.0,1.0,1.0,,0.0001,300,0,0.4,Adam,"[0.0611, 0.0029]","[0.0549, 0.0024]","[0.0504, 0.0021]","[0.0702, 0.0039]","[0.0365, 0.0013]","[0.1541, 0.0047]","[0.0474, 0.0019]","[0.0397, 0.0015]","[0.0352, 0.0013]","[0.0607, 0.0029]","[0.0223, 0.0007]","[0.0621, 0.0036]","[0.1383, 0.006]","[0.1696, 0.0066]","[0.1978, 0.007]","[0.0902, 0.0049]","[0.3016, 0.0081]"
S-E-CDE-VAE,200,0,0.001,1.0,1.0,1.0,,0.0005,300,0,0.4,Adam,"[0.0584, 0.0028]","[0.0523, 0.0023]","[0.0478, 0.002]","[0.0679, 0.0038]","[0.034, 0.0012]","[0.1467, 0.0048]","[0.0446, 0.0018]","[0.0375, 0.0014]","[0.0325, 0.0012]","[0.0584, 0.0028]","[0.02, 0.0006]","[0.0616, 0.0037]","[0.133, 0.006]","[0.1646, 0.0065]","[0.1895, 0.0069]","[0.0891, 0.0049]","[0.2825, 0.008]"
S-E-CDE-VAE,200,0,0.01,1.0,1.0,1.0,,0.0001,300,0,0.4,Adam,"[0.0616, 0.0029]","[0.0554, 0.0024]","[0.0507, 0.0021]","[0.0708, 0.0039]","[0.0365, 0.0013]","[0.1537, 0.0048]","[0.0477, 0.0019]","[0.0402, 0.0015]","[0.035, 0.0013]","[0.061, 0.003]","[0.0222, 0.0007]","[0.0626, 0.0036]","[0.137, 0.006]","[0.1697, 0.0066]","[0.1949, 0.007]","[0.0899, 0.0049]","[0.3001, 0.0081]"
S-E-CDE-VAE,200,0,0.01,1.0,1.0,1.0,,0.0005,300,0,0.4,Adam,"[0.0586, 0.0028]","[0.0524, 0.0023]","[0.0478, 0.002]","[0.0678, 0.0038]","[0.0339, 0.0012]","[0.1462, 0.0048]","[0.0446, 0.0018]","[0.0373, 0.0014]","[0.0322, 0.0012]","[0.0585, 0.0029]","[0.0199, 0.0006]","[0.061, 0.0036]","[0.1327, 0.0059]","[0.1643, 0.0066]","[0.186, 0.0069]","[0.0893, 0.005]","[0.2807, 0.008]"
