model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch_rating,epoch_explanation,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
S-E-CDE-VAE,200,0.0001,0.0001,1.0,1.0,1.0,,0.0001,400,0,0.2,Adam,"[0.0616, 0.0029]","[0.055, 0.0024]","[0.0502, 0.002]","[0.0716, 0.0039]","[0.0357, 0.0013]","[0.1526, 0.0048]","[0.0467, 0.0019]","[0.0389, 0.0015]","[0.034, 0.0012]","[0.0611, 0.0029]","[0.021, 0.0007]","[0.0648, 0.0037]","[0.1382, 0.0061]","[0.1696, 0.0066]","[0.1954, 0.007]","[0.0925, 0.005]","[0.2933, 0.008]"
S-E-CDE-VAE,200,0.0001,0.0001,1.0,1.0,1.0,,0.0005,400,0,0.2,Adam,"[0.0571, 0.0028]","[0.0512, 0.0023]","[0.0467, 0.002]","[0.0659, 0.0038]","[0.033, 0.0012]","[0.1423, 0.0048]","[0.0438, 0.0018]","[0.0367, 0.0014]","[0.0314, 0.0012]","[0.057, 0.0028]","[0.0192, 0.0006]","[0.0604, 0.0037]","[0.13, 0.0059]","[0.1611, 0.0065]","[0.1823, 0.0068]","[0.0874, 0.0049]","[0.272, 0.0079]"
S-E-CDE-VAE,200,0.0001,0.001,1.0,1.0,1.0,,0.0001,400,0,0.2,Adam,"[0.0613, 0.0029]","[0.0546, 0.0024]","[0.0498, 0.0021]","[0.072, 0.004]","[0.0356, 0.0013]","[0.1521, 0.0048]","[0.0455, 0.0019]","[0.0387, 0.0015]","[0.034, 0.0012]","[0.0606, 0.0029]","[0.021, 0.0007]","[0.0636, 0.0037]","[0.1335, 0.006]","[0.1676, 0.0066]","[0.1941, 0.007]","[0.0904, 0.005]","[0.2914, 0.008]"
S-E-CDE-VAE,200,0.0001,0.001,1.0,1.0,1.0,,0.0005,400,0,0.2,Adam,"[0.0561, 0.0028]","[0.05, 0.0023]","[0.0457, 0.002]","[0.0654, 0.0038]","[0.0326, 0.0012]","[0.1417, 0.0047]","[0.0422, 0.0018]","[0.0357, 0.0014]","[0.0311, 0.0011]","[0.0558, 0.0028]","[0.0193, 0.0006]","[0.0582, 0.0036]","[0.1258, 0.0058]","[0.1569, 0.0065]","[0.1814, 0.0068]","[0.0857, 0.0049]","[0.2747, 0.0079]"
S-E-CDE-VAE,200,0.0001,0.01,1.0,1.0,1.0,,0.0001,400,0,0.2,Adam,"[0.0611, 0.0029]","[0.0547, 0.0024]","[0.05, 0.0021]","[0.0706, 0.0039]","[0.0357, 0.0013]","[0.1529, 0.0048]","[0.0468, 0.0019]","[0.039, 0.0015]","[0.0342, 0.0012]","[0.0606, 0.0029]","[0.0212, 0.0007]","[0.0648, 0.0038]","[0.1379, 0.0061]","[0.1692, 0.0066]","[0.1968, 0.007]","[0.092, 0.0051]","[0.2949, 0.0081]"
S-E-CDE-VAE,200,0.0001,0.01,1.0,1.0,1.0,,0.0005,400,0,0.2,Adam,"[0.0569, 0.0028]","[0.0508, 0.0023]","[0.0465, 0.002]","[0.0665, 0.0038]","[0.0331, 0.0012]","[0.1432, 0.0047]","[0.0428, 0.0018]","[0.0364, 0.0014]","[0.032, 0.0012]","[0.0561, 0.0028]","[0.0194, 0.0006]","[0.0605, 0.0036]","[0.1269, 0.0058]","[0.1604, 0.0064]","[0.1854, 0.0069]","[0.0861, 0.0049]","[0.2749, 0.0079]"
