model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch_rating,epoch_explanation,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
S-E-CDE-VAE,200,0.001,0.0001,1.0,1.0,1.0,,0.0001,400,0,0.2,Adam,"[0.0494, 0.0026]","[0.0449, 0.0022]","[0.0416, 0.0019]","[0.0563, 0.0035]","[0.031, 0.0012]","[0.1298, 0.0043]","[0.0395, 0.0018]","[0.0342, 0.0014]","[0.0303, 0.0012]","[0.0489, 0.0026]","[0.0202, 0.0007]","[0.0509, 0.0033]","[0.1096, 0.0053]","[0.1401, 0.006]","[0.1632, 0.0064]","[0.0699, 0.0043]","[0.2638, 0.0077]"
S-E-CDE-VAE,200,0.001,0.0001,1.0,1.0,1.0,,0.0005,400,0,0.2,Adam,"[0.0411, 0.0024]","[0.0376, 0.002]","[0.035, 0.0017]","[0.0467, 0.0033]","[0.0266, 0.0011]","[0.1114, 0.004]","[0.0332, 0.0017]","[0.0291, 0.0013]","[0.0262, 0.0011]","[0.0399, 0.0024]","[0.0177, 0.0007]","[0.0416, 0.0029]","[0.0902, 0.0049]","[0.1188, 0.0056]","[0.141, 0.006]","[0.0554, 0.0038]","[0.2311, 0.0074]"
S-E-CDE-VAE,200,0.001,0.001,1.0,1.0,1.0,,0.0001,400,0,0.2,Adam,"[0.0489, 0.0026]","[0.0443, 0.0022]","[0.041, 0.0019]","[0.0556, 0.0035]","[0.0306, 0.0012]","[0.1277, 0.0043]","[0.0388, 0.0018]","[0.0331, 0.0014]","[0.0299, 0.0012]","[0.0484, 0.0026]","[0.02, 0.0007]","[0.0485, 0.0032]","[0.1085, 0.0053]","[0.1358, 0.0059]","[0.1623, 0.0064]","[0.0681, 0.0043]","[0.2594, 0.0076]"
S-E-CDE-VAE,200,0.001,0.001,1.0,1.0,1.0,,0.0005,400,0,0.2,Adam,"[0.0415, 0.0024]","[0.0379, 0.002]","[0.0353, 0.0018]","[0.0476, 0.0033]","[0.0268, 0.0011]","[0.1119, 0.004]","[0.0332, 0.0017]","[0.0292, 0.0013]","[0.0263, 0.0011]","[0.0403, 0.0024]","[0.0177, 0.0007]","[0.0415, 0.0029]","[0.0912, 0.0049]","[0.1187, 0.0056]","[0.142, 0.006]","[0.0561, 0.0039]","[0.2327, 0.0074]"
S-E-CDE-VAE,200,0.001,0.01,1.0,1.0,1.0,,0.0001,400,0,0.2,Adam,"[0.0496, 0.0026]","[0.0451, 0.0022]","[0.0418, 0.0019]","[0.0566, 0.0035]","[0.0311, 0.0012]","[0.1294, 0.0043]","[0.0393, 0.0018]","[0.0343, 0.0014]","[0.0304, 0.0012]","[0.0488, 0.0026]","[0.02, 0.0007]","[0.051, 0.0033]","[0.1089, 0.0054]","[0.1411, 0.006]","[0.166, 0.0064]","[0.0694, 0.0043]","[0.2605, 0.0077]"
S-E-CDE-VAE,200,0.001,0.01,1.0,1.0,1.0,,0.0005,400,0,0.2,Adam,"[0.0392, 0.0023]","[0.036, 0.0019]","[0.0336, 0.0017]","[0.0441, 0.0031]","[0.0256, 0.0011]","[0.1071, 0.0039]","[0.0321, 0.0016]","[0.0283, 0.0013]","[0.0253, 0.0011]","[0.0389, 0.0024]","[0.0172, 0.0007]","[0.039, 0.0028]","[0.0881, 0.0048]","[0.115, 0.0054]","[0.1355, 0.0059]","[0.0545, 0.0039]","[0.2246, 0.0073]"
