model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,600,0.5,Adam,"[0.062, 0.0029]","[0.0555, 0.0024]","[0.0507, 0.0021]","[0.072, 0.0039]","[0.0363, 0.0013]","[0.1549, 0.0048]","[0.0472, 0.0019]","[0.0396, 0.0015]","[0.0348, 0.0012]","[0.0615, 0.003]","[0.0217, 0.0007]","[0.064, 0.0037]","[0.1392, 0.0061]","[0.1715, 0.0066]","[0.1979, 0.007]","[0.0931, 0.0051]","[0.2994, 0.0081]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,600,0.5,Adam,"[0.0581, 0.0028]","[0.052, 0.0023]","[0.0475, 0.002]","[0.0679, 0.0038]","[0.0338, 0.0012]","[0.1452, 0.0047]","[0.0437, 0.0018]","[0.0371, 0.0014]","[0.0324, 0.0012]","[0.0575, 0.0028]","[0.0198, 0.0006]","[0.0614, 0.0036]","[0.1289, 0.0059]","[0.1628, 0.0065]","[0.1879, 0.0069]","[0.0873, 0.0049]","[0.2798, 0.008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,600,0.5,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,600,0.5,Adam,"[0.0608, 0.0029]","[0.0545, 0.0024]","[0.0499, 0.0021]","[0.0707, 0.0039]","[0.036, 0.0013]","[0.1541, 0.0048]","[0.0464, 0.0019]","[0.0392, 0.0015]","[0.0346, 0.0012]","[0.0606, 0.0029]","[0.0218, 0.0007]","[0.0638, 0.0037]","[0.1363, 0.006]","[0.1699, 0.0067]","[0.1963, 0.007]","[0.0911, 0.005]","[0.3009, 0.0081]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,600,0.5,Adam,"[0.0572, 0.0028]","[0.0512, 0.0023]","[0.0469, 0.002]","[0.0659, 0.0037]","[0.0335, 0.0012]","[0.1444, 0.0047]","[0.0438, 0.0018]","[0.0368, 0.0014]","[0.0322, 0.0012]","[0.0576, 0.0028]","[0.0199, 0.0006]","[0.0582, 0.0035]","[0.1292, 0.0059]","[0.1611, 0.0065]","[0.1844, 0.0069]","[0.087, 0.0049]","[0.2823, 0.008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.001,600,0.5,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,600,0.5,Adam,"[0.0615, 0.0029]","[0.055, 0.0024]","[0.0503, 0.0021]","[0.0711, 0.0039]","[0.036, 0.0013]","[0.1539, 0.0048]","[0.0469, 0.0019]","[0.0393, 0.0015]","[0.0344, 0.0012]","[0.0613, 0.0029]","[0.0215, 0.0007]","[0.0644, 0.0037]","[0.1375, 0.006]","[0.1707, 0.0066]","[0.1972, 0.007]","[0.0928, 0.005]","[0.2983, 0.0081]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,600,0.5,Adam,"[0.0577, 0.0028]","[0.0515, 0.0023]","[0.047, 0.002]","[0.0671, 0.0038]","[0.0335, 0.0012]","[0.1447, 0.0047]","[0.0436, 0.0018]","[0.0366, 0.0014]","[0.0318, 0.0012]","[0.0578, 0.0028]","[0.0198, 0.0006]","[0.0607, 0.0036]","[0.1302, 0.0059]","[0.1603, 0.0065]","[0.1826, 0.0068]","[0.0881, 0.0049]","[0.2796, 0.008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.001,600,0.5,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,600,0.5,Adam,"[0.0606, 0.0029]","[0.0543, 0.0024]","[0.0497, 0.0021]","[0.0699, 0.0039]","[0.0357, 0.0013]","[0.1518, 0.0048]","[0.0465, 0.0019]","[0.039, 0.0015]","[0.0342, 0.0012]","[0.0601, 0.0029]","[0.0214, 0.0007]","[0.062, 0.0036]","[0.1358, 0.006]","[0.1671, 0.0066]","[0.1931, 0.0069]","[0.0906, 0.005]","[0.2945, 0.008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.0005,600,0.5,Adam,"[0.057, 0.0028]","[0.0509, 0.0023]","[0.0465, 0.002]","[0.0661, 0.0038]","[0.0331, 0.0012]","[0.1429, 0.0047]","[0.0434, 0.0018]","[0.0361, 0.0014]","[0.0315, 0.0012]","[0.0574, 0.0028]","[0.0197, 0.0006]","[0.0596, 0.0036]","[0.1293, 0.0059]","[0.159, 0.0065]","[0.1828, 0.0069]","[0.0872, 0.0049]","[0.2769, 0.008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.001,600,0.5,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
