model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,600,0.4,Adam,"[0.0617, 0.0029]","[0.0551, 0.0024]","[0.0504, 0.0021]","[0.0718, 0.0039]","[0.0359, 0.0013]","[0.1539, 0.0048]","[0.0469, 0.0019]","[0.0391, 0.0015]","[0.0345, 0.0012]","[0.0612, 0.0029]","[0.0215, 0.0007]","[0.0646, 0.0037]","[0.1383, 0.0061]","[0.1706, 0.0067]","[0.1972, 0.0071]","[0.0926, 0.005]","[0.2973, 0.008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,600,0.4,Adam,"[0.0587, 0.0028]","[0.0524, 0.0023]","[0.0478, 0.002]","[0.0685, 0.0038]","[0.0341, 0.0012]","[0.1472, 0.0048]","[0.0443, 0.0018]","[0.0371, 0.0014]","[0.0324, 0.0012]","[0.0584, 0.0029]","[0.0202, 0.0006]","[0.062, 0.0037]","[0.1316, 0.0059]","[0.1623, 0.0065]","[0.1869, 0.0069]","[0.0898, 0.005]","[0.2845, 0.008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,600,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,600,0.4,Adam,"[0.0617, 0.0029]","[0.0551, 0.0024]","[0.0504, 0.0021]","[0.0718, 0.0039]","[0.0359, 0.0013]","[0.1539, 0.0048]","[0.0466, 0.0019]","[0.0391, 0.0015]","[0.0343, 0.0012]","[0.0615, 0.0029]","[0.0215, 0.0007]","[0.0645, 0.0037]","[0.1372, 0.0061]","[0.169, 0.0066]","[0.1952, 0.007]","[0.0934, 0.0051]","[0.2967, 0.0081]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,600,0.4,Adam,"[0.059, 0.0028]","[0.0526, 0.0023]","[0.0481, 0.002]","[0.0686, 0.0038]","[0.0342, 0.0012]","[0.147, 0.0047]","[0.0445, 0.0018]","[0.0375, 0.0014]","[0.0327, 0.0012]","[0.0594, 0.0029]","[0.0202, 0.0006]","[0.0602, 0.0036]","[0.1324, 0.0059]","[0.164, 0.0065]","[0.1892, 0.0069]","[0.0906, 0.005]","[0.2836, 0.0079]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.001,600,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,600,0.4,Adam,"[0.0617, 0.0029]","[0.0551, 0.0024]","[0.0503, 0.0021]","[0.0719, 0.0039]","[0.0358, 0.0013]","[0.1536, 0.0048]","[0.0468, 0.0019]","[0.0391, 0.0015]","[0.0341, 0.0012]","[0.0611, 0.0029]","[0.0212, 0.0007]","[0.0638, 0.0037]","[0.1383, 0.0061]","[0.1701, 0.0066]","[0.1964, 0.007]","[0.0923, 0.005]","[0.2953, 0.0081]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,600,0.4,Adam,"[0.0591, 0.0028]","[0.0525, 0.0023]","[0.0478, 0.002]","[0.0697, 0.0039]","[0.0339, 0.0012]","[0.147, 0.0048]","[0.044, 0.0018]","[0.0368, 0.0014]","[0.0321, 0.0012]","[0.0586, 0.0028]","[0.02, 0.0006]","[0.0619, 0.0036]","[0.1309, 0.0059]","[0.1617, 0.0065]","[0.1867, 0.0069]","[0.0896, 0.005]","[0.2818, 0.008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.001,600,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,600,0.4,Adam,"[0.0602, 0.0028]","[0.0538, 0.0023]","[0.0492, 0.002]","[0.0696, 0.0038]","[0.0353, 0.0012]","[0.1509, 0.0047]","[0.046, 0.0019]","[0.0383, 0.0015]","[0.0335, 0.0012]","[0.0604, 0.0029]","[0.0212, 0.0007]","[0.0623, 0.0036]","[0.1351, 0.006]","[0.1658, 0.0066]","[0.1907, 0.0069]","[0.0913, 0.005]","[0.2927, 0.008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.0005,600,0.4,Adam,"[0.0577, 0.0028]","[0.0515, 0.0023]","[0.047, 0.002]","[0.0672, 0.0038]","[0.0333, 0.0012]","[0.1445, 0.0047]","[0.0439, 0.0018]","[0.0366, 0.0014]","[0.0318, 0.0011]","[0.0573, 0.0028]","[0.0197, 0.0006]","[0.0601, 0.0036]","[0.131, 0.0059]","[0.1608, 0.0065]","[0.1851, 0.0069]","[0.0881, 0.0049]","[0.2782, 0.0079]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.001,600,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,1.0,1.0,,0.0001,600,0.4,Adam,"[0.0523, 0.0026]","[0.0475, 0.0022]","[0.044, 0.0019]","[0.059, 0.0035]","[0.0324, 0.0012]","[0.1363, 0.0045]","[0.0419, 0.0018]","[0.0356, 0.0014]","[0.0318, 0.0012]","[0.0529, 0.0027]","[0.0203, 0.0007]","[0.0536, 0.0033]","[0.1197, 0.0057]","[0.1498, 0.0062]","[0.1759, 0.0066]","[0.0774, 0.0046]","[0.2728, 0.0078]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,1.0,1.0,,0.0005,600,0.4,Adam,"[0.0493, 0.0026]","[0.0442, 0.0022]","[0.0405, 0.0019]","[0.0578, 0.0036]","[0.0294, 0.0012]","[0.1251, 0.0045]","[0.0371, 0.0017]","[0.0319, 0.0013]","[0.0284, 0.0011]","[0.0483, 0.0026]","[0.018, 0.0006]","[0.0518, 0.0033]","[0.1082, 0.0054]","[0.1365, 0.006]","[0.1599, 0.0065]","[0.0707, 0.0044]","[0.2433, 0.0076]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,1.0,1.0,,0.001,600,0.4,Adam,"[0.0017, 0.0004]","[0.0018, 0.0004]","[0.0018, 0.0003]","[0.0016, 0.0005]","[0.0017, 0.0002]","[0.0076, 0.0009]","[0.0019, 0.0003]","[0.0019, 0.0003]","[0.0017, 0.0002]","[0.0019, 0.0005]","[0.0015, 0.0001]","[0.0017, 0.0005]","[0.0053, 0.0012]","[0.0075, 0.0014]","[0.0092, 0.0015]","[0.0028, 0.0008]","[0.0192, 0.0022]"
E-CDE-VAE,200,0.0001,0.0001,0.001,0.0001,1.0,,0.0001,600,0.4,Adam,"[0.0617, 0.0029]","[0.0552, 0.0024]","[0.0506, 0.0021]","[0.0711, 0.0039]","[0.0362, 0.0013]","[0.1552, 0.0048]","[0.047, 0.0019]","[0.0395, 0.0015]","[0.0347, 0.0012]","[0.0617, 0.003]","[0.0217, 0.0007]","[0.0637, 0.0037]","[0.139, 0.0061]","[0.1724, 0.0067]","[0.199, 0.007]","[0.0934, 0.0051]","[0.3015, 0.008]"
E-CDE-VAE,200,0.0001,0.0001,0.001,0.0001,1.0,,0.0005,600,0.4,Adam,"[0.0587, 0.0028]","[0.0523, 0.0023]","[0.0477, 0.002]","[0.0687, 0.0038]","[0.0339, 0.0012]","[0.1465, 0.0047]","[0.0439, 0.0018]","[0.0369, 0.0014]","[0.0324, 0.0012]","[0.0585, 0.0029]","[0.02, 0.0006]","[0.0613, 0.0036]","[0.1316, 0.0059]","[0.1617, 0.0065]","[0.1882, 0.0069]","[0.0892, 0.0049]","[0.2818, 0.008]"
E-CDE-VAE,200,0.0001,0.0001,0.001,0.0001,1.0,,0.001,600,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.001,0.001,1.0,,0.0001,600,0.4,Adam,"[0.0621, 0.0029]","[0.0556, 0.0024]","[0.0509, 0.0021]","[0.0722, 0.0039]","[0.0364, 0.0013]","[0.1551, 0.0048]","[0.0473, 0.0019]","[0.0399, 0.0015]","[0.0347, 0.0012]","[0.0613, 0.003]","[0.0217, 0.0007]","[0.0654, 0.0038]","[0.1382, 0.006]","[0.1725, 0.0067]","[0.1994, 0.007]","[0.0919, 0.005]","[0.2997, 0.008]"
E-CDE-VAE,200,0.0001,0.0001,0.001,0.001,1.0,,0.0005,600,0.4,Adam,"[0.0578, 0.0028]","[0.0519, 0.0023]","[0.0475, 0.002]","[0.0667, 0.0038]","[0.034, 0.0012]","[0.1465, 0.0047]","[0.0445, 0.0018]","[0.0376, 0.0014]","[0.0326, 0.0012]","[0.0571, 0.0028]","[0.0202, 0.0006]","[0.0603, 0.0036]","[0.1322, 0.0059]","[0.1646, 0.0066]","[0.1885, 0.0069]","[0.0863, 0.0049]","[0.2837, 0.0079]"
