model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch_rating,epoch_explanation,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
S-E-CDE-VAE,200,0,0.0001,1.0,1.0,1.0,,0.0001,500,0,0.4,Adam,"[0.0614, 0.0029]","[0.0549, 0.0024]","[0.0501, 0.0021]","[0.072, 0.0039]","[0.0357, 0.0012]","[0.154, 0.0048]","[0.0462, 0.0019]","[0.0392, 0.0015]","[0.0338, 0.0012]","[0.06, 0.0029]","[0.0212, 0.0007]","[0.0658, 0.0038]","[0.1377, 0.006]","[0.1717, 0.0067]","[0.195, 0.007]","[0.0908, 0.005]","[0.2958, 0.008]"
S-E-CDE-VAE,200,0,0.0001,1.0,1.0,1.0,,0.0005,500,0,0.4,Adam,"[0.0584, 0.0028]","[0.0522, 0.0023]","[0.0477, 0.002]","[0.0679, 0.0038]","[0.034, 0.0012]","[0.1464, 0.0047]","[0.0443, 0.0018]","[0.0373, 0.0014]","[0.0326, 0.0012]","[0.0584, 0.0029]","[0.0201, 0.0006]","[0.061, 0.0036]","[0.1314, 0.0059]","[0.1622, 0.0065]","[0.1881, 0.0069]","[0.089, 0.0049]","[0.283, 0.008]"
S-E-CDE-VAE,200,0,0.001,1.0,1.0,1.0,,0.0001,500,0,0.4,Adam,"[0.0616, 0.0029]","[0.0551, 0.0024]","[0.0504, 0.002]","[0.0717, 0.0039]","[0.0359, 0.0012]","[0.1542, 0.0048]","[0.0469, 0.0019]","[0.0394, 0.0015]","[0.0342, 0.0012]","[0.0608, 0.0029]","[0.0213, 0.0007]","[0.0657, 0.0038]","[0.1386, 0.0061]","[0.1721, 0.0067]","[0.1967, 0.007]","[0.0923, 0.005]","[0.2973, 0.008]"
S-E-CDE-VAE,200,0,0.001,1.0,1.0,1.0,,0.0005,500,0,0.4,Adam,"[0.0578, 0.0028]","[0.0518, 0.0023]","[0.0474, 0.002]","[0.067, 0.0038]","[0.0338, 0.0012]","[0.145, 0.0047]","[0.0448, 0.0018]","[0.0371, 0.0014]","[0.0324, 0.0012]","[0.0572, 0.0028]","[0.02, 0.0006]","[0.0605, 0.0036]","[0.1326, 0.006]","[0.1618, 0.0065]","[0.1863, 0.0069]","[0.0869, 0.0049]","[0.2802, 0.008]"
S-E-CDE-VAE,200,0,0.01,1.0,1.0,1.0,,0.0001,500,0,0.4,Adam,"[0.0615, 0.0029]","[0.055, 0.0024]","[0.0503, 0.0021]","[0.0712, 0.0039]","[0.0359, 0.0013]","[0.1532, 0.0048]","[0.0468, 0.0019]","[0.0393, 0.0015]","[0.0345, 0.0012]","[0.0617, 0.0029]","[0.0211, 0.0007]","[0.0644, 0.0037]","[0.1385, 0.006]","[0.1714, 0.0067]","[0.1972, 0.007]","[0.0937, 0.0051]","[0.2952, 0.008]"
S-E-CDE-VAE,200,0,0.01,1.0,1.0,1.0,,0.0005,500,0,0.4,Adam,"[0.0582, 0.0028]","[0.052, 0.0023]","[0.0476, 0.002]","[0.0675, 0.0038]","[0.0339, 0.0012]","[0.1461, 0.0047]","[0.0445, 0.0018]","[0.037, 0.0014]","[0.0325, 0.0012]","[0.0588, 0.0029]","[0.0201, 0.0006]","[0.0606, 0.0036]","[0.1317, 0.0059]","[0.162, 0.0065]","[0.1886, 0.007]","[0.0896, 0.005]","[0.2833, 0.008]"
