model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,600,0.2,Adam,"[0.0599, 0.0028]","[0.0535, 0.0023]","[0.0489, 0.002]","[0.0698, 0.0039]","[0.0348, 0.0012]","[0.1502, 0.0048]","[0.0451, 0.0019]","[0.0383, 0.0014]","[0.0331, 0.0012]","[0.06, 0.0029]","[0.0206, 0.0006]","[0.0641, 0.0038]","[0.1332, 0.006]","[0.1681, 0.0066]","[0.1918, 0.007]","[0.0926, 0.0051]","[0.2885, 0.008]"
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,600,0.2,Adam,"[0.0573, 0.0028]","[0.0509, 0.0023]","[0.0464, 0.002]","[0.0675, 0.0038]","[0.0329, 0.0012]","[0.1429, 0.0047]","[0.0423, 0.0018]","[0.0356, 0.0014]","[0.0311, 0.0012]","[0.0566, 0.0028]","[0.0195, 0.0006]","[0.0608, 0.0037]","[0.1261, 0.0058]","[0.1561, 0.0064]","[0.18, 0.0068]","[0.0863, 0.0049]","[0.2744, 0.0079]"
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,600,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,600,0.2,Adam,"[0.0604, 0.0029]","[0.0539, 0.0024]","[0.0492, 0.002]","[0.0707, 0.0039]","[0.0351, 0.0012]","[0.1508, 0.0048]","[0.0457, 0.0019]","[0.0383, 0.0015]","[0.0335, 0.0012]","[0.0599, 0.0029]","[0.0208, 0.0006]","[0.0633, 0.0037]","[0.1355, 0.006]","[0.1673, 0.0066]","[0.1923, 0.007]","[0.0905, 0.005]","[0.2901, 0.008]"
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,600,0.2,Adam,"[0.0579, 0.0028]","[0.0514, 0.0023]","[0.0469, 0.002]","[0.0679, 0.0038]","[0.0333, 0.0012]","[0.1438, 0.0048]","[0.043, 0.0018]","[0.0361, 0.0014]","[0.0317, 0.0011]","[0.0578, 0.0028]","[0.0195, 0.0006]","[0.0615, 0.0037]","[0.1275, 0.0058]","[0.159, 0.0064]","[0.1842, 0.0069]","[0.0885, 0.0049]","[0.2748, 0.0079]"
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.001,600,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,600,0.2,Adam,"[0.0603, 0.0029]","[0.0539, 0.0023]","[0.0493, 0.002]","[0.0702, 0.0039]","[0.035, 0.0012]","[0.1496, 0.0048]","[0.0458, 0.0019]","[0.0383, 0.0014]","[0.0333, 0.0012]","[0.0596, 0.0029]","[0.0206, 0.0006]","[0.0635, 0.0037]","[0.1365, 0.0061]","[0.1678, 0.0066]","[0.191, 0.0069]","[0.0907, 0.005]","[0.2861, 0.008]"
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,600,0.2,Adam,"[0.0571, 0.0028]","[0.0509, 0.0023]","[0.0464, 0.002]","[0.067, 0.0038]","[0.0329, 0.0012]","[0.1423, 0.0047]","[0.043, 0.0018]","[0.0356, 0.0014]","[0.0312, 0.0011]","[0.057, 0.0028]","[0.0192, 0.0006]","[0.0603, 0.0036]","[0.1272, 0.0059]","[0.1557, 0.0064]","[0.1822, 0.0068]","[0.0878, 0.0049]","[0.2726, 0.0079]"
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.001,600,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,600,0.2,Adam,"[0.0609, 0.0029]","[0.0544, 0.0024]","[0.0497, 0.002]","[0.0711, 0.0039]","[0.0352, 0.0012]","[0.1508, 0.0048]","[0.046, 0.0019]","[0.0387, 0.0015]","[0.0336, 0.0012]","[0.0609, 0.0029]","[0.0206, 0.0006]","[0.0656, 0.0038]","[0.1357, 0.006]","[0.169, 0.0066]","[0.1947, 0.007]","[0.092, 0.005]","[0.2874, 0.008]"
